Timestamp (s),Code,Code,Code,Code,Code,Code,Code,Energy (J),Duration (s),Feed rate (mm/min),Spindle speed (RPM),Spindle Load,X Load,Y Load,Z Load,X (mm),Y (mm),dX (code) (mm),dY (code) (mm),Length of Cut XY (code) (mm),Z (mm),dZ (mm),Cutting Strategy,IdX (mm),IdY (mm),Depth of Cut(mm),Area of Cut (mm^2),Volume of Cut (mm^3),Cut / No Cut,Length of Cut XYZ (code) (mm),Modal G-Code
126.37,G04,X1.0000,,,,,,1.92,0.95,0,1502.4375,3.395833333,16.125,2,21.59375,-31.588,-25.238,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
127.32,X31.5880,,,,,,,39.52,50.02,75.51389167,1503.239456,10.02918249,32.3941635,0.789926044,14.448331,31.588,-25.238,63.176,0,63.176,-1.5,0,Conventional,63.2,3.2,1.5,192.65,288.975,Cut with Feed,63.176,Face Milling
177.34,G04,X1.0000,,,,,,0.1,0.95,0,1499,2.010416667,7.416666667,0.104166667,20.34375,31.588,-25.238,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
178.29,Y-22.0630,,,,,,,22.6,2.54,75.70196078,1506.490196,7.937254902,9.541176471,8.862745098,16.40784314,31.588,-22.063,0,3.175,3.175,-1.5,0,Conventional,4.6,3.1,1.5,10.73,16.095,Cut with Feed,3.175,Face Milling
180.83,G04,X1.0000,,,,,,1.61,0.95,0,1502.229167,2.708333333,4.625,1.677083333,22.03125,31.588,-22.063,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
181.78,X-31.5880,,,,,,,53.13,37.61,100.807815,1502.835726,12.6671983,28.09994684,1.412280702,15.45959596,-31.588,-22.063,-63.176,0,63.176,-1.5,0,Climb,63.2,3.2,1.5,192.47,288.705,Cut with Feed,63.176,Face Milling
219.39,G04,X1.0000,,,,,,2.35,0.94,0,1499,2.042105263,6.957894737,2.473684211,24.28421053,-31.588,-22.063,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
220.33,Y-18.8880,,,,,,,14.31,1.87,101.4574468,1504.053191,11.79255319,8.058510638,7.611702128,14.19148936,-31.588,-18.888,0,3.175,3.175,-1.5,0,Climb,4.4,3.1,1.5,10.33,15.495,Cut with Feed,3.175,Face Milling
222.2,G04,X1.0000,,,,,,2.61,0.97,0,1502.367347,2.755102041,16.44897959,2.663265306,22.6122449,-31.588,-18.888,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
223.17,X31.5880,,,,,,,62.71,37.36,101.9727054,1503.284185,11.87208991,34.2312015,1.678084025,14.84292213,31.588,-18.888,63.176,0,63.176,-1.5,0,Conventional,63.2,3.2,1.5,192.87,289.305,Cut with Feed,63.176,Face Milling
260.53,G04,X1.0000,,,,,,1.4,0.95,0,1499,2,9.270833333,1.458333333,21.67708333,31.588,-18.888,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
261.48,Y-15.7130,,,,,,,18.62,2.19,88.58181818,1506.181818,9.704545455,7.536363636,8.463636364,16.73636364,31.588,-15.713,0,3.175,3.175,-1.5,0,Conventional,4.5,3,1.5,10.49,15.735,Cut with Feed,3.175,Face Milling
263.67,G04,X1.0000,,,,,,2.21,0.93,0,1499,2.436170213,4.712765957,2.35106383,23.62765957,31.588,-15.713,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
264.6,X-31.5880,,,,,,,83.36,29.99,126.9576667,1502.28,15.619,28.855,2.778666667,15.06533333,-31.588,-15.713,-63.176,0,63.176,-1.5,0,Climb,63.2,3.1,1.5,186.36,279.54,Cut with Feed,63.176,Face Milling
294.59,G04,X1.0000,,,,,,1.67,0.96,0,1499,2.041237113,7.329896907,1.721649485,21.97938144,-31.588,-15.713,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
295.55,Y-12.5380,,,,,,,12.76,1.59,126.20625,1499.0625,13.94375,14.44375,7.975,13.85,-31.588,-12.538,0,3.175,3.175,-1.5,0,Climb,4.5,3.1,1.5,10.55,15.825,Cut with Feed,3.175,Face Milling
297.14,G04,X1.0000,,,,,,2.33,0.99,0,1502.3,3.41,16.48,2.33,22.98,-31.588,-12.538,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
298.13,X31.5880,,,,,,,49.64,30.12,126.9578493,1502.866578,14.58778626,36.05808165,1.647527381,15.21971457,31.588,-12.538,63.176,0,63.176,-1.5,0,Conventional,63.2,3.2,1.5,192.65,288.975,Cut with Feed,63.176,Face Milling
328.25,G04,X1.0000,,,,,,1.32,0.95,0,1499,2.041666667,7.6875,1.375,22.65625,31.588,-12.538,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
329.2,Y-9.3630,,,,,,,7.82,1.56,126.1910828,1501.038217,12.12738854,8.942675159,4.98089172,15.84713376,31.588,-9.363,0,3.175,3.175,-1.5,0,Conventional,4.6,3.1,1.5,10.73,16.095,Cut with Feed,3.175,Face Milling
330.76,G04,X1.0000,,,,,,0.99,0.97,0,1499,2.448979592,2.867346939,1.010204082,24.28571429,31.588,-9.363,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
331.73,X-31.5880,,,,,,,60.47,25.1,151.0135404,1503.026284,18.07208284,26.13978495,2.408203903,19.85105536,-31.588,-9.363,-63.176,0,63.176,-1.5,0,Climb,63.2,3.2,1.5,192.47,288.705,Cut with Feed,63.176,Face Milling
356.83,G04,X1.0000,,,,,,1.97,0.94,0,1499,2.063157895,8,2.073684211,23.90526316,-31.588,-9.363,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
357.77,Y-6.1880,,,,,,,16.02,1.28,150.8217054,1499.077519,15.92248062,30.89147287,12.41860465,14.0620155,-31.588,-6.188,0,3.175,3.175,-1.5,0,Climb,4.4,3.1,1.5,10.33,15.495,Cut with Feed,3.175,Face Milling
359.05,G04,X1.0000,,,,,,2.74,0.92,0,1502.333333,3.408602151,16.47311828,2.946236559,23.93548387,-31.588,-6.188,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
359.97,X31.5880,,,,,,,59.41,25.11,151.544586,1503.116242,19.07046178,36.07563694,2.365047771,15.40525478,31.588,-6.188,63.176,0,63.176,-1.5,0,Conventional,63.2,3.2,1.5,192.87,289.305,Cut with Feed,63.176,Face Milling
385.08,G04,X1.0000,,,,,,1.02,0.92,0,1499,2.043010753,7.698924731,1.096774194,25.62365591,31.588,-6.188,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
386,Y-3.0130,,,,,,,20.73,1.23,148.7580645,1503.919355,17.42741935,24.66935484,16.71774194,16.26612903,31.588,-3.013,0,3.175,3.175,-1.5,0,Conventional,4.5,3,1.5,10.49,15.735,Cut with Feed,3.175,Face Milling
387.23,G04,X1.0000,,,,,,1.32,2.2,9.375565611,2136.307692,12.80090498,4.791855204,0.597285068,22.239819,31.588,-3.013,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
389.43,X-31.5880,,,,,,,181.32,24.9,151.9389803,2998,15.83380169,30.96908872,7.279004416,18.77077479,-31.588,-3.013,-63.176,0,63.176,-1.5,0,Climb,63.2,3.1,1.5,186.36,279.54,Cut with Feed,63.176,Face Milling
414.33,G04,X1.0000,,,,,,3.59,0.94,0,2998,1.336842105,9.621052632,3.778947368,26.01052632,-31.588,-3.013,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
415.27,Y0.1630,,,,,,,22.93,1.59,103.96875,2995.9375,12.40625,8.34375,14.33125,18.625,-31.588,0.163,0,3.176,3.176,-1.5,0,Climb,4.5,3.1,1.5,10.55,15.825,Cut with Feed,3.176,Face Milling
416.86,G04,X1.0000,,,,,,2.18,0.93,0,2998,2.478723404,15.88297872,2.319148936,25.54255319,-31.588,0.163,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
417.79,X31.5880,,,,,,,85.33,25,151.9392243,2997.87605,18.54418233,48.17952819,3.411835266,15.69132347,31.588,0.163,63.176,0,63.176,-1.5,0,Conventional,63.2,3.2,1.5,192.65,288.975,Cut with Feed,63.176,Face Milling
442.79,G04,X1.0000,,,,,,0,0.96,0,2998,2.051546392,7.298969072,0,24.63917526,31.588,0.163,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
443.75,Y3.3380,,,,,,,13.63,1.25,150.7936508,2998,12.99206349,11.93650794,10.81746032,19.06349206,31.588,3.338,0,3.175,3.175,-1.5,0,Conventional,4.6,3.1,1.5,10.73,16.095,Cut with Feed,3.175,Face Milling
445,G04,X1.0000,,,,,,1.26,0.94,0,2997.894737,3.663157895,7.684210526,1.326315789,26,31.588,3.338,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
445.94,X-31.5880,,,,,,,143.8,18.73,199.5336179,2997.834578,20.18036286,27.226254,7.673425827,20.98185699,-31.588,3.338,-63.176,0,63.176,-1.5,0,Climb,63.2,3.2,1.5,192.47,288.705,Cut with Feed,63.176,Face Milling
464.67,G04,X1.0000,,,,,,5.04,1.25,0,2998,1.087301587,12.57142857,4,26.65079365,-31.588,3.338,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
465.92,Y6.5130,,,,,,,9.91,0.92,200.8172043,2994.666667,18.59139785,71.86021505,10.65591398,13.12903226,-31.588,6.513,0,3.175,3.175,-1.5,0,Climb,4.4,3.1,1.5,10.33,15.495,Cut with Feed,3.175,Face Milling
466.84,G04,X1.0000,,,,,,3,0.97,0,2997.897959,3.153061224,15.73469388,3.06122449,26.59183673,-31.588,6.513,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
467.81,X31.5880,,,,,,,62.03,18.87,202.8924788,2997.835805,19.32362288,48.02330508,3.285487288,16.7378178,31.588,6.513,63.176,0,63.176,-1.5,0,Conventional,63.2,3.2,1.5,192.87,289.305,Cut with Feed,63.176,Face Milling
486.68,G04,X1.0000,,,,,,0.16,0.96,0,2998,1.072164948,7.721649485,0.164948454,26.57731959,31.588,6.513,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
487.64,Y9.6880,,,,,,,22.57,0.95,200.8854167,2998,13.35416667,16.27083333,23.51041667,20.40625,31.588,9.688,0,3.175,3.175,-1.5,0,Conventional,4.5,3.1,1.5,10.51,15.765,Cut with Feed,3.175,Face Milling
488.59,G04,X1.0000,,,,,,1.93,0.93,0,2997.893617,3.393617021,5.20212766,2.053191489,26.9787234,31.588,9.688,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
489.52,X-31.5880,,,,,,,147.66,15.07,249.5875332,2997.787798,20.45888594,30.60543767,9.791777188,20.19628647,-31.588,9.688,-63.176,0,63.176,-1.5,0,Climb,63.2,3.2,1.5,192.68,289.02,Cut with Feed,63.176,Face Milling
504.59,G04,X1.0000,,,,,,2.95,0.95,0,2998,1.020833333,10.42708333,3.072916667,27.625,-31.588,9.688,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
505.54,Y12.8630,,,,,,,14.99,0.94,165.7684211,2991.473684,13.8,49.49473684,15.77894737,19.47368421,-31.588,12.863,0,3.175,3.175,-1.5,0,Climb,4.4,3,1.5,10.09,15.135,Cut with Feed,3.175,Face Milling
506.48,G04,X1.0000,,,,,,2.88,0.94,0,2997.894737,3.421052632,14.78947368,3.031578947,25.95789474,-31.588,12.863,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
507.42,X31.5880,,,,,,,33.5,15.13,248.6314399,2997.795244,20.42470277,60.1321004,2.212681638,14.98745046,31.588,12.863,63.176,0,63.176,-1.5,0,Conventional,63.2,3.2,1.5,186.77,280.155,Cut with Feed,63.176,Face Milling
522.55,G04,X1.0000,,,,,,0.03,0.93,0,2997.893617,1.053191489,8.595744681,0.031914894,26.30851064,31.588,12.863,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
523.48,Y16.0380,,,,,,,4.96,0.93,201.9361702,2994.595745,13.41489362,8.223404255,5.276595745,20.4787234,31.588,16.038,0,3.175,3.175,-1.5,0,Conventional,4.6,3.1,1.5,10.73,16.095,Cut with Feed,3.175,Face Milling
524.41,G04,X1.0000,,,,,,1.73,0.95,0,2997.895833,2.802083333,5.333333333,1.802083333,27.58333333,31.588,16.038,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
525.36,X-31.5880,,,,,,,129.14,12.51,304.7563898,2997.752396,22.19888179,33.07827476,10.31469649,20.31948882,-31.588,16.038,-63.176,0,63.176,-1.5,0,Climb,63.2,3.2,1.5,192.47,288.705,Cut with Feed,63.176,Face Milling
537.87,G04,X1.0000,,,,,,3.26,0.92,0,2998,1.010752688,9.172043011,3.505376344,27.96774194,-31.588,16.038,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
538.79,Y19.2130,,,,,,,19.75,0.95,203.3333333,2994.458333,14.5625,5.5,20.57291667,18.73958333,-31.588,19.213,0,3.175,3.175,-1.5,0,Climb,4.4,3.1,1.5,10.33,15.495,Cut with Feed,3.175,Face Milling
539.74,G04,X1.0000,,,,,,3.32,0.97,0,2997.897959,2.867346939,16.59183673,3.387755102,26.2244898,-31.588,19.213,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
540.71,X31.5880,,,,,,,42.96,12.56,304.7573588,2997.506762,22.38902148,58.66428003,3.417661098,14.39936356,31.588,19.213,63.176,0,63.176,-1.5,0,Conventional,63.2,3.2,1.5,192.87,289.305,Cut with Feed,63.176,Face Milling
553.27,G04,X1.0000,,,,,,0.01,0.93,0,2998,1.095744681,8.446808511,0.010638298,26.61702128,31.588,19.213,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
554.2,Y22.3880,,,,,,,4.15,0.63,300.234375,2998,14.53125,19.765625,6.484375,20.015625,31.588,22.388,0,3.175,3.175,-1.5,0,Conventional,4.5,3.1,1.5,10.51,15.765,Cut with Feed,3.175,Face Milling
554.83,G04,X1.0000,,,,,,0.31,0.95,0,2998,5.65625,4.385416667,0.322916667,26.3125,31.588,22.388,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
555.78,X-31.5880,,,,,,,110.12,12.57,297.2416534,2998,21.8227345,27.93243243,8.753577107,20.1709062,-31.588,22.388,-63.176,0,63.176,-1.5,0,Climb,63.2,3.2,1.5,192.68,289.02,Cut with Feed,63.176,Face Milling
568.35,G04,X1.0000,,,,,,3.58,0.97,0,2998,1.316326531,13.06122449,3.653061224,27.35714286,-31.588,22.388,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
569.32,Y25.5630,,,,,,,14.2,0.96,198.0927835,2994.804124,13.42268041,15.35051546,14.63917526,19.51546392,-31.588,25.563,0,3.175,3.175,-1.5,0,Climb,4.4,3,1.5,10.09,15.135,Cut with Feed,3.175,Face Milling
570.28,G04,X1.0000,,,,,,5.03,0.94,0,2998,3.189473684,13,5.294736842,25.89473684,-31.588,25.563,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
571.22,X31.5880,,,,,,,76.53,12.61,304.7583201,2997.508716,21.46275753,56.47622821,6.064183835,15.67591125,31.588,25.563,63.176,0,63.176,-1.5,0,Conventional,63.2,3.2,1.5,186.77,280.155,Cut with Feed,63.176,Face Milling
583.83,G04,X1.0000,,,,,,1.97,0.95,0,2998,1.09375,8.395833333,2.052083333,27.26041667,31.588,25.563,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
584.78,Y28.7380,,,,,,,8.68,0.64,300.3076923,2998,8.4,8.492307692,13.35384615,22.52307692,31.588,28.738,0,3.175,3.175,-1.5,0,Conventional,4.6,1.4,1.5,6.08,9.12,Cut with Feed,3.175,Face Milling
585.42,G04,X1.0000,,,,,,3.76,0.93,0,2998,1.35106383,9.627659574,4,24.31914894,31.588,28.738,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
586.35,X-31.5880,,,,,,,47.82,12.59,297.2539683,2998,6.695238095,32.88888889,3.795238095,22.50793651,-31.588,28.738,-63.176,0,63.176,-1.5,0,Climb,59.5,1.4,1.5,82.86,124.29,Cut with Feed,63.176,Face Milling
598.94,G04,X1.0000,,,,,,0.14,0.97,0,2998,1,11.23469388,0.142857143,22.33673469,-31.588,28.738,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
599.91,Y31.5880,X-30.0000,,,,,,11.13,0.95,203.3333333,2998,1,27.85416667,11.59375,21.65625,-30,31.588,1.588,2.85,3.262551762,-1.5,0,Both,0,0,1.5,0,0,Air-Cut,3.262551762,Face Milling
600.86,G04,X1.0000,,,,,,5.88,0.97,0,2998,1,5.908163265,6,22,-30,31.588,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
601.83,X36.5740,,,,,,,65.25,13.29,299.8293233,2998,1,30.67894737,4.906015038,21.00075188,36.574,31.588,66.574,0,66.574,-1.5,0,Both,0,0,1.5,0,0,Air-Cut,66.574,Face Milling
615.12,G04,X1.0000,,,,,,4.42,0.94,0,2998,1,6.010526316,4.652631579,19.48421053,36.574,31.588,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
616.06,Z0,,,,,,,1.28,0.31,295.46875,2998,1,7,4,33.84375,36.574,31.588,0,0,0,0,1.5,,0,0,0,0,0,Air-cut in Z while retracting,1.5,Face Milling
616.37,G04,X1.0000,,,,,,4.15,0.92,213.1182796,2998,1,7.677419355,4.462365591,27.01075269,36.574,31.588,0,0,0,0,0,,0,0,0,0,0,Dwell,0,Face Milling
617.29,G00,Y-31.5880,X-36.5740,,,,,15.64,0.33,19237.05882,2998,1,98.67647059,46,27.08823529,-36.574,-31.588,-73.148,-63.176,96.65317832,0,0,,0,0,0,0,0,No Cut - Rapid motion,96.65317832,Face Milling
617.62,G04,X1.0000,,,,,,5.93,0.93,0,2998,1,9.595744681,6.308510638,29.63829787,-36.574,-31.588,0,0,0,0,0,,0,0,0,0,0,Dwell,0,Face Milling
618.55,Z-3.0000,,,,,,,9.73,2.5,66.31075697,2998,1,3.868525896,3.876494024,12.33864542,-36.574,-31.588,0,0,1.5,-3,-3,,0,0,1.5,71.25573925,106.8836089,Plunge with feed,1.5,Face Milling
621.05,G04,X1.0000,,,,,,4.12,1.26,0,2998,1.007874016,4.196850394,3.244094488,17.79527559,-36.574,-31.588,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
622.31,X30.0000,,,,,,,221,52.25,75.98660543,2998,16.02372752,36.04324531,4.228855721,16.33295063,30,-31.588,66.574,0,66.574,-3,0,Conventional,63.4,4.9,1.5,317.07,475.605,Cut with Feed,66.574,Face Milling
674.56,G04,X1.0000,,,,,,2.78,1.29,0,2998,1.546153846,7.907692308,2.138461538,25.45384615,30,-31.588,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
675.85,Y-28.4130,X31.5880,,,,,,50.22,2.87,73.26041667,2998,10.18055556,32.69097222,17.4375,20.125,31.588,-28.413,1.588,3.175,3.549981549,-3,0,Conventional,4.6,3.4,1.5,10.91,16.365,Cut with Feed,3.549981549,Face Milling
678.72,G04,X1.0000,,,,,,0.02,1.9,0,3721.879581,10.04712042,5.64921466,0.010471204,25.28795812,31.588,-28.413,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
680.62,X-31.5880,,,,,,,215.32,16.59,228.8620482,4500,18.5246988,22.65180723,12.97108434,21.80903614,-31.588,-28.413,-63.176,0,63.176,-3,0,Climb,63.2,3,1.5,186.33,279.495,Cut with Feed,63.176,Face Milling
697.21,G04,X1.0000,,,,,,4.69,0.96,0,4500,2.010309278,11.51546392,4.835051546,28,-31.588,-28.413,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
698.17,Y-25.2380,,,,,,,13.53,0.94,149.4526316,4500.105263,11.56842105,18.01052632,14.24210526,26,-31.588,-25.238,0,3.175,3.175,-3,0,Climb,4.5,3.1,1.5,10.55,15.825,Cut with Feed,3.175,Face Milling
699.11,G04,X1.0000,,,,,,2.81,1.25,0,4502.460317,4.825396825,13.44444444,2.23015873,25.68253968,-31.588,-25.238,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
700.36,X31.5880,,,,,,,25.29,16.67,228.6768585,4500,18.93645084,42.67685851,1.51618705,18.65167866,31.588,-25.238,63.176,0,63.176,-3,0,Conventional,63.2,3.2,1.5,192.65,288.975,Cut with Feed,63.176,Face Milling
717.03,G04,X1.0000,,,,,,0.03,1.02,0,4500,4.087378641,8.291262136,0.029126214,27.61165049,31.588,-25.238,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
718.05,Y-22.0630,,,,,,,1.01,0.64,225.4769231,4500.153846,15.87692308,8.4,1.553846154,20.03076923,31.588,-22.063,0,3.175,3.175,-3,0,Conventional,4.6,3.1,1.5,10.73,16.095,Cut with Feed,3.175,Face Milling
718.69,G04,X1.0000,,,,,,0.62,1.25,0,4502.460317,6.841269841,4.055555556,0.492063492,25.20634921,31.588,-22.063,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
719.94,X-31.5880,,,,,,,188.78,12.3,304.7879773,4500,21.33712429,34.04630382,15.33549959,20.93095045,-31.588,-22.063,-63.176,0,63.176,-3,0,Climb,63.2,3.2,1.5,192.47,288.705,Cut with Feed,63.176,Face Milling
732.24,G04,X1.0000,,,,,,6.75,1.28,14.30232558,4500,3.100775194,11.93023256,5.23255814,27.69767442,-31.588,-22.063,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
733.52,Y-18.8880,,,,,,,0.02,0.63,300.234375,4500,19.21875,42.703125,0.03125,19.140625,-31.588,-18.888,0,3.175,3.175,-3,0,Climb,4.4,3.1,1.5,10.33,15.495,Cut with Feed,3.175,Face Milling
734.15,G04,X1.0000,,,,,,2.31,1,0,4500,4.485148515,17.79207921,2.287128713,25.95049505,-31.588,-18.888,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
735.15,X31.5880,,,,,,,14.16,12.38,304.7538337,4500,21.41242938,36.0322841,1.142857143,18.96529459,31.588,-18.888,63.176,0,63.176,-3,0,Conventional,63.2,3.2,1.5,192.87,289.305,Cut with Feed,63.176,Face Milling
747.53,G04,X1.0000,,,,,,0.44,1.25,0,4500,3.095238095,10.74603175,0.349206349,27.6984127,31.588,-18.888,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
748.78,Y-15.7130,,,,,,,4.61,0.64,300.3076923,4500,18.64615385,13.29230769,7.092307692,21.12307692,31.588,-15.713,0,3.175,3.175,-3,0,Conventional,4.5,3,1.5,10.49,15.735,Cut with Feed,3.175,Face Milling
749.42,G04,X1.0000,,,,,,1.51,0.94,0,4500,3.831578947,2.778947368,1.589473684,26.6,31.588,-15.713,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
750.36,X-31.5880,,,,,,,185.94,10.14,380.6246305,4500,21.76847291,28.00689655,18.31921182,21.81576355,-31.588,-15.713,-63.176,0,63.176,-3,0,Climb,63.2,3.1,1.5,186.36,279.54,Cut with Feed,63.176,Face Milling
