Timestamp (s),Code,Code,Code,Code,Code,Code,Code,Energy (J),Duration (s),Feed rate (mm/min),Spindle speed (RPM),Spindle Load,X Load,Y Load,Z Load,X (mm),Y (mm),dX (code) (mm),dY (code) (mm),Length of Cut XY (code) (mm),Z (mm),dZ (mm),Cutting Strategy,IdX (mm),IdY (mm),Depth of Cut(mm),Area of Cut (mm^2),Volume of Cut (mm^3),Cut / No Cut,Length of Cut XYZ (code) (mm),Modal G-Code
384.17,G04,X1.0000,,,,,,0.38,0.94,0,1499,2.115789474,7.642105263,0.4,26.62105263,31.588,-6.188,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
385.11,Y-3.0130,,,,,,,21.29,1.25,150.7936508,1499.079365,30.20634921,25.45238095,16.8968254,16.30952381,31.588,-3.013,0,3.175,3.175,-3,0,Conventional,4.5,3,3,10.49,31.47,Cut with Feed,3.175,Face Milling
386.36,G04,X1.0000,,,,,,0.73,2.2,0,2226.443439,19.04072398,1.411764706,0.330316742,26.13574661,31.588,-3.013,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
388.56,X-31.5880,,,,,,,163.68,24.93,151.9390537,2998,21.94747394,28.36327185,6.562951083,20.74378508,-31.588,-3.013,-63.176,0,63.176,-3,0,Climb,63.2,3.1,3,186.36,559.08,Cut with Feed,63.176,Face Milling
413.49,G04,X1.0000,,,,,,3.89,0.95,0,2997.895833,1.072916667,6.989583333,4.052083333,25.625,-31.588,-3.013,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
414.44,Y0.1630,,,,,,,6.27,1.26,150.8031496,2995.559055,18.55905512,15.91338583,4.937007874,17.96850394,-31.588,0.163,0,3.176,3.176,-3,0,Climb,4.5,3.1,3,10.55,31.65,Cut with Feed,3.176,Face Milling
415.7,G04,X1.0000,,,,,,2.55,0.94,0,2998,4.336842105,21.61052632,2.684210526,25.68421053,-31.588,0.163,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
416.64,X31.5880,,,,,,,68.09,25.13,150.0047733,2997.001591,21.98528242,53.5230708,2.708432776,15.67581543,31.588,0.163,63.176,0,63.176,-3,0,Conventional,63.2,3.2,3,192.65,577.95,Cut with Feed,63.176,Face Milling
441.77,G04,X1.0000,,,,,,1.09,0.95,0,2997.895833,1.072916667,7.75,1.135416667,27.96875,31.588,0.163,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
442.72,Y3.3380,,,,,,,34.84,1.25,150.7936508,2990.539683,19.75396825,20.14285714,27.65079365,19.75396825,31.588,3.338,0,3.175,3.175,-3,0,Conventional,4.6,3.1,3,10.73,32.19,Cut with Feed,3.175,Face Milling
443.97,G04,X1.0000,,,,,,3.72,1.25,0,2998,5.896825397,2.746031746,2.952380952,25.72222222,31.588,3.338,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
445.22,X-31.5880,,,,,,,180.31,18.56,202.8906839,2997.326871,30.89876144,39.16908993,9.709746904,21.28863759,-31.588,3.338,-63.176,0,63.176,-3,0,Climb,63.2,3.2,3,192.47,577.41,Cut with Feed,63.176,Face Milling
463.78,G04,X1.0000,,,,,,3.91,0.94,0,2997.894737,1.010526316,9.305263158,4.115789474,27.95789474,-31.588,3.338,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
464.72,Y6.5130,,,,,,,23.27,1.24,165.416,2993.04,20.88,50.472,18.616,19.32,-31.588,6.513,0,3.175,3.175,-3,0,Climb,4.4,3.1,3,10.33,30.99,Cut with Feed,3.175,Face Milling
465.96,G04,X1.0000,,,,,,1.94,0.96,0,2997.896907,3.608247423,16.80412371,2,26.93814433,-31.588,6.513,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
466.92,X31.5880,,,,,,,60.86,18.82,202.66171,2997.830058,28.53637812,57.86032926,3.232076474,15.99522039,31.588,6.513,63.176,0,63.176,-3,0,Conventional,63.2,3.2,3,192.87,578.61,Cut with Feed,63.176,Face Milling
485.74,G04,X1.0000,,,,,,0.83,0.93,0,2997.893617,1.127659574,8.159574468,0.882978723,28.89361702,31.588,6.513,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
486.67,Y9.6880,,,,,,,27.93,0.93,200.8404255,2994.702128,23.22340426,15.86170213,29.71276596,19.07446809,31.588,9.688,0,3.175,3.175,-3,0,Conventional,4.5,3.1,3,10.51,31.53,Cut with Feed,3.175,Face Milling
487.6,G04,X1.0000,,,,,,1.11,0.95,0,2998,5.885416667,3.947916667,1.15625,26.64583333,31.588,9.688,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
488.55,X-31.5880,,,,,,,221.82,14.98,248.5777185,2997.366244,34.30486991,46.09539693,14.79786524,20.92061374,-31.588,9.688,-63.176,0,63.176,-3,0,Climb,63.2,3.2,3,192.68,578.04,Cut with Feed,63.176,Face Milling
503.53,G04,X1.0000,,,,,,5.2,1.22,0,2998,1.390243902,12.90243902,4.227642276,26.65853659,-31.588,9.688,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
504.75,Y12.8630,,,,,,,3.74,0.62,253.3174603,2993.079365,25.52380952,126.1111111,5.936507937,16,-31.588,12.863,0,3.175,3.175,-3,0,Climb,4.4,3,3,10.09,30.27,Cut with Feed,3.175,Face Milling
505.37,G04,X1.0000,,,,,,3.54,1.25,53.92857143,2997.920635,9.111111111,12.78571429,2.80952381,23.96031746,-31.588,12.863,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
506.62,X31.5880,,,,,,,53.99,15.02,253.8310047,2997.587492,32.99534265,67.83166999,3.592149035,15.48769128,31.588,12.863,63.176,0,63.176,-3,0,Conventional,63.2,3.2,3,186.77,560.31,Cut with Feed,63.176,Face Milling
521.64,G04,X1.0000,,,,,,0.34,0.91,0,2997.891304,1.119565217,7.673913043,0.369565217,27.94565217,31.588,12.863,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
522.55,Y16.0380,,,,,,,11.48,0.93,251.2978723,2994.702128,26.11702128,9.276595745,12.21276596,20.73404255,31.588,16.038,0,3.175,3.175,-3,0,Conventional,4.6,3.1,3,10.73,32.19,Cut with Feed,3.175,Face Milling
523.48,G04,X1.0000,,,,,,0.58,0.94,0,2997.894737,3.557894737,3.621052632,0.610526316,26.93684211,31.588,16.038,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
524.42,X-31.5880,,,,,,,209.06,12.52,304.7565842,2996.747007,37.05267358,29.97605746,16.68475658,20.72067039,-31.588,16.038,-63.176,0,63.176,-3,0,Climb,63.2,3.2,3,192.47,577.41,Cut with Feed,63.176,Face Milling
536.94,G04,X1.0000,,,,,,3.55,0.96,0,2997.896907,1.072164948,8.896907216,3.659793814,28.28865979,-31.588,16.038,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
537.9,Y19.2130,,,,,,,17.7,0.93,217,2991.404255,23.13829787,67.72340426,18.82978723,17.43617021,-31.588,19.213,0,3.175,3.175,-3,0,Climb,4.4,3.1,3,10.33,30.99,Cut with Feed,3.175,Face Milling
538.83,G04,X1.0000,,,,,,3.49,0.95,0,2997.895833,3.302083333,12.72916667,3.635416667,26.48958333,-31.588,19.213,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
539.78,X31.5880,,,,,,,58.3,12.56,302.636436,2996.488465,36.19968178,67.87112172,4.638027049,14.92840095,31.588,19.213,63.176,0,63.176,-3,0,Conventional,63.2,3.2,3,192.87,578.61,Cut with Feed,63.176,Face Milling
552.34,G04,X1.0000,,,,,,0.34,0.95,0,2997.895833,1.177083333,7.302083333,0.354166667,26.61458333,31.588,19.213,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
553.29,Y22.3880,,,,,,,14.3,0.64,300.3076923,2993.384615,28.38461538,5,22,18.58461538,31.588,22.388,0,3.175,3.175,-3,0,Conventional,4.5,3.1,3,10.51,31.53,Cut with Feed,3.175,Face Milling
553.93,G04,X1.0000,,,,,,1.41,0.95,0,2997.895833,5.697916667,3.96875,1.46875,26.64583333,31.588,22.388,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
554.88,X-31.5880,,,,,,,241.88,12.7,302.0157356,2996.749017,36.38001574,46.91896145,19.0306845,20.82926829,-31.588,22.388,-63.176,0,63.176,-3,0,Climb,63.2,3.2,3,192.68,578.04,Cut with Feed,63.176,Face Milling
567.58,G04,X1.0000,,,,,,3.26,0.94,0,2997.894737,1.147368421,7.726315789,3.431578947,27.57894737,-31.588,22.388,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
568.52,Y25.5630,,,,,,,10.8,0.64,300.3076923,2988.153846,25.53846154,47.26153846,16.61538462,18.13846154,-31.588,25.563,0,3.175,3.175,-3,0,Climb,4.4,3,3,10.09,30.27,Cut with Feed,3.175,Face Milling
569.16,G04,X1.0000,,,,,,5.14,0.95,0,2998,7.90625,10.53125,5.354166667,26.64583333,-31.588,25.563,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
570.11,X31.5880,,,,,,,53.26,12.56,297.2354813,2996.75895,35.62450278,68.50596659,4.237072395,16.37549722,31.588,25.563,63.176,0,63.176,-3,0,Conventional,63.2,3.2,3,186.77,560.31,Cut with Feed,63.176,Face Milling
582.67,G04,X1.0000,,,,,,2.4,1.26,0,2998,1.417322835,10.50393701,1.88976378,27.7007874,31.588,25.563,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
583.93,Y28.7380,,,,,,,17.12,0.63,300.234375,2998,18.1875,14.390625,26.75,24.0625,31.588,28.738,0,3.175,3.175,-3,0,Conventional,4.6,1.4,3,6.08,18.24,Cut with Feed,3.175,Face Milling
584.56,G04,X1.0000,,,,,,2.34,0.93,0,2998,1.787234043,8.319148936,2.489361702,25.68085106,31.588,28.738,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
585.49,X-31.5880,,,,,,,140.66,12.57,304.7575517,2998,15.30445151,28.09697933,11.18124006,22.08028617,-31.588,28.738,-63.176,0,63.176,-3,0,Climb,59.5,1.4,3,82.86,248.58,Cut with Feed,63.176,Face Milling
598.06,G04,X1.0000,,,,,,1.99,0.93,0,2998,1,7.936170213,2.117021277,20.64893617,-31.588,28.738,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
598.99,Y31.5880,X-30.0000,,,,,,11.13,0.95,156.4895833,2998,1,28.39583333,11.59375,20.66666667,-30,31.588,1.588,2.85,3.262551762,-3,0,Both,0,0,3,0,0,Air-Cut,3.262551762,Face Milling
599.94,G04,X1.0000,,,,,,4.65,0.92,0,2998,1,6.279569892,5,20.98924731,-30,31.588,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
600.86,X36.5740,,,,,,,52.14,13.1,304.7673532,2998,1,31.20213577,3.977116705,19.73150267,36.574,31.588,66.574,0,66.574,-3,0,Both,0,0,3,0,0,Air-Cut,66.574,Face Milling
613.96,G04,X1.0000,,,,,,3.8,0.94,0,2998,1,9.631578947,4,18.57894737,36.574,31.588,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
614.9,Z0,,,,,,,2.52,0.62,150.0793651,2998,1,7.984126984,4,37.92063492,36.574,31.588,0,0,0,0,3,,0,0,0,0,0,Air-cut in Z while retracting,3,Face Milling
615.52,G04,X1.0000,,,,,,5.22,1.26,156.0629921,2998,1,7.527559055,4.11023622,28.08661417,36.574,31.588,0,0,0,0,0,,0,0,0,0,0,Dwell,0,Face Milling
616.78,G00,Y-31.5880,X-36.5740,,,,,5.8,0.32,19219.39394,2998,1,12.03030303,17.57575758,29.03030303,-36.574,-31.588,-73.148,-63.176,96.65317832,0,0,,0,0,0,0,0,No Cut - Rapid motion,96.65317832,Face Milling
617.1,G04,X1.0000,,,,,,3.19,0.95,0,2998,1,5.895833333,3.322916667,29.79166667,-36.574,-31.588,0,0,0,0,0,,0,0,0,0,0,Dwell,0,Face Milling
618.05,Z-6.0000,,,,,,,13.12,4.68,75.85074627,2998,1,3.460554371,2.797441365,10.20682303,-36.574,-31.588,0,0,3,-6,-6,,0,0,3,71.25573925,213.7672177,Plunge with feed,3,Face Milling
622.73,G04,X1.0000,,,,,,2.84,1.25,0,2998,1.007936508,3.174603175,2.253968254,16.80952381,-36.574,-31.588,0,0,0,-6,0,,0,0,0,0,0,Dwell,0,Face Milling
623.98,X30.0000,,,,,,,223.43,52.33,75.98547956,2997.696217,22.23290027,44.38842186,4.268819259,15.6117692,30,-31.588,66.574,0,66.574,-6,0,Conventional,63.4,4.9,3,317.07,951.21,Cut with Feed,66.574,Face Milling
676.31,G04,X1.0000,,,,,,1.68,0.97,0,2998,1.367346939,5.857142857,1.714285714,26,30,-31.588,0,0,0,-6,0,,0,0,0,0,0,Dwell,0,Face Milling
677.28,Y-28.4130,X31.5880,,,,,,8.26,2.86,67.5261324,2998,15.24738676,14.18815331,2.87804878,20.09059233,31.588,-28.413,1.588,3.175,3.549981549,-6,0,Conventional,4.6,3.4,3,10.91,32.73,Cut with Feed,3.549981549,Face Milling
680.14,G04,X1.0000,,,,,,2.27,2.2,0,3634.660633,14.3800905,6.7239819,1.027149321,23.84162896,31.588,-28.413,0,0,0,-6,0,,0,0,0,0,0,Dwell,0,Face Milling
682.34,X-31.5880,,,,,,,461.35,16.5,228.9049061,4500,29.7286493,38.97698365,27.9436705,22.48697759,-31.588,-28.413,-63.176,0,63.176,-6,0,Climb,63.2,3,3,186.33,558.99,Cut with Feed,63.176,Face Milling
698.84,G04,X1.0000,,,,,,7.99,1.26,19.37795276,4500,2.377952756,11.74015748,6.291338583,27.92125984,-31.588,-28.413,0,0,0,-6,0,,0,0,0,0,0,Dwell,0,Face Milling
700.1,Y-25.2380,,,,,,,6.1,0.96,151.0927835,4500,26.12371134,18.29896907,6.288659794,20.06185567,-31.588,-25.238,0,3.175,3.175,-6,0,Climb,4.5,3.1,3,10.55,31.65,Cut with Feed,3.175,Face Milling
701.06,G04,X1.0000,,,,,,1.7,0.95,0,4500,4.9375,16.07291667,1.770833333,25.55208333,-31.588,-25.238,0,0,0,-6,0,,0,0,0,0,0,Dwell,0,Face Milling
702.01,X31.5880,,,,,,,50.6,16.47,228.8610437,4500,32.54368932,72.4526699,3.07038835,20.15958738,31.588,-25.238,63.176,0,63.176,-6,0,Conventional,63.2,3.2,3,192.65,577.95,Cut with Feed,63.176,Face Milling
718.48,G04,X1.0000,,,,,,0.32,0.97,0,4500,3.357142857,11.84693878,0.326530612,28,31.588,-25.238,0,0,0,-6,0,,0,0,0,0,0,Dwell,0,Face Milling
719.45,Y-22.0630,,,,,,,24.65,0.95,148.4583333,4500.104167,20.375,12.22916667,25.67708333,20.8125,31.588,-22.063,0,3.175,3.175,-6,0,Conventional,4.6,3.1,3,10.73,32.19,Cut with Feed,3.175,Face Milling
720.4,G04,X1.0000,,,,,,6.6,1.26,16.43307087,4502.598425,10.46456693,5.811023622,5.196850394,25.41732283,31.588,-22.063,0,0,0,-6,0,,0,0,0,0,0,Dwell,0,Face Milling
721.66,X-31.5880,,,,,,,376.68,12.5,304.756195,4500,37.94964029,39.02957634,30.11031175,23.38609113,-31.588,-22.063,-63.176,0,63.176,-6,0,Climb,63.2,3.2,3,192.47,577.41,Cut with Feed,63.176,Face Milling
734.16,G04,X1.0000,,,,,,5.83,0.92,0,4500,3.161290323,7.838709677,6.268817204,27.89247312,-31.588,-22.063,0,0,0,-6,0,,0,0,0,0,0,Dwell,0,Face Milling
735.08,Y-18.8880,,,,,,,18.02,0.62,300.1587302,4500.15873,28.34920635,93.52380952,28.6031746,26.98412698,-31.588,-18.888,0,3.175,3.175,-6,0,Climb,4.4,3.1,3,10.33,30.99,Cut with Feed,3.175,Face Milling
735.7,G04,X1.0000,,,,,,2.58,0.96,0,4503.298969,9.690721649,10.05154639,2.659793814,26.65979381,-31.588,-18.888,0,0,0,-6,0,,0,0,0,0,0,Dwell,0,Face Milling
736.66,X31.5880,,,,,,,95.62,12.62,297.2723674,4500,39.51781473,130.5265241,7.570863025,21.28424386,31.588,-18.888,63.176,0,63.176,-6,0,Conventional,63.2,3.2,3,192.87,578.61,Cut with Feed,63.176,Face Milling
749.28,G04,X1.0000,,,,,,1.58,0.93,0,4500,3.372340426,10.34042553,1.680851064,28.9893617,31.588,-18.888,0,0,0,-6,0,,0,0,0,0,0,Dwell,0,Face Milling
750.21,Y-15.7130,,,,,,,22.03,0.97,214,4503.163265,26.89795918,8.959183673,22.47959184,24.06122449,31.588,-15.713,0,3.175,3.175,-6,0,Conventional,4.5,3,3,10.49,31.47,Cut with Feed,3.175,Face Milling
751.18,G04,X1.0000,,,,,,1.38,0.93,0,4500,5.691489362,2.510638298,1.468085106,27.92553191,31.588,-15.713,0,0,0,-6,0,,0,0,0,0,0,Dwell,0,Face Milling
752.11,X-31.5880,,,,,,,480.14,9.85,380.6135903,4500,45.0030426,35.47667343,48.69574037,24.20081136,-31.588,-15.713,-63.176,0,63.176,-6,0,Climb,63.2,3.1,3,186.36,559.08,Cut with Feed,63.176,Face Milling
761.96,G04,X1.0000,,,,,,6.16,1.23,0,4500,3.467741935,12.7016129,4.967741935,28.53225806,-31.588,-15.713,0,0,0,-6,0,,0,0,0,0,0,Dwell,0,Face Milling
763.19,Y-12.5380,,,,,,,14.29,0.62,374.952381,4500,38.01587302,79.82539683,22.68253968,26.50793651,-31.588,-12.538,0,3.175,3.175,-6,0,Climb,4.5,3.1,3,10.55,31.65,Cut with Feed,3.175,Face Milling
763.81,G04,X1.0000,,,,,,2.56,0.96,0,4500,6.072164948,11.95876289,2.639175258,27.03092784,-31.588,-12.538,0,0,0,-6,0,,0,0,0,0,0,Dwell,0,Face Milling
764.77,X31.5880,,,,,,,116.16,9.96,380.6178536,4500.310933,47.03009027,87.51354062,11.65095286,18.66599799,31.588,-12.538,63.176,0,63.176,-6,0,Conventional,63.2,3.2,3,192.65,577.95,Cut with Feed,63.176,Face Milling
