Timestamp (s),Code,Code,Code,Code,Code,Code,Code,Energy (J),Duration (s),Feed rate (mm/min),Spindle speed (RPM),Spindle Load,X Load,Y Load,Z Load,X (mm),Y (mm),dX (code) (mm),dY (code) (mm),Length of Cut XY (code) (mm),Z (mm),dZ (mm),Cutting Strategy,IdX (mm),IdY (mm),Depth of Cut(mm),Area of Cut (mm^2),Volume of Cut (mm^3),Cut / No Cut,Length of Cut XYZ (code) (mm),Operation
188.48,G04,X1.0000,,,,,,5.52,0.91,0,1499,4,3.304347826,6,25,-25.238,31.588,0,0,0,-1,0,,0,0,,0,0,Dwell,0,Face Milling
189.39,X-22.0630,,,,,,,15.26,2.68,72.3866171,1500.040892,6.669144981,28.17843866,5.672862454,25.65427509,-22.063,31.588,3.175,0,3.175,-1,0,Climb,3.1,4.5,1,10.42,10.42,Cut with Feed,3.175,Face Milling
192.07,G04,X1.0000,,,,,,6.67,0.89,0,1499,4.044444444,8.344444444,7.411111111,22,-22.063,31.588,0,0,0,-1,0,,0,0,,0,0,Dwell,0,Face Milling
192.96,Y-31.5880,,,,,,,454.15,37.35,101.9726981,1502.6697,12.0385439,10.84448608,12.15604925,24.44031049,-22.063,-31.588,0,-63.176,63.176,-1,0,Conventional,3.2,63.2,1,192.78,192.78,Cut with Feed,63.176,Face Milling
230.31,G04,X1.0000,,,,,,6.8,0.92,0,1499,4,4.76344086,7.311827957,24.68817204,-22.063,-31.588,0,0,0,-1,0,,0,0,,0,0,Dwell,0,Face Milling
231.23,X-18.8880,,,,,,,15.46,2.16,86.24423963,1500.382488,11.38709677,40.28110599,7.124423963,19.73732719,-18.888,-31.588,3.175,0,3.175,-1,0,Conventional,3.1,4.4,1,10.33,10.33,Cut with Feed,3.175,Face Milling
233.39,G04,X1.0000,,,,,,3.96,0.89,0,1499,4.422222222,4.811111111,4.4,26.63333333,-18.888,-31.588,0,0,0,-1,0,,0,0,,0,0,Dwell,0,Face Milling
234.28,Y31.5880,,,,,,,380.05,37.41,101.9727418,1502.856227,12.67049706,14.33511491,10.15633351,18.87760556,-18.888,31.588,0,63.176,63.176,-1,0,Climb,3.2,63.2,1,192.87,192.87,Cut with Feed,63.176,Face Milling
271.69,G04,X1.0000,,,,,,6.13,0.91,0,1499,4,1.010869565,6.663043478,28,-18.888,31.588,0,0,0,-1,0,,0,0,,0,0,Dwell,0,Face Milling
272.6,X-15.7130,,,,,,,10.42,2.13,89.73364486,1499,9.864485981,27.98598131,4.869158879,23.38785047,-15.713,31.588,3.175,0,3.175,-1,0,Climb,3,4.4,1,10.19,10.19,Cut with Feed,3.175,Face Milling
274.73,G04,X1.0000,,,,,,6.9,0.89,0,1499,4.4,4.688888889,7.666666667,22.33333333,-15.713,31.588,0,0,0,-1,0,,0,0,,0,0,Dwell,0,Face Milling
275.62,Y-31.5880,,,,,,,378.95,29.97,126.8615744,1502.822548,13.41994663,7.396264176,12.6400934,24.07204803,-15.713,-31.588,0,-63.176,63.176,-1,0,Conventional,3.1,63.2,1,186.66,186.66,Cut with Feed,63.176,Face Milling
305.59,G04,X1.0000,,,,,,9.04,1.2,0,1499,4.049586777,1.371900826,7.47107438,22.74380165,-15.713,-31.588,0,0,0,-1,0,,0,0,,0,0,Dwell,0,Face Milling
306.79,X-12.5380,,,,,,,9.36,1.5,126.1589404,1501.05298,14.15231788,25.52980132,6.198675497,18.22516556,-12.538,-31.588,3.175,0,3.175,-1,0,Conventional,3.1,4.5,1,10.55,10.55,Cut with Feed,3.175,Face Milling
308.29,G04,X1.0000,,,,,,3.96,0.89,0,1499,4.411111111,4.722222222,4.4,26.63333333,-12.538,-31.588,0,0,0,-1,0,,0,0,,0,0,Dwell,0,Face Milling
309.18,Y31.5880,,,,,,,304.01,30.14,126.1419569,1503.056385,13.62089552,12.94593698,10.08325041,18.27230514,-12.538,31.588,0,63.176,63.176,-1,0,Climb,3.2,63.2,1,192.65,192.65,Cut with Feed,63.176,Face Milling
339.32,G04,X1.0000,,,,,,5.78,0.9,0,1499,4.021978022,3.32967033,6.351648352,26.98901099,-12.538,31.588,0,0,0,-1,0,,0,0,,0,0,Dwell,0,Face Milling
340.22,X-9.3630,,,,,,,8.59,1.52,126.1699346,1499.065359,10.58823529,33.44444444,5.614379085,23.58823529,-9.363,31.588,3.175,0,3.175,-1,0,Climb,3.1,4.5,1,10.42,10.42,Cut with Feed,3.175,Face Milling
341.74,G04,X1.0000,,,,,,8.49,1.2,0,1501.396694,5.033057851,5.247933884,7.016528926,21.24793388,-9.363,31.588,0,0,0,-1,0,,0,0,,0,0,Dwell,0,Face Milling
342.94,Y-31.5880,,,,,,,333.18,24.79,151.9387097,1503.21371,14.63145161,8.135483871,13.43467742,24.75927419,-9.363,-31.588,0,-63.176,63.176,-1,0,Conventional,3.2,63.2,1,192.78,192.78,Cut with Feed,63.176,Face Milling
367.73,G04,X1.0000,,,,,,8.93,1.18,0,1499,4.050420168,1.571428571,7.504201681,23.23529412,-9.363,-31.588,0,0,0,-1,0,,0,0,,0,0,Dwell,0,Face Milling
368.91,X-6.1880,,,,,,,10.41,1.22,150.7642276,1501.520325,14.69918699,40.39837398,8.463414634,18.75609756,-6.188,-31.588,3.175,0,3.175,-1,0,Conventional,3.1,4.4,1,10.33,10.33,Cut with Feed,3.175,Face Milling
370.13,G04,X1.0000,,,,,,3.52,0.92,0,1502.333333,4.731182796,3.35483871,3.784946237,26.32258065,-6.188,-31.588,0,0,0,-1,0,,0,0,,0,0,Dwell,0,Face Milling
371.05,Y31.5880,,,,,,,285.97,25.16,150.1279301,1502.567739,14.66547477,13.8537942,11.36154152,18.76638856,-6.188,31.588,0,63.176,63.176,-1,0,Climb,3.2,63.2,1,192.87,192.87,Cut with Feed,63.176,Face Milling
396.21,G04,X1.0000,,,,,,6.22,0.88,0,1499,4.011235955,0.101123596,6.988764045,26.66292135,-6.188,31.588,0,0,0,-1,0,,0,0,,0,0,Dwell,0,Face Milling
397.09,X-3.0130,,,,,,,8.64,1.48,150.9798658,1502.825503,10.69798658,29.93959732,5.798657718,25.3557047,-3.013,31.588,3.175,0,3.175,-1,0,Climb,3,4.4,1,10.19,10.19,Cut with Feed,3.175,Face Milling
398.57,G04,X1.0000,,,,,,14.29,1.78,0,2186.642458,13.93854749,7.664804469,7.983240223,22.33519553,-3.013,31.588,0,0,0,-1,0,,0,0,,0,0,Dwell,0,Face Milling
400.35,Y-31.5880,,,,,,,325.63,25.22,150.0721363,2998,11.0673801,7.577487119,12.90646056,25.05073325,-3.013,-31.588,0,-63.176,63.176,-1,0,Conventional,3.1,63.2,1,186.66,186.66,Cut with Feed,63.176,Face Milling
425.57,G04,X1.0000,,,,,,6.58,0.89,0,2998,4.033333333,2.455555556,7.311111111,23.73333333,-3.013,-31.588,0,0,0,-1,0,,0,0,,0,0,Dwell,0,Face Milling
426.46,X0.1630,,,,,,,9.81,1.22,151.0813008,2998,10.45528455,33.58536585,7.975609756,20.56097561,0.163,-31.588,3.176,0,3.176,-1,0,Conventional,3.1,4.5,1,10.55,10.55,Cut with Feed,3.176,Face Milling
427.68,G04,X1.0000,,,,,,6.75,1.21,10.51639344,2998,5.508196721,6.221311475,5.532786885,27.04098361,0.163,-31.588,0,0,0,-1,0,,0,0,,0,0,Dwell,0,Face Milling
428.89,Y31.5880,,,,,,,276.12,25.03,151.9392971,2998,11.59624601,10.54472843,11.02715655,20.5563099,0.163,31.588,0,63.176,63.176,-1,0,Climb,3.2,63.2,1,192.65,192.65,Cut with Feed,63.176,Face Milling
453.92,G04,X1.0000,,,,,,6.35,0.9,0,2998,3.021978022,2.263736264,6.978021978,25.67032967,0.163,31.588,0,0,0,-1,0,,0,0,,0,0,Dwell,0,Face Milling
454.82,X3.3380,,,,,,,9.76,1.2,150.8760331,2998,7.966942149,25.72727273,8.066115702,24.75206612,3.338,31.588,3.175,0,3.175,-1,0,Climb,3.1,4.5,1,10.42,10.42,Cut with Feed,3.175,Face Milling
456.02,G04,X1.0000,,,,,,9,1.2,5.644628099,2998,3.05785124,10.02479339,7.438016529,23.00826446,3.338,31.588,0,0,0,-1,0,,0,0,,0,0,Dwell,0,Face Milling
457.22,Y-31.5880,,,,,,,253.39,18.74,202.8917333,2998,11.23466667,10.5632,13.51413333,24.63733333,3.338,-31.588,0,-63.176,63.176,-1,0,Conventional,3.2,63.2,1,192.78,192.78,Cut with Feed,63.176,Face Milling
475.96,G04,X1.0000,,,,,,5.87,0.87,0,2998,2.022727273,2.102272727,6.670454545,25.29545455,3.338,-31.588,0,0,0,-1,0,,0,0,,0,0,Dwell,0,Face Milling
476.83,X6.5130,,,,,,,7.34,1.16,187.3846154,2998,9.230769231,36.95726496,6.273504274,19.83760684,6.513,-31.588,3.175,0,3.175,-1,0,Conventional,3.1,4.4,1,10.33,10.33,Cut with Feed,3.175,Face Milling
477.99,G04,X1.0000,,,,,,3.69,0.89,0,2997.888889,2.077777778,5.788888889,4.1,28.01111111,6.513,-31.588,0,0,0,-1,0,,0,0,,0,0,Dwell,0,Face Milling
478.88,Y31.5880,,,,,,,220.23,18.72,200.6465563,2997.845168,11.4709023,13.73198078,11.75814202,21.20074746,6.513,31.588,0,63.176,63.176,-1,0,Climb,3.2,63.2,1,192.87,192.87,Cut with Feed,63.176,Face Milling
497.6,G04,X1.0000,,,,,,9.69,1.21,0,2998,2.032786885,2.221311475,7.942622951,29.93442623,6.513,31.588,0,0,0,-1,0,,0,0,,0,0,Dwell,0,Face Milling
498.81,X9.6880,,,,,,,8.03,0.92,200.8172043,2998,9.215053763,36.51612903,8.634408602,21.35483871,9.688,31.588,3.175,0,3.175,-1,0,Climb,3.1,4.4,1,10.2,10.2,Cut with Feed,3.175,Face Milling
499.73,G04,X1.0000,,,,,,7.53,0.88,0,2997.88764,2.382022472,5.370786517,8.460674157,20.64044944,9.688,31.588,0,0,0,-1,0,,0,0,,0,0,Dwell,0,Face Milling
500.61,Y-31.5880,,,,,,,224.25,15.25,247.2418087,2997.790301,12.34796855,10.28309305,14.69528178,23.55504587,9.688,-31.588,0,-63.176,63.176,-1,0,Conventional,3.2,63.2,1,192.98,192.98,Cut with Feed,63.176,Face Milling
515.86,G04,X1.0000,,,,,,6.31,0.89,0,2998,2.055555556,0.622222222,7.011111111,25.63333333,9.688,-31.588,0,0,0,-1,0,,0,0,,0,0,Dwell,0,Face Milling
516.75,X12.8630,,,,,,,7.33,0.91,251.2391304,2998,10.92391304,39.70652174,7.967391304,19.35869565,12.863,-31.588,3.175,0,3.175,-1,0,Conventional,3,4.4,1,10.09,10.09,Cut with Feed,3.175,Face Milling
517.66,G04,X1.0000,,,,,,3.42,0.89,0,2997.888889,2.411111111,3.911111111,3.8,27.65555556,12.863,-31.588,0,0,0,-1,0,,0,0,,0,0,Dwell,0,Face Milling
518.55,Y31.5880,,,,,,,178.62,15.11,253.4867725,2997.808201,12.55291005,14.6005291,11.81349206,21.18783069,12.863,31.588,0,63.176,63.176,-1,0,Climb,3.2,63.2,1,186.77,186.77,Cut with Feed,63.176,Face Milling
533.66,G04,X1.0000,,,,,,6.59,0.89,0,2998,1.333333333,4.122222222,7.322222222,26.98888889,12.863,31.588,0,0,0,-1,0,,0,0,,0,0,Dwell,0,Face Milling
534.55,X16.0380,,,,,,,8.6,0.89,166.5111111,2998,8.233333333,36.64444444,9.555555556,25.94444444,16.038,31.588,3.175,0,3.175,-1,0,Climb,3.1,4.5,1,10.42,10.42,Cut with Feed,3.175,Face Milling
535.44,G04,X1.0000,,,,,,7.12,0.88,0,2998,2.674157303,5.314606742,8,19.69662921,16.038,31.588,0,0,0,-1,0,,0,0,,0,0,Dwell,0,Face Milling
536.32,F304.8,,,,,,,2.62,0.29,10.16666667,2998,2.333333333,4.3,8.733333333,20.2,16.038,31.588,0,0,0,-1,0,,0,0,,0,0,,0,Face Milling
536.61,Y-31.5880,,,,,,,187.74,12.56,302.1797932,2998,13.46857597,9.965791567,14.93556086,24.95147176,16.038,-31.588,0,-63.176,63.176,-1,0,Conventional,6.4,63.2,1,192.79,192.79,Cut with Feed,63.176,Face Milling
549.17,G04,X1.0000,,,,,,6.42,0.9,0,2998,2.076923077,1.483516484,7.054945055,26.61538462,16.038,-31.588,0,0,0,-1,0,,0,0,,0,0,Dwell,0,Face Milling
550.07,X19.2130,,,,,,,6.78,0.61,300.0806452,2998,11.75806452,72,10.93548387,23.12903226,19.213,-31.588,3.175,0,3.175,-1,0,Conventional,3.1,4.4,1,10.33,10.33,Cut with Feed,3.175,Face Milling
550.68,G04,X1.0000,,,,,,4.81,1.19,0,2998,3.091666667,4.316666667,4.008333333,27.93333333,19.213,-31.588,0,0,0,-1,0,,0,0,,0,0,Dwell,0,Face Milling
551.87,Y31.5880,,,,,,,157.63,12.29,304.7520325,2998,13.74065041,13.14471545,12.81544715,20.51138211,19.213,31.588,0,63.176,63.176,-1,0,Climb,3.2,63.2,1,192.87,192.87,Cut with Feed,63.176,Face Milling
564.16,G04,X1.0000,,,,,,10.51,1.19,0,2998,1.3,4.508333333,8.758333333,25.475,19.213,31.588,0,0,0,-1,0,,0,0,,0,0,Dwell,0,Face Milling
565.35,X22.3880,,,,,,,3.33,0.62,300.1587302,2998,10.11111111,28.11111111,5.285714286,25.61904762,22.388,31.588,3.175,0,3.175,-1,0,Climb,3.1,4.4,1,10.2,10.2,Cut with Feed,3.175,Face Milling
565.97,G04,X1.0000,,,,,,9.6,1.2,0,2998,2.834710744,8.710743802,7.933884298,19.55371901,22.388,31.588,0,0,0,-1,0,,0,0,,0,0,Dwell,0,Face Milling
567.17,Y-31.5880,,,,,,,194.95,12.36,304.7534357,2998,13.9676637,10.7938561,15.75990299,25.01859337,22.388,-31.588,0,-63.176,63.176,-1,0,Conventional,3.2,63.2,1,192.98,192.98,Cut with Feed,63.176,Face Milling
579.53,G04,X1.0000,,,,,,7.27,0.9,0,2998,1.32967033,0.318681319,7.989010989,21.3956044,22.388,-31.588,0,0,0,-1,0,,0,0,,0,0,Dwell,0,Face Milling
580.43,X25.5630,,,,,,,3.65,0.91,202.2282609,2998,9.663043478,38.51086957,3.967391304,21.70652174,25.563,-31.588,3.175,0,3.175,-1,0,Conventional,3,4.4,1,10.09,10.09,Cut with Feed,3.175,Face Milling
581.34,G04,X1.0000,,,,,,3.8,0.92,0,2997.892473,2.440860215,5.365591398,4.086021505,28.60215054,25.563,-31.588,0,0,0,-1,0,,0,0,,0,0,Dwell,0,Face Milling
582.26,Y31.5880,,,,,,,170.63,12.49,300.7192,2997.768,14.1864,15.2784,13.6504,20.024,25.563,31.588,0,63.176,63.176,-1,0,Climb,3.2,63.2,1,186.77,186.77,Cut with Feed,63.176,Face Milling
594.75,G04,X1.0000,,,,,,10.59,1.24,0,2998,1.056,4.704,8.472,26.984,25.563,31.588,0,0,0,-1,0,,0,0,,0,0,Dwell,0,Face Milling
595.99,X28.7380,,,,,,,3.95,0.59,299.9166667,2998,6.9,28.18333333,6.583333333,26.01666667,28.738,31.588,3.175,0,3.175,-1,0,Climb,1.4,4.5,1,5.94,5.94,Cut with Feed,3.175,Face Milling
596.58,G04,X1.0000,,,,,,7.43,0.87,0,2998,2.022727273,6.977272727,8.443181818,25.32954545,28.738,31.588,0,0,0,-1,0,,0,0,,0,0,Dwell,0,Face Milling
597.45,Y-31.5880,,,,,,,167.68,12.51,297.5183706,2998,6.545527157,4.666134185,13.39297125,26.52476038,28.738,-31.588,0,-63.176,63.176,-1,0,Conventional,4.6,59.6,1,83.01,83.01,Cut with Feed,63.176,Face Milling
609.96,G04,X1.0000,,,,,,10.09,1.17,24.95762712,2998,1,5.923728814,8.550847458,20.24576271,28.738,-31.588,0,0,0,-1,0,,0,0,,0,0,Dwell,0,Face Milling
611.13,X31.5880,Y-30.0000,,,,,,6.76,0.58,299.8305085,2998,1,27.3220339,11.45762712,21.01694915,31.588,-30,2.85,1.588,3.262551762,-1,0,Conventional,0,0,1,0,0,Air-Cut,3.262551762,Face Milling
611.71,G04,X1.0000,,,,,,4.19,1.23,0,2998,1,9,3.379032258,22.26612903,31.588,-30,0,0,0,-1,0,,0,0,,0,0,Dwell,0,Face Milling
612.94,Y36.5740,,,,,,,177.23,13.03,304.7661043,2998,1,9.411042945,13.59125767,22.99923313,31.588,36.574,0,66.574,66.574,-1,0,,0,0,0,0,0,Air-Cut,66.574,Face Milling
625.97,G04,X1.0000,,,,,,10.04,1.17,0,2998,1,9.508474576,8.508474576,23.06779661,31.588,36.574,0,0,0,-1,0,,0,0,,0,0,Dwell,0,Face Milling
627.14,Z0,,,,,,,2.31,0.28,294.4827586,2998,1,10,7.965517241,30.96551724,31.588,36.574,0,0,0,0,1,,0,0,0,0,0,Air-cut in Z while retracting,1,Face Milling
627.42,G04,X1.0000,,,,,,7.2,0.92,213.1182796,2998,1,10.34408602,7.741935484,28.67741935,31.588,36.574,0,0,0,0,0,,0,0,,0,0,Dwell,0,Face Milling
628.34,G00,X-31.5880,Y-36.5740,,,,,14.37,0.31,19200.625,2998,1,100.34375,44.90625,29.0625,-31.588,-36.574,-63.176,-73.148,96.65317832,0,0,,0,0,0,0,0,No Cut - Rapid motion,96.65317832,Face Milling
628.65,G04,X1.0000,,,,,,5.94,1.17,0,2998,1,8.296610169,5.033898305,30.83050847,-31.588,-36.574,0,0,0,0,0,,0,0,,0,0,Dwell,0,Face Milling
629.82,Z-2.0000,,,,,,,3.92,1.5,75.49668874,2998,1.198675497,3.609271523,2.59602649,11.41059603,-31.588,-36.574,0,0,1,-2,-2,,0,0,0,71.25573925,0,Air-Cut in Z while plunging,1,Face Milling
631.32,G04,X1.0000,,,,,,2.76,1.19,0,2998,1.025,4.175,2.3,19.24166667,-31.588,-36.574,0,0,0,-2,0,,0,0,,0,0,Dwell,0,Face Milling
632.51,Y30.0000,,,,,,,519.82,52.32,75.98547678,2998,11.65927766,4.759411427,9.933498949,19.28262947,-31.588,30,0,66.574,66.574,-2,0,Climb,4.9,63.4,1,317.07,317.07,Cut with Feed,66.574,Face Milling
684.83,G04,X1.0000,,,,,,8.1,1.23,0,2998,1.532258065,14.81451613,6.532258065,25.49193548,-31.588,30,0,0,0,-2,0,,0,0,,0,0,Dwell,0,Face Milling
686.06,X-28.4130,Y31.5880,,,,,,31.33,2.78,75.72759857,2998,8.100358423,25.32258065,11.22939068,21.44802867,-28.413,31.588,3.175,1.588,3.549981549,-2,0,Climb,3.4,4.6,1,10.65,10.65,Cut with Feed,3.549981549,Face Milling
688.84,G04,X1.0000,,,,,,17.78,2.09,0,3738.4,19.5047619,7.452380952,8.466666667,24.56666667,-28.413,31.588,0,0,0,-2,0,,0,0,,0,0,Dwell,0,Face Milling
690.93,Y-31.5880,,,,,,,232.16,16.5,228.8612962,4500,13.49364022,9.972743792,14.06178074,23.8316172,-28.413,-31.588,0,-63.176,63.176,-2,0,Conventional,3,63.2,1,186.59,186.59,Cut with Feed,63.176,Face Milling
707.43,G04,X1.0000,,,,,,9.59,1.19,0,4500,2.066666667,1.566666667,7.991666667,23.74166667,-28.413,-31.588,0,0,0,-2,0,,0,0,,0,0,Dwell,0,Face Milling
708.62,X-25.2380,,,,,,,7.5,0.9,226.4835165,4500,12.6043956,55.93406593,8.241758242,21.37362637,-25.238,-31.588,3.175,0,3.175,-2,0,Conventional,3.1,4.5,1,10.55,10.55,Cut with Feed,3.175,Face Milling
709.52,G04,X1.0000,,,,,,4.14,0.92,0,4500,2.430107527,5.290322581,4.451612903,28.94623656,-25.238,-31.588,0,0,0,-2,0,,0,0,,0,0,Dwell,0,Face Milling
710.44,Y31.5880,,,,,,,205.8,16.69,228.8628743,4500,13.94790419,12.60538922,12.32335329,21.89041916,-25.238,31.588,0,63.176,63.176,-2,0,Climb,3.2,63.2,1,192.65,192.65,Cut with Feed,63.176,Face Milling
727.13,G04,X1.0000,,,,,,6.3,0.89,0,4500,3.011111111,6.4,7,28.01111111,-25.238,31.588,0,0,0,-2,0,,0,0,,0,0,Dwell,0,Face Milling
728.02,X-22.0630,,,,,,,8.08,1.17,126.9576271,4502.372881,9.406779661,33.88983051,6.847457627,23.76271186,-22.063,31.588,3.175,0,3.175,-2,0,Climb,3.1,4.5,1,10.42,10.42,Cut with Feed,3.175,Face Milling
729.19,G04,X1.0000,,,,,,6.27,0.89,0,4500,3.777777778,6.711111111,6.966666667,20.02222222,-22.063,31.588,0,0,0,-2,0,,0,0,,0,0,Dwell,0,Face Milling
730.08,Y-31.5880,,,,,,,210.09,12.58,304.7577442,4500,16.31453535,10.38999206,16.68705322,23.09054805,-22.063,-31.588,0,-63.176,63.176,-2,0,Conventional,3.2,63.2,1,192.78,192.78,Cut with Feed,63.176,Face Milling
742.66,G04,X1.0000,,,,,,7.27,0.9,0,4500,3.076923077,1.626373626,7.989010989,23.36263736,-22.063,-31.588,0,0,0,-2,0,,0,0,,0,0,Dwell,0,Face Milling
743.56,X-18.8880,,,,,,,3.18,0.63,300.609375,4500.15625,13.015625,19.765625,4.96875,24.4375,-18.888,-31.588,3.175,0,3.175,-2,0,Conventional,3.1,4.4,1,10.33,10.33,Cut with Feed,3.175,Face Milling
744.19,G04,X1.0000,,,,,,5.23,1.21,8.598360656,4502.540984,5.868852459,7.827868852,4.286885246,27.40983607,-18.888,-31.588,0,0,0,-2,0,,0,0,,0,0,Dwell,0,Face Milling
745.4,Y31.5880,,,,,,,164.7,12.59,297.7380952,4500,15.40952381,13.2484127,13.07142857,22.32698413,-18.888,31.588,0,63.176,63.176,-2,0,Climb,3.2,63.2,1,192.87,192.87,Cut with Feed,63.176,Face Milling
757.99,G04,X1.0000,,,,,,6.77,0.91,0,4500,3.076086957,6.27173913,7.358695652,29.29347826,-18.888,31.588,0,0,0,-2,0,,0,0,,0,0,Dwell,0,Face Milling
758.9,X-15.7130,,,,,,,12.25,0.59,299.9166667,4500,12.43333333,29.68333333,20.41666667,24.43333333,-15.713,31.588,3.175,0,3.175,-2,0,Climb,3,4.4,1,10.19,10.19,Cut with Feed,3.175,Face Milling
759.49,G04,X1.0000,,,,,,8.48,1.22,0,4500,4.609756098,6.731707317,6.894308943,21.25203252,-15.713,31.588,0,0,0,-2,0,,0,0,,0,0,Dwell,0,Face Milling
760.71,Y-31.5880,,,,,,,160.6,9.98,380.6186186,4500,18.04404404,7.873873874,16.07607608,23.33333333,-15.713,-31.588,0,-63.176,63.176,-2,0,Conventional,3.1,63.2,1,186.66,186.66,Cut with Feed,63.176,Face Milling
770.69,G04,X1.0000,,,,,,6.62,0.89,0,4500,3.055555556,1.355555556,7.355555556,23.66666667,-15.713,-31.588,0,0,0,-2,0,,0,0,,0,0,Dwell,0,Face Milling
771.58,X-12.5380,,,,,,,3.45,0.62,374.952381,4500,13.38095238,17.79365079,5.476190476,23.55555556,-12.538,-31.588,3.175,0,3.175,-2,0,Conventional,3.1,4.5,1,10.55,10.55,Cut with Feed,3.175,Face Milling
772.2,G04,X1.0000,,,,,,3.3,0.92,0,4500,4.397849462,5.419354839,3.548387097,28.6344086,-12.538,-31.588,0,0,0,-2,0,,0,0,,0,0,Dwell,0,Face Milling
773.12,Y31.5880,,,,,,,145.48,10.16,369.3864307,4500,16.78367748,13.34709931,14.30481809,21.99016716,-12.538,31.588,0,63.176,63.176,-2,0,Climb,3.2,63.2,1,192.65,192.65,Cut with Feed,63.176,Face Milling
783.28,G04,X1.0000,,,,,,6.91,0.89,0,4500,3.011111111,7.033333333,7.677777778,29.66666667,-12.538,31.588,0,0,0,-2,0,,0,0,,0,0,Dwell,0,Face Milling
