Timestamp (s),Code,Code,Code,Code,Code,Code,Code,Energy (J),Duration (s),Feed rate (mm/min),Spindle speed (RPM),Spindle Load,X Load,Y Load,Z Load,X (mm),Y (mm),dX (code) (mm),dY (code) (mm),Length of Cut XY (code) (mm),Z (mm),dZ (mm),Cutting Strategy,IdX (mm),IdY (mm),Depth of Cut(mm),Area of Cut (mm^2),Volume of Cut (mm^3),Cut / No Cut,Length of Cut XYZ (code) (mm),Modal G-Code
16.48,G04,X1.0000,,,,,,2.84,1.25,0,1499,3,9.349206349,2.253968254,17.03968254,-36.574,-31.588,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
17.73,X30.0000,,,,,,,214.92,65.47,60.99068418,1503.682346,13.30956017,29.38439218,3.28222358,18.21029322,30,-31.588,66.574,0,66.574,-1.5,0,Conventional,63.4,4.9,1.5,317.07,475.605,Cut with Feed,66.574,Face Milling
83.2,G04,X1.0000,,,,,,1.96,0.94,0,1499,2.021052632,2.852631579,2.063157895,24.33684211,30,-31.588,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
84.14,Y-28.4130,X31.5880,,,,,,30.98,3.61,55.43922652,1503.447514,9.997237569,30.20441989,8.55801105,18.87292818,31.588,-28.413,1.588,3.175,3.549981549,-1.5,0,Conventional,4.6,3.4,1.5,10.91,16.365,Cut with Feed,3.549981549,Face Milling
87.75,G04,X1.0000,,,,,,2.22,0.94,0,1502.368421,3.010526316,4.705263158,2.336842105,24.65263158,31.588,-28.413,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
88.69,X-31.5880,,,,,,,107.93,62.28,60.68662707,1503.448547,11.48049446,27.08749398,1.732701878,17.60667844,-31.588,-28.413,-63.176,0,63.176,-1.5,0,Climb,63.2,3,1.5,186.33,279.495,Cut with Feed,63.176,Face Milling
150.97,G04,X1.0000,,,,,,3.86,1.26,0,1499,1.023622047,10.96062992,3.039370079,21.73228346,-31.588,-28.413,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
152.23,Y-25.2380,,,,,,,16.65,3.01,60.79801325,1503.437086,9.450331126,9.251655629,5.513245033,14.11589404,-31.588,-25.238,0,3.175,3.175,-1.5,0,Climb,4.5,3.1,1.5,10.55,15.825,Cut with Feed,3.175,Face Milling
155.24,G04,X1.0000,,,,,,1.98,0.98,0,1502.333333,3.686868687,16.23232323,2,20.98989899,-31.588,-25.238,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
156.22,X31.5880,,,,,,,28.16,62.53,60.49584266,1503.002239,10.37112248,30.48992645,0.450271826,14.14982411,31.588,-25.238,63.176,0,63.176,-1.5,0,Conventional,63.2,3.2,1.5,192.65,288.975,Cut with Feed,63.176,Face Milling
218.75,G04,X1.0000,,,,,,0.42,0.98,0,1499,1.04040404,5.98989899,0.424242424,23.64646465,31.588,-25.238,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
219.73,Y-22.0630,,,,,,,20.95,3.07,60.80194805,1501.37013,10.82142857,9.12012987,6.801948052,16.21428571,31.588,-22.063,0,3.175,3.175,-1.5,0,Conventional,4.6,3.1,1.5,10.73,16.095,Cut with Feed,3.175,Face Milling
222.8,G04,X1.0000,,,,,,1.27,0.94,0,1502.368421,3.357894737,2.810526316,1.336842105,21.97894737,31.588,-22.063,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
223.74,X-31.5880,,,,,,,134.92,46.75,80.44568007,1503.499572,13.81608212,29.16809239,2.885372113,17.14692044,-31.588,-22.063,-63.176,0,63.176,-1.5,0,Climb,63.2,3.2,1.5,192.47,288.705,Cut with Feed,63.176,Face Milling
270.49,G04,X1.0000,,,,,,2.69,0.97,0,1499,1.010204082,9.989795918,2.744897959,15.68367347,-31.588,-22.063,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
271.46,Y-18.8880,,,,,,,35.44,2.64,70.30188679,1501.603774,10.57735849,13.98113208,13.37358491,11.45660377,-31.588,-18.888,0,3.175,3.175,-1.5,0,Climb,4.4,3.1,1.5,10.33,15.495,Cut with Feed,3.175,Face Milling
274.1,G04,X1.0000,,,,,,1.91,0.95,0,1499.104167,2.083333333,18.96875,1.989583333,24.25,-31.588,-18.888,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
275.05,X31.5880,,,,,,,42.15,46.78,80.92968583,1503.191066,12.17952554,33.02479162,0.900833511,14.23167343,31.588,-18.888,63.176,0,63.176,-1.5,0,Conventional,63.2,3.2,1.5,192.87,289.305,Cut with Feed,63.176,Face Milling
321.83,G04,X1.0000,,,,,,0.01,0.95,0,1499,1.041666667,6.270833333,0.010416667,24.30208333,31.588,-18.888,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
322.78,Y-15.7130,,,,,,,7.87,2.33,80.65384615,1503.230769,12.80769231,4.397435897,3.363247863,16.23076923,31.588,-15.713,0,3.175,3.175,-1.5,0,Conventional,4.5,3,1.5,10.49,15.735,Cut with Feed,3.175,Face Milling
325.11,G04,X1.0000,,,,,,1.99,0.95,0,1502.229167,3.010416667,1.979166667,2.072916667,23.69791667,31.588,-15.713,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
326.06,X-31.5880,,,,,,,63.9,37.52,101.0759392,1504.739408,15.21769251,27.69757527,1.70263789,15.19184652,-31.588,-15.713,-63.176,0,63.176,-1.5,0,Climb,63.2,3.1,1.5,186.36,279.54,Cut with Feed,63.176,Face Milling
363.58,G04,X1.0000,,,,,,2.98,0.97,0,1499,1.020408163,9.367346939,3.040816327,21.33673469,-31.588,-15.713,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
364.55,Y-12.5380,,,,,,,6.21,1.98,101.4874372,1502.417085,11.31658291,8.346733668,3.120603015,13.16582915,-31.588,-12.538,0,3.175,3.175,-1.5,0,Climb,4.5,3.1,1.5,10.55,15.825,Cut with Feed,3.175,Face Milling
366.53,G04,X1.0000,,,,,,1.96,0.96,0,1502.71134,3.556701031,18.71134021,2.020618557,23.34020619,-31.588,-12.538,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
367.49,X31.5880,,,,,,,51.68,37.51,101.2691898,1501.950426,13.93736674,33.2380064,1.377398721,13.91257996,31.588,-12.538,63.176,0,63.176,-1.5,0,Conventional,63.2,3.2,1.5,192.65,288.975,Cut with Feed,63.176,Face Milling
405,G04,X1.0000,,,,,,1.06,0.97,0,1499,1.040816327,7.397959184,1.081632653,23.64285714,31.588,-12.538,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
405.97,Y-9.3630,,,,,,,22.15,1.97,101.4848485,1507.232323,13.75252525,11.43939394,11.18686869,16.25252525,31.588,-9.363,0,3.175,3.175,-1.5,0,Conventional,4.6,3.1,1.5,10.73,16.095,Cut with Feed,3.175,Face Milling
407.94,G04,X1.0000,,,,,,0.99,0.97,0,1502.367347,3.43877551,3.346938776,1.010204082,23.64285714,31.588,-9.363,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
408.91,X-31.5880,,,,,,,59.42,31.28,121.3566635,1502.646532,16.58740812,27.16842442,1.899009268,17.39181847,-31.588,-9.363,-63.176,0,63.176,-1.5,0,Climb,63.2,3.2,1.5,192.47,288.705,Cut with Feed,63.176,Face Milling
440.19,G04,X1.0000,,,,,,2.66,0.97,0,1499,1.040816327,7.306122449,2.714285714,23.66326531,-31.588,-9.363,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
441.16,Y-6.1880,,,,,,,20.27,1.7,121.2865497,1505.081871,12.39766082,8.666666667,11.85380117,14.36842105,-31.588,-6.188,0,3.175,3.175,-1.5,0,Climb,4.4,3.1,1.5,10.33,15.495,Cut with Feed,3.175,Face Milling
442.86,G04,X1.0000,,,,,,2.87,0.95,0,1502.4375,2.427083333,17.91666667,2.989583333,24.60416667,-31.588,-6.188,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
443.81,X31.5880,,,,,,,57.7,31.16,121.9608598,1502.439204,15.65255053,33.3509785,1.851138916,14.21880013,31.588,-6.188,63.176,0,63.176,-1.5,0,Conventional,63.2,3.2,1.5,192.87,289.305,Cut with Feed,63.176,Face Milling
474.97,G04,X1.0000,,,,,,2.29,0.97,0,1499,1.020408163,8.724489796,2.336734694,23.97959184,31.588,-6.188,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
475.94,Y-3.0130,,,,,,,23.99,1.64,100.8969697,1503.242424,13.59393939,13.83030303,14.53939394,17.12121212,31.588,-3.013,0,3.175,3.175,-1.5,0,Conventional,4.5,3,1.5,10.49,15.735,Cut with Feed,3.175,Face Milling
477.58,G04,X1.0000,,,,,,2.62,0.97,0,1503.489796,5.62244898,3.326530612,2.673469388,23.62244898,31.588,-3.013,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
478.55,S3000,,,,,,,0.64,0.31,0,1650.875,90.46875,2,2,23.96875,31.588,-3.013,0,0,0,-1.5,0,,0,0,0,0,0,,0,Face Milling
478.86,G04,X1.0000,,,,,,2.02,0.97,0,2981.5,5.775510204,2.744897959,2.06122449,22.25510204,31.588,-3.013,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
479.83,X-31.5880,,,,,,,86.93,30.98,121.9606325,2998,11.12713779,29.16392385,2.805098419,17.31848984,-31.588,-3.013,-63.176,0,63.176,-1.5,0,Climb,63.2,3.1,1.5,186.36,279.54,Cut with Feed,63.176,Face Milling
510.81,G04,X1.0000,,,,,,2.13,0.98,0,2998,1,10.97979798,2.151515152,22.33333333,-31.588,-3.013,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
511.79,Y0.1630,,,,,,,15.27,1.92,85.75129534,2998,7.398963731,14.07772021,7.911917098,17.73056995,-31.588,0.163,0,3.176,3.176,-1.5,0,Climb,4.5,3.1,1.5,10.55,15.825,Cut with Feed,3.176,Face Milling
513.71,G04,X1.0000,,,,,,2.62,0.97,0,2998,1.071428571,18.78571429,2.673469388,24.92857143,-31.588,0.163,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
514.68,X31.5880,,,,,,,60.8,31.22,120.8543068,2998,9.697086135,30.65738072,1.946845981,16.65161703,31.588,0.163,63.176,0,63.176,-1.5,0,Conventional,63.2,3.2,1.5,192.65,288.975,Cut with Feed,63.176,Face Milling
545.9,G04,X1.0000,,,,,,1.33,0.93,0,2998,1.042553191,6.659574468,1.414893617,24.58510638,31.588,0.163,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
546.83,Y3.3380,,,,,,,10.39,1.64,121.2606061,2998,9.896969697,10.84242424,6.296969697,17.45454545,31.588,3.338,0,3.175,3.175,-1.5,0,Conventional,4.6,3.1,1.5,10.73,16.095,Cut with Feed,3.175,Face Milling
548.47,G04,X1.0000,,,,,,1.57,0.94,0,2998,1.431578947,5.357894737,1.652631579,24.64210526,31.588,3.338,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
549.41,X-31.5880,,,,,,,70.47,23.52,161.6659584,2998,12.30174246,24.93157671,2.994900127,18.7921802,-31.588,3.338,-63.176,0,63.176,-1.5,0,Climb,63.2,3.2,1.5,192.47,288.705,Cut with Feed,63.176,Face Milling
572.93,G04,X1.0000,,,,,,2.54,0.95,0,2998,1.052083333,8.291666667,2.645833333,23.95833333,-31.588,3.338,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
573.88,Y6.5130,,,,,,,4.25,1.3,160.8091603,2998,10.06870229,39.04580153,3.244274809,16.16793893,-31.588,6.513,0,3.175,3.175,-1.5,0,Climb,4.4,3.1,1.5,10.33,15.495,Cut with Feed,3.175,Face Milling
575.18,G04,X1.0000,,,,,,3.85,0.96,0,2998,1.432989691,17.16494845,3.969072165,25.26804124,-31.588,6.513,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
576.14,X31.5880,,,,,,,60.61,23.36,162.9302525,2998,11.71630295,23.59905862,2.593495935,16.51433462,31.588,6.513,63.176,0,63.176,-1.5,0,Conventional,63.2,3.2,1.5,192.87,289.305,Cut with Feed,63.176,Face Milling
599.5,G04,X1.0000,,,,,,2.35,0.97,0,2998,1.040816327,8.744897959,2.397959184,25.93877551,31.588,6.513,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
600.47,Y9.6880,,,,,,,16.45,1.27,161.7265625,2998,11.125,12.2421875,12.8515625,17.5234375,31.588,9.688,0,3.175,3.175,-1.5,0,Conventional,4.5,3.1,1.5,10.51,15.765,Cut with Feed,3.175,Face Milling
601.74,G04,X1.0000,,,,,,2.59,0.94,0,2997.894737,2.084210526,4.968421053,2.726315789,24.64210526,31.588,9.688,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
602.68,X-31.5880,,,,,,,73.63,18.96,199.6225619,2997.826041,13.68476542,29.87717449,3.881391671,18.61623616,-31.588,9.688,-63.176,0,63.176,-1.5,0,Climb,63.2,3.2,1.5,192.68,289.02,Cut with Feed,63.176,Face Milling
621.64,G04,X1.0000,,,,,,2.6,0.93,0,2998,1.053191489,6.925531915,2.765957447,23.62765957,-31.588,9.688,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
622.57,Y12.8630,,,,,,,11.74,0.97,200.9285714,2998,10.45918367,11.60204082,11.97959184,13.91836735,-31.588,12.863,0,3.175,3.175,-1.5,0,Climb,4.4,3,1.5,10.09,15.135,Cut with Feed,3.175,Face Milling
623.54,G04,X1.0000,,,,,,3.44,0.93,0,2997.893617,2.063829787,16.46808511,3.659574468,25.28723404,-31.588,12.863,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
624.47,X31.5880,,,,,,,47.4,18.85,199.340403,2997.825027,13.17709438,33.02120891,2.513255567,16.23806999,31.588,12.863,63.176,0,63.176,-1.5,0,Conventional,63.2,3.2,1.5,186.77,280.155,Cut with Feed,63.176,Face Milling
643.32,G04,X1.0000,,,,,,1.75,0.95,0,2998,1.020833333,9.270833333,1.822916667,25.375,31.588,12.863,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
644.27,Y16.0380,,,,,,,13.15,0.98,166.7878788,2998,10.13131313,8.333333333,13.28282828,19.15151515,31.588,16.038,0,3.175,3.175,-1.5,0,Conventional,4.6,3.1,1.5,10.73,16.095,Cut with Feed,3.175,Face Milling
645.25,G04,X1.0000,,,,,,6.15,1.28,14.79069767,2998,3.333333333,3.124031008,4.76744186,24.20930233,31.588,16.038,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
646.53,X-31.5880,,,,,,,103.27,15.45,243.8421734,2998,15.07373868,28.74320828,6.679818887,18.93143596,-31.588,16.038,-63.176,0,63.176,-1.5,0,Climb,63.2,3.2,1.5,192.47,288.705,Cut with Feed,63.176,Face Milling
661.98,G04,X1.0000,,,,,,1.44,0.95,0,2998,1.010416667,10.59375,1.5,24.67708333,-31.588,16.038,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
662.93,Y19.2130,,,,,,,19.94,0.98,160.2020202,2998,9.595959596,30.68686869,20.14141414,19.42424242,-31.588,19.213,0,3.175,3.175,-1.5,0,Climb,4.4,3.1,1.5,10.33,15.495,Cut with Feed,3.175,Face Milling
663.91,G04,X1.0000,,,,,,3.98,0.98,0,2997.89899,2.131313131,18.01010101,4.02020202,25.27272727,-31.588,19.213,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
664.89,X31.5880,,,,,,,62.13,15.76,243.8452758,2997.77806,14.50475587,41.45085606,3.939759036,16.65757768,31.588,19.213,63.176,0,63.176,-1.5,0,Conventional,63.2,3.2,1.5,192.87,289.305,Cut with Feed,63.176,Face Milling
680.65,G04,X1.0000,,,,,,2.09,0.94,0,2998,1.073684211,8.378947368,2.2,25.93684211,31.588,19.213,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
681.59,Y22.3880,,,,,,,24.98,0.96,241.4845361,2998,14.20618557,15.88659794,25.75257732,18.75257732,31.588,22.388,0,3.175,3.175,-1.5,0,Conventional,4.5,3.1,1.5,10.51,15.765,Cut with Feed,3.175,Face Milling
682.55,G04,X1.0000,,,,,,2.3,0.97,0,2998,1.469387755,5.163265306,2.346938776,25.26530612,31.588,22.388,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
683.52,X-31.5880,,,,,,,85.35,15.49,243.8425806,2998,15.33032258,32.25935484,5.506451613,19.66516129,-31.588,22.388,-63.176,0,63.176,-1.5,0,Climb,63.2,3.2,1.5,192.68,289.02,Cut with Feed,63.176,Face Milling
699.01,G04,X1.0000,,,,,,3.09,1.27,0,2998,1.0703125,10.96875,2.4140625,25.6875,-31.588,22.388,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
700.28,Y25.5630,,,,,,,15.82,0.67,240.4117647,2998,12.83823529,40.26470588,23.26470588,16.57352941,-31.588,25.563,0,3.175,3.175,-1.5,0,Climb,4.4,3,1.5,10.09,15.135,Cut with Feed,3.175,Face Milling
700.95,G04,X1.0000,,,,,,5.49,0.96,0,2997.896907,2.350515464,17.39175258,5.659793814,24.73195876,-31.588,25.563,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
701.91,X31.5880,,,,,,,84.2,15.68,239.4486934,2997.789675,14.71510516,52.79541109,5.366475462,16.31739962,31.588,25.563,63.176,0,63.176,-1.5,0,Conventional,63.2,3.2,1.5,186.77,280.155,Cut with Feed,63.176,Face Milling
717.59,G04,X1.0000,,,,,,3.31,0.95,0,2998,1.020833333,10.38541667,3.447916667,25.95833333,31.588,25.563,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
718.54,Y28.7380,,,,,,,15.14,0.97,159.3469388,2998,6.948979592,13.47959184,15.44897959,21.34693878,31.588,28.738,0,3.175,3.175,-1.5,0,Conventional,4.6,1.4,1.5,6.08,9.12,Cut with Feed,3.175,Face Milling
719.51,G04,X1.0000,,,,,,3.87,0.95,0,2997.895833,1.364583333,7.947916667,4.03125,24.67708333,31.588,28.738,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
720.46,X-31.5880,,,,,,,18.02,15.82,239.8433354,2997.791535,6.45609602,25.72520531,1.138344915,19.67403664,-31.588,28.738,-63.176,0,63.176,-1.5,0,Climb,59.5,1.4,1.5,82.86,124.29,Cut with Feed,63.176,Face Milling
736.28,G04,X1.0000,,,,,,0.12,0.95,0,2998,1,8.229166667,0.125,18.64583333,-31.588,28.738,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
737.23,Y31.5880,X-30.0000,,,,,,10.53,0.98,194.6666667,2998,1,28.46464646,10.63636364,18.33333333,-30,31.588,1.588,2.85,3.262551762,-1.5,0,Both,0,0,1.5,0,0,Air-Cut,3.262551762,Face Milling
738.21,G04,X1.0000,,,,,,5.72,0.94,0,2998,1,5.957894737,6.021052632,18.01052632,-30,31.588,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
739.15,X36.5740,,,,,,,85.08,16.47,243.8519417,2998,1,29.28216019,5.162621359,16.70752427,36.574,31.588,66.574,0,66.574,-1.5,0,Both,0,0,1.5,0,0,Air-Cut,66.574,Face Milling
755.62,G04,X1.0000,,,,,,4.75,0.94,0,2998,1,7.336842105,5,15.55789474,36.574,31.588,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
756.56,Z0,,,,,,,1.6,0.31,243.0625,2998,1,7,5,35.875,36.574,31.588,0,0,0,0,1.5,,0,0,0,0,0,Air-cut in Z while retracting,1.5,Face Milling
756.87,G04,X1.0000,,,,,,6.01,1.25,208.2539683,2998,1,7.444444444,4.76984127,27.96031746,36.574,31.588,0,0,0,0,0,,0,0,0,0,0,Dwell,0,Face Milling
758.12,G00,Y-31.5880,X-36.5740,,,,,2.23,0.31,19200.625,2998,1,61.46875,6.96875,29.03125,-36.574,-31.588,-73.148,-63.176,96.65317832,0,0,,0,0,0,0,0,No Cut - Rapid motion,96.65317832,Face Milling
758.43,G04,X1.0000,,,,,,4.13,0.95,0,2998,1,6.90625,4.302083333,29.79166667,-36.574,-31.588,0,0,0,0,0,,0,0,0,0,0,Dwell,0,Face Milling
759.38,Z-3.0000,,,,,,,12.31,3.23,57.84876543,2998,1,3.601851852,3.799382716,9.922839506,-36.574,-31.588,0,0,1.5,-3,-3,,0,0,1.5,71.25573925,106.8836089,Plunge with feed,1.5,Face Milling
762.61,G04,X1.0000,,,,,,2.85,0.94,0,2998,1.010526316,3.021052632,3,18.98947368,-36.574,-31.588,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
763.55,X30.0000,,,,,,,244.17,65.66,60.79244708,2998,10.56479367,33.88640171,3.718136135,14.67884879,30,-31.588,66.574,0,66.574,-3,0,Conventional,63.4,4.9,1.5,317.07,475.605,Cut with Feed,66.574,Face Milling
829.21,G04,X1.0000,,,,,,2.17,0.92,0,2998,1.043010753,4.032258065,2.333333333,24.30107527,30,-31.588,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
830.13,Y-28.4130,X31.5880,,,,,,21.45,3.68,57.52574526,2998,7.441734417,24.53116531,5.81300813,18.36314363,31.588,-28.413,1.588,3.175,3.549981549,-3,0,Conventional,4.6,3.4,1.5,10.91,16.365,Cut with Feed,3.549981549,Face Milling
833.81,G04,X1.0000,,,,,,3.61,1.92,0,3740.15544,10.64248705,5.678756477,1.870466321,24.18134715,31.588,-28.413,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
835.73,X-31.5880,,,,,,,134.86,20.92,181.1204013,4500,15.2317248,31.73817487,6.443382704,20.40277114,-31.588,-28.413,-63.176,0,63.176,-3,0,Climb,63.2,3,1.5,186.33,279.495,Cut with Feed,63.176,Face Milling
856.65,G04,X1.0000,,,,,,3.49,0.98,0,4500,3.070707071,8.121212121,3.525252525,24.94949495,-31.588,-28.413,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
857.63,Y-25.2380,,,,,,,21.03,0.97,181.1326531,4500,13.52040816,34.64285714,21.45918367,18.41836735,-31.588,-25.238,0,3.175,3.175,-3,0,Climb,4.5,3.1,1.5,10.55,15.825,Cut with Feed,3.175,Face Milling
858.6,G04,X1.0000,,,,,,1.26,0.94,0,4500,4.368421053,17.38947368,1.326315789,24.33684211,-31.588,-25.238,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
859.54,X31.5880,,,,,,,24.07,21.1,177.5386073,4500,15.24632875,30.60492658,1.140217906,17.657982,31.588,-25.238,63.176,0,63.176,-3,0,Conventional,63.2,3.2,1.5,192.65,288.975,Cut with Feed,63.176,Face Milling
880.64,G04,X1.0000,,,,,,0.17,0.95,0,4500,3.072916667,6.802083333,0.177083333,25.25,31.588,-25.238,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
881.59,Y-22.0630,,,,,,,21.61,1,181.1881188,4500,14.08910891,16.98019802,21.3960396,18.04950495,31.588,-22.063,0,3.175,3.175,-3,0,Conventional,4.6,3.1,1.5,10.73,16.095,Cut with Feed,3.175,Face Milling
882.59,G04,X1.0000,,,,,,1.19,0.94,0,4500,3.778947368,2.673684211,1.252631579,24.6,31.588,-22.063,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
883.53,X-31.5880,,,,,,,177.94,15.68,241.6360739,4500,17.24091778,30.92351816,11.34098152,19.87507967,-31.588,-22.063,-63.176,0,63.176,-3,0,Climb,63.2,3.2,1.5,192.47,288.705,Cut with Feed,63.176,Face Milling
899.21,G04,X1.0000,,,,,,3.99,0.95,0,4500,3.03125,10.32291667,4.15625,24.33333333,-31.588,-22.063,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
900.16,Y-18.8880,,,,,,,21.59,0.98,160.2020202,4500,13.56565657,31.82828283,21.80808081,19.42424242,-31.588,-18.888,0,3.175,3.175,-3,0,Climb,4.4,3.1,1.5,10.33,15.495,Cut with Feed,3.175,Face Milling
901.14,G04,X1.0000,,,,,,1.95,0.95,0,4500,3.770833333,19.25,2.03125,24.22916667,-31.588,-18.888,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
902.09,X31.5880,,,,,,,29.97,15.59,243.5057692,4500,17.50833333,44.98717949,1.921153846,16.98076923,31.588,-18.888,63.176,0,63.176,-3,0,Conventional,63.2,3.2,1.5,192.87,289.305,Cut with Feed,63.176,Face Milling
917.68,G04,X1.0000,,,,,,0.97,1.26,0,4500,3.338582677,10.03937008,0.763779528,24.94488189,31.588,-18.888,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
918.94,Y-15.7130,,,,,,,27.42,0.66,240.358209,4500.149254,16.35820896,20.2238806,40.92537313,17.07462687,31.588,-15.713,0,3.175,3.175,-3,0,Conventional,4.5,3,1.5,10.49,15.735,Cut with Feed,3.175,Face Milling
