Timestamp (s),Code,Code,Code,Code,Code,Code,Code,Energy (J),Duration (s),Feed rate (mm/min),Spindle speed (RPM),Spindle Load,X Load,Y Load,Z Load,X (mm),Y (mm),dX (code) (mm),dY (code) (mm),Length of Cut XY (code) (mm),Z (mm),dZ (mm),Cutting Strategy,IdX (mm),IdY (mm),Depth of Cut(mm),Area of Cut (mm^2),Volume of Cut (mm^3),Cut / No Cut,Length of Cut XYZ (code) (mm),Operation Type
4395.39,G04,X1.0000,,,,,,4.95,0.92,0,1499,2,6.322580645,5.322580645,17.92473118,-6.797,16.797,0,0,0,-10,0,,0,0,,0,0,Dwell,0,Pocketing
4396.31,Z-8.0000,,,,,,,26.6,5.06,24.06706114,1499,2,5.317554241,5.246548323,38.85996055,-6.797,16.797,0,0,0,-8,2,,0,0,0,0,0,Air-cut in Z while retracting,2,Pocketing
4401.37,G04,X1.0000,,,,,,9.39,1.87,11.39893617,1499,2,4.654255319,4.994680851,29.44148936,-6.797,16.797,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Pocketing
4403.24,Z-8.0000,,,,,,,1.66,0.32,2078.060606,1499,2,5,5.03030303,37.33333333,-6.797,16.797,0,0,0,-8,0,,0,0,0,0,0,,0,Pocketing
4403.56,G04,X1.0000,,,,,,5.28,0.98,0,1499,2,4.646464646,5.333333333,21.24242424,-6.797,16.797,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Pocketing
4404.54,Z-12.0000,,,,,,,43.58,9.65,24.97412008,1500.635611,22.45134576,7.437888199,4.511387164,9.047619048,-6.797,16.797,0,0,2,-12,-4,,0,0,2,71.25573925,142.5114785,Plunge with feed,2,Pocketing
4414.19,G04,X1.0000,,,,,,4.92,0.92,0,1502.129032,4.301075269,8.322580645,5.290322581,27.13978495,-6.797,16.797,0,0,0,-12,0,,0,0,,0,0,Dwell,0,Pocketing
4415.11,G03,X-5.2630,Y20.5000,R5.2380,,,,15.59,1.87,145.5851064,1499.218085,80.00531915,50.42553191,8.292553191,16.43085106,-5.263,20.5,1.534,3.703,4.113017924,-12,0,Both,9.4,6.6,2,7.71,15.42,Cut with Feed,4.113017924,Pocketing
4416.98,G04,X1.0000,,,,,,11.24,2.17,0,1501.889908,10.87614679,1.013761468,5.155963303,28.17431193,-5.263,20.5,0,0,0,-12,0,,0,0,,0,0,Dwell,0,Pocketing
4419.15,X-20.7380,,,,,,,81.45,6.04,151.7487603,1499.545455,85.44958678,29.89421488,13.46280992,29.7338843,-20.738,20.5,-15.475,0,15.475,-12,0,Both,20.2,9.6,2,153.52,307.04,Cut with Feed,15.475,Pocketing
4425.19,G04,X1.0000,,,,,,0.77,0.95,0,1509,16.07291667,3.677083333,0.802083333,23.35416667,-20.738,20.5,0,0,0,-12,0,,0,0,,0,0,Dwell,0,Pocketing
4426.14,Y15.2630,,,,,,,25.15,2.22,129.5067265,1504.73991,74.34977578,30.1793722,11.27802691,30.97309417,-20.738,15.263,0,-5.237,5.237,-12,0,Both,9.5,9.2,2,44.43,88.86,Cut with Feed,5.237,Pocketing
4428.36,G04,X1.0000,,,,,,0.94,1.25,0,1503.920635,19.62698413,1.642857143,0.746031746,21.23809524,-20.738,15.263,0,0,0,-12,0,,0,0,,0,0,Dwell,0,Pocketing
4429.61,X-10.5000,,,,,,,12.43,4.09,151.6292683,1503.634146,45.26341463,24.97560976,3.031707317,23.04634146,-10.5,15.263,10.238,0,10.238,-12,0,Both,13.4,5.1,2,38.47,76.94,Cut with Feed,10.238,Pocketing
4433.7,G04,X1.0000,,,,,,2.84,0.93,0,1502.404255,3.829787234,11.07446809,3.021276596,18.03191489,-10.5,15.263,0,0,0,-12,0,,0,0,,0,0,Dwell,0,Pocketing
4434.63,G03,X-6.7970,Y16.7970,R5.2380,,,,14.02,1.87,127.6117021,1502.351064,10.30319149,28.84042553,7.457446809,20.32446809,-6.797,16.797,3.703,1.534,4.113017924,-12,0,Both,5.9,2.4,2,2.38,4.76,Cut with Feed,4.113017924,Pocketing
4436.5,G04,X1.0000,,,,,,5.02,0.93,0,1499,2,5.670212766,5.340425532,18.89361702,-6.797,16.797,0,0,0,-12,0,,0,0,,0,0,Dwell,0,Pocketing
4437.43,Z-10.0000,,,,,,,27.84,4.99,24.182,1499,2,5.556,5.568,39.098,-6.797,16.797,0,0,0,-10,2,,0,0,0,0,0,Air-cut in Z while retracting,2,Pocketing
4442.42,G04,X1.0000,,,,,,12.69,2.84,0,1499,2,5.10877193,4.452631579,25.45614035,-6.797,16.797,0,0,0,-10,0,,0,0,,0,0,Dwell,0,Pocketing
4445.26,Z-13.0000,,,,,,,37.78,7.48,23.89853138,1500.255007,14.95193591,6.201602136,5.044058745,10.15754339,-6.797,16.797,0,0,2,-13,-3,,0,0,1,71.25573925,71.25573925,Plunge with feed,2,Pocketing
4452.74,G04,X1.0000,,,,,,4.76,0.94,0,1502.157895,4.378947368,5.347368421,5.010526316,25.21052632,-6.797,16.797,0,0,0,-13,0,,0,0,,0,0,Dwell,0,Pocketing
4453.68,G03,X-5.2630,Y20.5000,R5.2380,,,,21.42,1.57,151.4367089,1501.088608,55.33544304,25.28481013,13.55696203,17.47468354,-5.263,20.5,1.534,3.703,4.113017924,-13,0,Both,9.4,6.6,1,7.71,7.71,Cut with Feed,4.113017924,Pocketing
4455.25,G01,,,,,,,3.47,0.31,61.03125,1509,38.9375,11.6875,10.84375,26.09375,-5.263,20.5,0,0,0,-13,0,,0,0,,0,0,,0,Pocketing
4455.56,G04,X1.0000,,,,,,10.78,1.89,0,1500.631579,8.205263158,3.168421053,5.673684211,27.65789474,-5.263,20.5,0,0,0,-13,0,,0,0,,0,0,Dwell,0,Pocketing
4457.45,X-20.7380,,,,,,,55.08,6.43,143.7391304,1502.540373,52.90993789,36.95962733,8.552795031,27.95341615,-20.738,20.5,-15.475,0,15.475,-13,0,Both,20.2,9.6,1,153.52,153.52,Cut with Feed,15.475,Pocketing
4463.88,G04,X1.0000,,,,,,0.38,0.97,0,1502.061224,5.204081633,3.06122449,0.387755102,23.76530612,-20.738,20.5,0,0,0,-13,0,,0,0,,0,0,Dwell,0,Pocketing
4464.85,Y15.2630,,,,,,,21.66,2.24,151.3244444,1500.555556,53.41777778,30.14666667,9.626666667,30.68444444,-20.738,15.263,0,-5.237,5.237,-13,0,Both,9.5,9.2,1,44.43,44.43,Cut with Feed,5.237,Pocketing
4467.09,G04,X1.0000,,,,,,0.98,0.96,0,1502.298969,8.536082474,1.711340206,1.010309278,20.60824742,-20.738,15.263,0,0,0,-13,0,,0,0,,0,0,Dwell,0,Pocketing
4468.05,X-10.5000,,,,,,,14.68,4.05,151.6256158,1500.551724,31.12068966,38.75123153,3.615763547,22.92118227,-10.5,15.263,10.238,0,10.238,-13,0,Both,13.4,5.1,1,38.47,38.47,Cut with Feed,10.238,Pocketing
4472.1,G04,X1.0000,,,,,,3.5,1.25,0,1501.539683,4.873015873,7.476190476,2.777777778,20.07142857,-10.5,15.263,0,0,0,-13,0,,0,0,,0,0,Dwell,0,Pocketing
4473.35,G03,X-6.7970,Y16.7970,R5.2380,,,,14.11,1.56,151.0318471,1504.859873,9.350318471,27.12101911,8.987261146,22.77707006,-6.797,16.797,3.703,1.534,4.113017924,-13,0,Both,5.9,2.4,1,2.38,2.38,Cut with Feed,4.113017924,Pocketing
4474.91,G04,X1.0000,,,,,,5.02,0.93,0,1499,2,6.670212766,5.340425532,19.58510638,-6.797,16.797,0,0,0,-13,0,,0,0,,0,0,Dwell,0,Pocketing
4475.84,Z-11.0000,,,,,,,26.55,4.99,24.268,1499,2,6.122,5.31,40.788,-6.797,16.797,0,0,0,-11,2,,0,0,0,0,0,Air-cut in Z while retracting,2,Pocketing
4480.83,G04,X1.0000,,,,,,20.76,5.35,0,1499,2,5.632462687,3.873134328,27.31343284,-6.797,16.797,0,0,0,-11,0,,0,0,,0,0,Dwell,0,Pocketing
4486.18,Z-8.0000,,,,,,,18.89,9.62,24.97403946,1499.685358,22.37590862,5.593977155,1.961578401,9.485981308,-6.797,16.797,0,0,0,-8,3,,0,0,2,0,0,Air-cut in Z while retracting,3,Pocketing
4495.8,G04,X1.0000,,,,,,4.99,1.87,0,1500.648936,4.164893617,6.510638298,2.654255319,26.17021277,-6.797,16.797,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Pocketing
4497.67,G02,X10.5000,Y-15.2630,R5.2380,,,,15.13,3.43,68.70930233,1503.593023,56.15697674,31.28197674,4.398255814,18.89534884,10.5,-15.263,17.297,-32.06,16.45566232,-8,0,Both,40.1,40.1,2,168.03,336.06,Cut with Feed,16.45566232,Pocketing
4501.1,G04,X1.0000,,,,,,4.8,0.95,0,1505.5625,7.78125,3.666666667,5,27.33333333,10.5,-15.263,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Pocketing
4502.05,X20.7380,,,,,,,40.98,8.32,73.2665066,1502.073229,57.96158463,40.29051621,4.919567827,19.88115246,20.738,-15.263,10.238,0,10.238,-8,0,Both,14.9,9.5,2,110.77,221.54,Cut with Feed,10.238,Pocketing
4510.37,G04,X1.0000,,,,,,6.32,0.98,0,1502.131313,4.818181818,5.353535354,6.383838384,27.65656566,20.738,-15.263,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Pocketing
4511.35,Y-20.7380,,,,,,,53.62,4.47,75.83035714,1502.616071,56.56919643,28.21875,11.96875,28.94196429,20.738,-20.738,0,-5.475,5.475,-8,0,Both,9.5,10,2,47.46,94.92,Cut with Feed,5.475,Pocketing
4515.82,G04,X1.0000,,,,,,4.46,0.93,0,1502.297872,5.234042553,11.64893617,4.744680851,18.76595745,20.738,-20.738,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Pocketing
4516.75,X5.2630,,,,,,,67.44,12.21,75.93780687,1502.584288,38.55155483,40.6710311,5.518821604,27.68494272,5.263,-20.738,-15.475,0,15.475,-8,0,Both,20.1,9.5,2,98.3,196.6,Cut with Feed,15.475,Pocketing
4528.96,G04,X1.0000,,,,,,7.29,0.94,0,1502.368421,9.368421053,5.957894737,7.673684211,20.36842105,5.263,-20.738,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Pocketing
4529.9,Y-20.5000,,,,,,,3.55,0.32,0,1499.30303,4.121212121,4.121212121,10.75757576,20.93939394,5.263,-20.5,0,0.238,0.238,-8,0,Both,5.7,4.3,2,0.42,0.84,Cut with Feed,0.238,Pocketing
4530.22,G04,X1.0000,,,,,,0.92,0.94,0,1502.157895,4.926315789,6.947368421,0.968421053,21.73684211,5.263,-20.5,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Pocketing
4531.16,G02,X6.7970,Y-16.7970,R5.2380,,,,29.25,3.47,69.01149425,1502.649425,7.497126437,24.55172414,8.405172414,20.89367816,6.797,-16.797,1.534,3.703,4.113017924,-8,0,Both,1.1,0.5,2,0.32,0.64,Cut with Feed,4.113017924,Pocketing
4534.63,G04,X1.0000,,,,,,3.8,0.94,0,1499,2,8.978947368,4,20.88421053,6.797,-16.797,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Pocketing
4535.57,Z-6.0000,,,,,,,20.33,4.99,24.826,1499,2,9.75,4.066,40.04,6.797,-16.797,0,0,0,-6,2,,0,0,0,0,0,Air-cut in Z while retracting,2,Pocketing
4540.56,G04,X1.0000,,,,,,6.33,1.89,11.27894737,1499,2,8.668421053,3.331578947,29.63157895,6.797,-16.797,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Pocketing
4542.45,Z-6.0000,,,,,,,0.99,0.32,2078.060606,1499,2,9,3,17,6.797,-16.797,0,0,0,-6,0,,0,0,0,0,0,,0,Pocketing
4542.77,G04,X1.0000,,,,,,3.17,0.94,0,1499,2,8.315789474,3.336842105,21.31578947,6.797,-16.797,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Pocketing
4543.71,Z-10.0000,,,,,,,32.37,9.72,24.97430627,1500.623844,23.58067831,8.620760534,3.326824255,8.687564234,6.797,-16.797,0,0,2,-10,-4,,0,0,2,71.25573925,142.5114785,Plunge with feed,2,Pocketing
4553.43,G04,X1.0000,,,,,,3.75,1.86,0,1500.604278,3.727272727,13.52406417,2.005347594,23.93582888,6.797,-16.797,0,0,0,-10,0,,0,0,,0,0,Dwell,0,Pocketing
4555.29,G02,X10.5000,Y-15.2630,R5.2380,,,,20.51,2.16,113.4746544,1500.474654,71.32718894,36.84792627,9.451612903,18.25345622,10.5,-15.263,3.703,1.534,4.113017924,-10,0,Both,6.6,9.4,2,7.71,15.42,Cut with Feed,4.113017924,Pocketing
4557.45,G04,X1.0000,,,,,,4.06,1.24,0,1503.8,16.92,8.688,3.248,26.728,10.5,-15.263,0,0,0,-10,0,,0,0,,0,0,Dwell,0,Pocketing
4558.69,X20.7380,,,,,,,38.29,5.42,113.7900552,1501.302026,74.39594843,38.51381215,7.051565378,19.84898711,20.738,-15.263,10.238,0,10.238,-10,0,Both,14.9,9.5,2,128.79,257.58,Cut with Feed,10.238,Pocketing
4564.11,G04,X1.0000,,,,,,6.48,0.99,0,1505.5,8.9,3.68,6.48,28.7,20.738,-15.263,0,0,0,-10,0,,0,0,,0,0,Dwell,0,Pocketing
4565.1,Y-20.7380,,,,,,,24.52,2.84,113.6140351,1502.368421,69.64561404,18.59298246,8.603508772,27.64912281,20.738,-20.738,0,-5.475,5.475,-10,0,Both,9.5,10,2,47.46,94.92,Cut with Feed,5.475,Pocketing
4567.94,G04,X1.0000,,,,,,5.83,1.24,0,1503.96,16.16,9.192,4.664,20.776,20.738,-20.738,0,0,0,-10,0,,0,0,,0,0,Dwell,0,Pocketing
4569.18,X5.2630,,,,,,,36.86,8.12,113.8597786,1502.874539,48.81549815,43.4895449,4.533825338,28.90282903,5.263,-20.738,-15.475,0,15.475,-10,0,Both,20.1,8.2,2,81.87,163.74,Cut with Feed,15.475,Pocketing
4577.3,G04,X1.0000,,,,,,8,0.96,0,1505.597938,10.67010309,4.010309278,8.24742268,19.98969072,5.263,-20.738,0,0,0,-10,0,,0,0,,0,0,Dwell,0,Pocketing
4578.26,Y-20.5000,,,,,,,0,0.31,110.4375,1499.3125,10.84375,4.96875,0,19.09375,5.263,-20.5,0,0.238,0.238,-10,0,Both,1.5,3,2,0.37,0.74,Cut with Feed,0.238,Pocketing
4578.57,G04,X1.0000,,,,,,0.18,0.97,0,1502.367347,4.459183673,3.448979592,0.183673469,22.96938776,5.263,-20.5,0,0,0,-10,0,,0,0,,0,0,Dwell,0,Pocketing
4579.54,G02,X6.7970,Y-16.7970,R5.2380,,,,32.06,2.24,113.4933333,1499,9.626666667,23.03555556,14.24888889,21.99555556,6.797,-16.797,1.534,3.703,4.113017924,-10,0,Both,2.4,5.4,2,2.1,4.2,Cut with Feed,4.113017924,Pocketing
4581.78,G04,X1.0000,,,,,,3.56,0.96,0,1499,2,7.329896907,3.670103093,23.16494845,6.797,-16.797,0,0,0,-10,0,,0,0,,0,0,Dwell,0,Pocketing
4582.74,Z-8.0000,,,,,,,17.63,5.03,24.95039683,1499,2,6.686507937,3.498015873,38.67063492,6.797,-16.797,0,0,0,-8,2,,0,0,0,0,0,Air-cut in Z while retracting,2,Pocketing
4587.77,G04,X1.0000,,,,,,9.19,3.16,314.3817035,1499,2,6.302839117,2.899053628,24.84227129,6.797,-16.797,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Pocketing
4590.93,Z-12.0000,,,,,,,28.06,9.46,24.97360084,1501.671595,20.41077086,7.670538543,2.963041183,9.682154171,6.797,-16.797,0,0,2,-12,-4,,0,0,2,71.25573925,142.5114785,Plunge with feed,2,Pocketing
4600.39,G04,X1.0000,,,,,,1.04,2.18,0,1501.785388,6.255707763,11.3196347,0.474885845,25.64383562,6.797,-16.797,0,0,0,-12,0,,0,0,,0,0,Dwell,0,Pocketing
4602.57,G02,X10.5000,Y-15.2630,R5.2380,,,,7.45,1.57,151.0379747,1500.962025,91.15189873,41.56962025,4.715189873,17.03797468,10.5,-15.263,3.703,1.534,4.113017924,-12,0,Both,6.6,9.4,2,7.71,15.42,Cut with Feed,4.113017924,Pocketing
4604.14,G04,X1.0000,,,,,,2.83,0.93,0,1508.787234,17.81914894,1.276595745,3.010638298,29.32978723,10.5,-15.263,0,0,0,-12,0,,0,0,,0,0,Dwell,0,Pocketing
4605.07,X20.7380,,,,,,,22.34,4.4,140.6258503,1503.285714,82.13605442,40.04761905,5.065759637,20.75510204,20.738,-15.263,10.238,0,10.238,-12,0,Both,14.9,9.5,2,128.79,257.58,Cut with Feed,10.238,Pocketing
4609.47,G04,X1.0000,,,,,,6.04,0.97,0,1502.265306,6.153061224,4.520408163,6.163265306,28.98979592,20.738,-15.263,0,0,0,-12,0,,0,0,,0,0,Dwell,0,Pocketing
4610.44,Y-20.7380,,,,,,,28.07,2.25,151.3274336,1501.964602,83.2699115,28.75221239,12.42035398,29.58849558,20.738,-20.738,0,-5.475,5.475,-12,0,Both,9.5,10,2,47.46,94.92,Cut with Feed,5.475,Pocketing
4612.69,G04,X1.0000,,,,,,3.22,0.95,0,1502.229167,6.739583333,11.30208333,3.354166667,19.13541667,20.738,-20.738,0,0,0,-12,0,,0,0,,0,0,Dwell,0,Pocketing
4613.64,X5.2630,,,,,,,29.67,6.28,151.7583466,1503.038156,52.72972973,54.86486486,4.717011129,29.10174881,5.263,-20.738,-15.475,0,15.475,-12,0,Both,20.1,8.2,2,81.87,163.74,Cut with Feed,15.475,Pocketing
4619.92,G04,X1.0000,,,,,,7.65,2.19,0,1501.909091,5.827272727,3.068181818,3.477272727,20.55454545,5.263,-20.738,0,0,0,-12,0,,0,0,,0,0,Dwell,0,Pocketing
4622.11,G02,X6.7970,Y-16.7970,R5.2380,,,,14.98,1.55,151.025641,1502.974359,11.17948718,25.91666667,9.602564103,20.23076923,6.797,-16.797,1.534,3.941,4.353228988,-12,0,Both,2.4,5.7,2,2.47,4.94,Cut with Feed,4.353228988,Pocketing
4623.66,G04,X1.0000,,,,,,3.49,0.94,0,1499,2,7.663157895,3.673684211,22.83157895,6.797,-16.797,0,0,0,-12,0,,0,0,,0,0,Dwell,0,Pocketing
4624.6,Z-10.0000,,,,,,,16.04,5.02,23.40954274,1499,2,6.129224652,3.188866799,39.23856859,6.797,-16.797,0,0,0,-10,2,,0,0,0,0,0,Air-cut in Z while retracting,2,Pocketing
4629.62,G04,X1.0000,,,,,,4.18,1.91,0,1499,2,6.3125,2.177083333,30.61458333,6.797,-16.797,0,0,0,-10,0,,0,0,,0,0,Dwell,0,Pocketing
4631.53,Z-10.0000,,,,,,,0.65,0.31,0,1499,2,6,2.03125,117.71875,6.797,-16.797,0,0,0,-10,0,,0,0,0,0,0,,0,Pocketing
4631.84,G04,X1.0000,,,,,,3.48,0.94,0,1499,2,6,3.663157895,20.87368421,6.797,-16.797,0,0,0,-10,0,,0,0,,0,0,Dwell,0,Pocketing
4632.78,Z-13.0000,,,,,,,25.29,7.18,24.96522949,1499.013908,12.42837274,6.95132128,3.517385257,10.19193324,6.797,-16.797,0,0,2,-13,-3,,0,0,1,71.25573925,71.25573925,Plunge with feed,2,Pocketing
4639.96,G04,X1.0000,,,,,,4.91,1.94,0,1500.641026,4.138461538,10.45128205,2.517948718,25.02051282,6.797,-16.797,0,0,0,-13,0,,0,0,,0,0,Dwell,0,Pocketing
4641.9,G02,X10.5000,Y-15.2630,R5.2380,,,,19.78,1.88,125.4603175,1499.05291,50.3968254,44.46560847,10.46560847,19.39153439,10.5,-15.263,3.703,1.534,4.113017924,-13,0,Both,6.6,9.4,0,7.71,0,Cut with Feed,4.113017924,Pocketing
4643.78,G04,X1.0000,,,,,,5.21,0.92,0,1502.333333,6.258064516,2.440860215,5.602150538,27.96774194,10.5,-15.263,0,0,0,-13,0,,0,0,,0,0,Dwell,0,Pocketing
4644.7,X20.7380,,,,,,,15.75,4.14,151.6337349,1502.855422,57,44.94457831,3.795180723,19.16626506,20.738,-15.263,10.238,0,10.238,-13,0,Both,14.9,9.5,0,128.79,0,Cut with Feed,10.238,Pocketing
4648.84,G04,X1.0000,,,,,,4.17,0.93,0,1509,12.26595745,4.968085106,4.436170213,27.68085106,20.738,-15.263,0,0,0,-13,0,,0,0,,0,0,Dwell,0,Pocketing
4649.77,Y-20.7380,,,,,,,38.99,2.49,131.936,1500.24,48.196,26.488,15.596,27.456,20.738,-20.738,0,-5.475,5.475,-13,0,Both,9.5,10,0,47.46,0,Cut with Feed,5.475,Pocketing
4652.26,G04,X1.0000,,,,,,2.8,0.93,0,1502.297872,4.882978723,14.67021277,2.978723404,19.07446809,20.738,-20.738,0,0,0,-13,0,,0,0,,0,0,Dwell,0,Pocketing
4653.19,X5.2630,,,,,,,17.7,6.28,147.9936407,1503.006359,36.20667727,36.90937997,2.813990461,28.50238474,5.263,-20.738,-15.475,0,15.475,-13,0,Both,20.1,8.2,0,81.87,0,Cut with Feed,15.475,Pocketing
4659.47,G04,X1.0000,,,,,,7.95,2.19,0,1500.454545,5.518181818,3.477272727,3.613636364,22.10454545,5.263,-20.738,0,0,0,-13,0,,0,0,,0,0,Dwell,0,Pocketing
4661.66,G02,X6.7970,Y-16.7970,R5.2380,,,,32.91,1.55,151.025641,1500.987179,9.153846154,31.26923077,21.09615385,22.21153846,6.797,-16.797,1.534,3.941,4.353228988,-13,0,Both,2.4,5.7,0,2.47,0,Cut with Feed,4.353228988,Pocketing
4663.21,G04,X1.0000,,,,,,3.81,0.94,0,1499,2,7.694736842,4.010526316,24.45263158,6.797,-16.797,0,0,0,-13,0,,0,0,,0,0,Dwell,0,
4664.15,Z-11.0000,,,,,,,15.11,5.02,23.40954274,1499,2,6.250497018,3.003976143,39.48906561,6.797,-16.797,0,0,0,-11,2,,0,0,0,0,0,Air-cut in Z while retracting,2,
4669.17,G04,X1.0000,,,,,,10.33,4.07,185.8137255,2131.186275,9.551470588,6.605392157,2.531862745,29.85784314,6.797,-16.797,0,0,0,-11,0,,0,0,,0,0,Dwell,0,
4673.24,X-15.6190,Y-0.1000,,,,,,0.35,0.32,7016.727273,4500,3,4.121212121,1.060606061,33.96969697,-15.619,-0.1,-22.416,16.697,27.95115141,-11,0,Conventional,27.4,22.8,0,260.41,260.41,No Cut - Rapid motion,27.95115141,
4673.56,G04,X1.0000,,,,,,5.41,1.9,0,4500,3,3.445026178,2.832460733,31.38219895,-15.619,-0.1,0,0,0,-11,0,,0,0,,0,0,Dwell,0,
4675.46,Z-6.0000,,,,,,,1.28,0.63,225.421875,4500,3,2,2,11.09375,-15.619,-0.1,0,0,0,-6,5,,0,0,0,0,0,Air-cut in Z while retracting,5,
4676.09,G04,X1.0000,,,,,,1.99,0.94,0,4500,3,2.284210526,2.094736842,20.03157895,-15.619,-0.1,0,0,0,-6,0,,0,0,,0,0,Dwell,0,
4677.03,G41,X-15.0240,Y-0.5470,D2,,,,3.58,0.32,222.0606061,4500,3,28.45454545,10.84848485,21.96969697,-15.024,-0.547,0.595,-0.447,0.744200242,-6,0,Both,0,0,0,0,0,Air-Cut,0.744200242,Spiraling
4677.35,G04,X1.0000,,,,,,5.06,0.93,0,4500,3,7.574468085,5.382978723,20.67021277,-15.024,-0.547,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Spiraling
4678.28,G03,X-14.1310,Y-0.1000,R0.5580,,,,5.73,0.63,89.703125,4500,3,24.296875,8.953125,21.5,-14.131,-0.1,0.893,0.447,1.236579091,-6,0,Both,0,0,0,0,0,Air-Cut,1.236579091,Spiraling
4678.91,G04,X1.0000,,,,,,4.12,0.92,0,4500,3.279569892,6.215053763,4.430107527,21.84946237,-14.131,-0.1,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Spiraling
4679.83,G03,X-14.1310,Y-0.1000,Z-8.0000,I-1.4880,J0,,99.12,2.5,233.0677291,4500.039841,70.91633466,43.09163347,39.49003984,12.19123506,-14.131,-0.1,0,0,9.349379737,-8,-2,,12.2,11.6,,45.3,45.3,Cut with Feed,9.560904846,Spiraling
4682.33,G04,X1.0000,,,,,,3.7,0.96,0,4503.402062,16.24742268,24.78350515,3.81443299,24.03092784,-14.131,-0.1,0,0,0,-8,0,,0,0,,0,0,Dwell,0,Spiraling
4683.29,G03,X-14.1310,Y-0.1000,Z-10.0000,I-1.4880,J0,,110.62,2.47,217.2137097,4498.830645,89.33467742,35.89112903,44.60483871,19.52016129,-14.131,-0.1,0,0,9.349379737,-10,-2,,12.4,12.4,,89.12,178.24,Cut with Feed,9.560904846,Spiraling
4685.76,G04,X1.0000,,,,,,15.8,1.24,23.712,4504.8,21.88,18.64,12.64,23.976,-14.131,-0.1,0,0,0,-10,0,,0,0,,0,0,Dwell,0,Spiraling
4687,G03,X-14.1310,Y-0.1000,Z-12.0000,I-1.4880,J0,,71.16,2.5,233.0677291,4498.844622,93.87649402,68.32270916,28.35059761,19.05976096,-14.131,-0.1,0,0,9.349379737,-12,-2,,12.4,12.4,,89.12,178.24,Cut with Feed,9.560904846,Spiraling
4689.5,G04,X1.0000,,,,,,11.04,0.94,0,4503.157895,12.17894737,5.136842105,11.62105263,24.8,-14.131,-0.1,0,0,0,-12,0,,0,0,,0,0,Dwell,0,Spiraling
4690.44,G03,X-14.1310,Y-0.1000,Z-14.0000,I-1.4880,J0,,69.71,2.53,233.0787402,4498.779528,90.00393701,63.19685039,27.44488189,12.7992126,-14.131,-0.1,0,0,9.349379737,-14,-2,,12.4,12.4,,89.12,178.24,Cut with Feed,9.560904846,Spiraling
4692.97,G04,X1.0000,,,,,,0.4,0.95,0,4503.229167,17.55208333,23.48958333,0.416666667,26.32291667,-14.131,-0.1,0,0,0,-14,0,,0,0,,0,0,Dwell,0,Spiraling
4693.92,G03,X-14.1310,Y-0.1000,I-1.4880,J0,,,31.08,2.54,200.2823529,4500,26.75294118,19.68235294,12.18823529,25.75294118,-14.131,-0.1,0,0,9.349379737,-14,0,,0,0,,0,0,Air-Cut,9.349379737,Spiraling
4696.46,G04,X1.0000,,,,,,6.73,1.27,0,4500,3.9765625,6.75,5.2578125,25.265625,-14.131,-0.1,0,0,0,-14,0,,0,0,,0,0,Dwell,0,Spiraling
4697.73,G03,X-15.0240,Y0.3460,R0.5580,,,,2.35,0.33,220.3235294,4500,2.029411765,34.05882353,6.911764706,27.02941176,-15.024,0.346,-0.893,0.446,1.235578193,-14,0,Conventional,7.5,8.3,0,1.07,1.07,Cut with Feed,1.235578193,Spiraling
4698.06,G04,X1.0000,,,,,,3.83,0.93,0,4500,2.340425532,3.021276596,4.074468085,27.9893617,-15.024,0.346,0,0,0,-14,0,,0,0,,0,0,Dwell,0,Spiraling
4698.99,G01,G40,X-15.6190,Y-0.1000,,,,3.36,0.3,221.6129032,4500,3,34.19354839,10.83870968,27,-15.619,-0.1,-0.595,-0.446,0.743600027,-14,0,Climb,4.3,5.4,0,4.94,4.94,Cut with Feed,0.743600027,Spiraling
4699.29,G04,X1.0000,,,,,,31.54,6.24,294.8496,4500,2.1504,3.3456,5.0464,27.0752,-15.619,-0.1,0,0,0,-14,0,,0,0,,0,0,Dwell,0,
4705.53,G83,G98,Z-14.0000,R-4.0000,F57.15,Q2.0000,,71.71,15.96,363.5128366,4499.335003,57.57545398,6.670006262,4.490294302,17.86850344,-15.619,-0.1,0,0,8,-14,-10,,0,0,,71.25573925,570.045914,Plunge with feed,8,Drilling
4721.49,G04,X1.0000,,,,,,5.7,0.94,67.67368421,4503.368421,4.336842105,4.115789474,6,28.63157895,-15.619,-0.1,0,0,0,-14,0,,0,0,,0,0,Dwell,0,Drilling
4722.43,X-6.5000,Y-16.5000,,,,,,1.97,0.32,6234.181818,4500,2,319.3333333,5.96969697,24,-6.5,-16.5,9.119,-16.4,18.76475848,-14,0,Climb,16.3,22.6,0,175.13,175.13,No Cut - Rapid motion,18.76475848,Drilling
