Timestamp (s),Code,Code,Code,Code,Code,Code,Code,Energy (J),Duration (s),Feed rate (mm/min),Spindle speed (RPM),Spindle Load,X Load,Y Load,Z Load,X (mm),Y (mm),dX (code) (mm),dY (code) (mm),Length of Cut XY (code) (mm),Z (mm),dZ (mm),Cutting Strategy,IdX (mm),IdY (mm),Depth of Cut(mm),Area of Cut (mm^2),Volume of Cut (mm^3),Cut / No Cut,Length of Cut XYZ (code) (mm),Operation Type
4722.75,G04,X1.0000,,,,,,4.75,0.94,0,4500,2,4.063157895,5,23.87368421,-6.5,-16.5,0,0,0,-14,0,,0,0,,0,0,Dwell,0,Drilling
4723.69,G83,G98,Z-14.0000,R-4.0000,F57.15,Q4.0000,,62.26,13.36,55.64697083,4500.701571,63.51458489,5.169783096,4.656694091,18.16155572,-6.5,-16.5,0,0,8,-14,-10,,0,0,,71.25573925,570.045914,Plunge with feed,8,Drilling
4737.05,G04,X1.0000,,,,,,15.17,3.08,624.1747573,4496.245955,2.689320388,6.692556634,4.909385113,23.10032362,-6.5,-16.5,0,0,0,-14,0,,0,0,,0,0,Dwell,0,
4740.13,M5,,,,,,,1.74,0.34,0,2958.514286,92.28571429,7,4.971428571,22.91428571,-6.5,-16.5,0,0,0,-14,0,,0,0,,0,0,,0,
4740.47,G04,X1.0000,,,,,,4.3,0.91,46.58695652,64.67391304,0,7,4.673913043,15.91304348,-6.5,-16.5,0,0,0,-14,0,,0,0,,0,0,Dwell,0,
4741.38,G91,G28,Z0,,,,,5.02,0.93,10766.56383,0,0,6.989361702,5.340425532,45.44680851,-6.5,-16.5,0,0,0,0,14,,0,0,,0,0,No Cut - Rapid motion,14,
4742.31,G04,X1.0000,,,,,,6.18,0.94,157.8947368,0,0,5.336842105,6.505263158,20.88421053,-6.5,-16.5,0,0,0,0,0,,0,0,,0,0,Dwell,0,
4743.25,G91,G28,Y0,,,,,70.39,0.94,14842.10526,0,0,4.042105263,74.09473684,19.35789474,-6.5,0,0,16.5,16.5,0,0,,0,0,,0,0,No Cut - Rapid motion,16.5,
4744.19,G04,X1.0000,,,,,,17.39,1.05,0,0,0,11.68867925,16.40566038,22.99056604,-6.5,0,0,0,0,0,0,,0,0,,0,0,Dwell,0,
4745.24,M30,,,,,,,6.12,0.33,0,0,0,12,18,24,-6.5,0,0,0,0,0,0,,0,0,,0,0,,0,
4745.57,,,,,,,,0,0,0,0,0,0,0,0,-6.5,0,0,0,0,0,0,,0,0,,0,0,,0,
