Timestamp (s),Code,Code,Code,Code,Code,Code,Code,Energy (J),Duration (s),Feed rate (mm/min),Spindle speed (RPM),Spindle Load,X Load,Y Load,Z Load,X (mm),Y (mm),dX (code) (mm),dY (code) (mm),Length of Cut XY (code) (mm),Z (mm),dZ (mm),Cutting Strategy,IdX (mm),IdY (mm),Depth of Cut(mm),Area of Cut (mm^2),Volume of Cut (mm^3),Cut / No Cut,Length of Cut XYZ (code) (mm),Operation
79.13,X-28.4130,Y31.5880,,,,,,38.04,2.94,75.74237288,1504.932203,6.783050847,27.99661017,12.89491525,25.09152542,-28.413,31.588,3.175,1.588,3.549981549,-1.5,0,Climb,3.4,4.6,1.5,10.65,15.975,Cut with Feed,3.549981549,Face Milling
82.07,G04,X1.0000,,,,,,8.11,0.89,0,1499,1.4,9.022222222,9.011111111,20.35555556,-28.413,31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
82.96,Y-31.5880,,,,,,,589.87,49.97,75.78631453,1503.577831,11.72128852,9.141056423,11.80212085,21.09903962,-28.413,-31.588,0,-63.176,63.176,-1.5,0,Conventional,3,63.2,1.5,186.59,279.885,Cut with Feed,63.176,Face Milling
132.93,G04,X1.0000,,,,,,5.58,0.92,0,1499,1.021505376,4.322580645,6,17,-28.413,-31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
133.85,X-25.2380,,,,,,,17.72,2.74,72.34909091,1503.472727,11.24363636,36.28,6.443636364,15.58181818,-25.238,-31.588,3.175,0,3.175,-1.5,0,Conventional,3.1,4.5,1.5,10.55,15.825,Cut with Feed,3.175,Face Milling
136.59,G04,X1.0000,,,,,,1.9,0.91,0,1499,1.434782609,4.076086957,2.065217391,24.61956522,-25.238,-31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
137.5,Y31.5880,,,,,,,501.8,49.72,75.98471747,1502.995576,13.52845365,15.83611502,10.09048864,15.40156847,-25.238,31.588,0,63.176,63.176,-1.5,0,Climb,3.2,63.2,1.5,192.65,288.975,Cut with Feed,63.176,Face Milling
187.22,G04,X1.0000,,,,,,9.46,1.17,0,1499,1.025423729,0.516949153,8.016949153,23.26271186,-25.238,31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
188.39,X-22.0630,,,,,,,15.28,2.43,75.68852459,1502.729508,10.80737705,37.08196721,6.262295082,24.49180328,-22.063,31.588,3.175,0,3.175,-1.5,0,Climb,3.1,4.5,1.5,10.42,15.63,Cut with Feed,3.175,Face Milling
190.82,G04,X1.0000,,,,,,10.67,1.2,0,1501.396694,2.79338843,6.933884298,8.818181818,18.74380165,-22.063,31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
192.02,Y-31.5880,,,,,,,436.92,37.29,101.9726542,1503.520107,14.96246649,9.519571046,11.71367292,20.43887399,-22.063,-31.588,0,-63.176,63.176,-1.5,0,Conventional,3.2,63.2,1.5,192.78,289.17,Cut with Feed,63.176,Face Milling
229.31,G04,X1.0000,,,,,,5.23,0.91,0,1499,1.02173913,4.673913043,5.684782609,16.01086957,-22.063,-31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
230.22,X-18.8880,,,,,,,8.81,2.11,97.41509434,1500.509434,13.25943396,36.02830189,4.155660377,15.30660377,-18.888,-31.588,3.175,0,3.175,-1.5,0,Conventional,3.1,4.4,1.5,10.33,15.495,Cut with Feed,3.175,Face Milling
232.33,G04,X1.0000,,,,,,1.08,0.92,0,1502.333333,1.774193548,6.086021505,1.161290323,24.60215054,-18.888,-31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
233.25,Y31.5880,,,,,,,370.44,37.36,101.9727054,1502.740969,16.53625903,14.70350549,9.912764249,15.04308269,-18.888,31.588,0,63.176,63.176,-1.5,0,Climb,3.2,63.2,1.5,192.87,289.305,Cut with Feed,63.176,Face Milling
270.61,G04,X1.0000,,,,,,6.69,0.9,0,1499,1,0.714285714,7.351648352,23.34065934,-18.888,31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
271.51,X-15.7130,,,,,,,12.74,2.16,86.95852535,1501.857143,12.25806452,38.11059908,5.870967742,24.13364055,-15.713,31.588,3.175,0,3.175,-1.5,0,Climb,3,4.4,1.5,10.19,15.285,Cut with Feed,3.175,Face Milling
273.67,G04,X1.0000,,,,,,7.62,0.9,0,1499,1.769230769,6.043956044,8.373626374,18.01098901,-15.713,31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
274.57,Y-31.5880,,,,,,,399.58,29.89,126.9575251,1503.207358,19.47591973,7.291638796,13.3638796,19.66521739,-15.713,-31.588,0,-63.176,63.176,-1.5,0,Conventional,3.1,63.2,1.5,186.66,279.99,Cut with Feed,63.176,Face Milling
304.46,G04,X1.0000,,,,,,8.89,1.21,0,1499.081967,1.049180328,0.254098361,7.286885246,19.48360656,-15.713,-31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
305.67,X-12.5380,,,,,,,8.96,1.5,126.1589404,1501.05298,17.75496689,54.29139073,5.933774834,15.06622517,-12.538,-31.588,3.175,0,3.175,-1.5,0,Conventional,3.1,4.5,1.5,10.55,15.825,Cut with Feed,3.175,Face Milling
307.17,G04,X1.0000,,,,,,1.37,0.92,0,1502.333333,3.731182796,5.774193548,1.47311828,25.97849462,-12.538,-31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
308.09,Y31.5880,,,,,,,316.31,30.19,125.4778146,1502.046358,21.08013245,16.41258278,10.47384106,15.48311258,-12.538,31.588,0,63.176,63.176,-1.5,0,Climb,3.2,63.2,1.5,192.65,288.975,Cut with Feed,63.176,Face Milling
338.28,G04,X1.0000,,,,,,6.51,0.88,0,1499,1.056179775,1.988764045,7.314606742,24.98876404,-12.538,31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
339.16,X-9.3630,,,,,,,10.73,1.54,126.1806452,1503,15.4,31.56774194,6.922580645,21.43225806,-9.363,31.588,3.175,0,3.175,-1.5,0,Climb,3.1,4.5,1.5,10.42,15.63,Cut with Feed,3.175,Face Milling
340.7,G04,X1.0000,,,,,,8.6,0.92,0,1502.333333,4.010752688,4.989247312,9.247311828,18.66666667,-9.363,31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
341.62,Y-31.5880,,,,,,,356.03,25.24,150.0134653,1502.322772,22.40039604,7.87049505,14.10019802,21.57188119,-9.363,-31.588,0,-63.176,63.176,-1.5,0,Conventional,3.2,63.2,1.5,192.78,289.17,Cut with Feed,63.176,Face Milling
366.86,G04,X1.0000,,,,,,5.81,0.92,0,1499,1.086021505,1.580645161,6.247311828,21.62365591,-9.363,-31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
367.78,X-6.1880,,,,,,,1.27,1.25,150.7936508,1504,19.54761905,27.45238095,1.007936508,15.84126984,-6.188,-31.588,3.175,0,3.175,-1.5,0,Conventional,3.1,4.4,1.5,10.33,15.495,Cut with Feed,3.175,Face Milling
369.03,G04,X1.0000,,,,,,2.08,1.2,0,1501.31405,5.702479339,2.570247934,1.719008264,25.7107438,-6.188,-31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
370.23,Y31.5880,,,,,,,259.93,24.87,151.9389068,1502.866559,26.789791,16.93167203,10.44734727,15.19212219,-6.188,31.588,0,63.176,63.176,-1.5,0,Climb,3.2,63.2,1.5,192.87,289.305,Cut with Feed,63.176,Face Milling
395.1,G04,X1.0000,,,,,,6.81,0.88,0,1499,1.033707865,2.112359551,7.651685393,23.6741573,-6.188,31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
395.98,X-3.0130,,,,,,,8.92,1.48,128.6174497,1501.013423,17.66442953,16.93288591,5.986577181,21.31543624,-3.013,31.588,3.175,0,3.175,-1.5,0,Climb,3,4.4,1.5,10.19,15.285,Cut with Feed,3.175,Face Milling
397.46,G04,X1.0000,,,,,,17.1,2.06,0,2261.033816,12.04347826,7.347826087,8.260869565,19.87922705,-3.013,31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
399.52,Y-31.5880,,,,,,,447.02,25,150.259896,2997.036385,18.02439024,14.85965614,17.87365054,21.06517393,-3.013,-31.588,0,-63.176,63.176,-1.5,0,Conventional,3.1,63.2,1.5,186.66,279.99,Cut with Feed,63.176,Face Milling
424.52,G04,X1.0000,,,,,,5.38,0.88,0,2998,1.056179775,1.134831461,6.04494382,24.26966292,-3.013,-31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
425.4,X0.1630,,,,,,,5.51,1.21,150.8934426,2998,13.23770492,32.89344262,4.516393443,17.93442623,0.163,-31.588,3.176,0,3.176,-1.5,0,Conventional,3.1,4.5,1.5,10.55,15.825,Cut with Feed,3.176,Face Milling
426.61,G04,X1.0000,,,,,,4,1.21,5.56557377,2998,5.163934426,6.959016393,3.278688525,25.36065574,0.163,-31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
427.82,Y31.5880,,,,,,,275.21,24.8,151.9387344,2997.758162,18.44901249,32.98508666,11.09270455,16.36316002,0.163,31.588,0,63.176,63.176,-1.5,0,Climb,3.2,63.2,1.5,192.65,288.975,Cut with Feed,63.176,Face Milling
452.62,G04,X1.0000,,,,,,9.77,1.2,0,2998,1.049586777,4.297520661,8.074380165,24.19834711,0.163,31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
453.82,X3.3380,,,,,,,7.83,1.18,150.7226891,2995.478992,13.98319328,28.98319328,6.579831933,19.50420168,3.338,31.588,3.175,0,3.175,-1.5,0,Climb,3.1,4.5,1.5,10.42,15.63,Cut with Feed,3.175,Face Milling
455,G04,X1.0000,,,,,,8.23,1.18,0,2998,4.084033613,5.764705882,6.915966387,22.75630252,3.338,31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
456.18,Y-31.5880,,,,,,,322.06,18.53,202.890507,2997.03452,20.53721683,17.21574973,17.37108954,21.00970874,3.338,-31.588,0,-63.176,63.176,-1.5,0,Conventional,3.2,63.2,1.5,192.78,289.17,Cut with Feed,63.176,Face Milling
474.71,G04,X1.0000,,,,,,8.25,1.22,0,2998,1.325203252,2.918699187,6.707317073,24.46341463,3.338,-31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
475.93,X6.5130,,,,,,,5.7,0.89,200.7444444,2994.666667,16.28888889,59.84444444,6.333333333,17.07777778,6.513,-31.588,3.175,0,3.175,-1.5,0,Conventional,3.1,4.4,1.5,10.33,15.495,Cut with Feed,3.175,Face Milling
476.82,G04,X1.0000,,,,,,2.24,0.9,0,2997.89011,3.714285714,5.032967033,2.461538462,25.61538462,6.513,-31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
477.72,Y31.5880,,,,,,,214.5,18.94,199.7862797,2997.540897,19.70343008,33.9292876,11.31926121,16.20580475,6.513,31.588,0,63.176,63.176,-1.5,0,Climb,3.2,63.2,1.5,192.87,289.305,Cut with Feed,63.176,Face Milling
496.66,G04,X1.0000,,,,,,6.66,0.9,0,2997.89011,1.054945055,4.824175824,7.318681319,27.21978022,6.513,31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
497.56,X9.6880,,,,,,,12.39,1.2,186.9752066,2995.603306,14.00826446,45.19834711,10.23966942,18.54545455,9.688,31.588,3.175,0,3.175,-1.5,0,Climb,3.1,4.4,1.5,10.2,15.3,Cut with Feed,3.175,Face Milling
498.76,G04,X1.0000,,,,,,6.79,0.9,0,2997.89011,2.857142857,3.945054945,7.461538462,19.37362637,9.688,31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
499.66,Y-31.5880,,,,,,,285.14,14.96,253.8303273,2996.991316,21.5991984,15.83032732,19.04742819,21.36272545,9.688,-31.588,0,-63.176,63.176,-1.5,0,Conventional,3.2,63.2,1.5,192.98,289.47,Cut with Feed,63.176,Face Milling
514.62,G04,X1.0000,,,,,,8.43,1.19,0,2998,1.1,2.316666667,7.025,25.425,9.688,-31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
515.81,X12.8630,,,,,,,5.83,0.61,249.9032258,2993.16129,16.82258065,59.30645161,9.403225806,18.96774194,12.863,-31.588,3.175,0,3.175,-1.5,0,Conventional,3,4.4,1.5,10.09,15.135,Cut with Feed,3.175,Face Milling
516.42,G04,X1.0000,,,,,,3.65,1.18,0,2997.915966,4.336134454,2.453781513,3.067226891,24.68907563,12.863,-31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
517.6,Y31.5880,,,,,,,177.83,15,253.8307795,2997.380413,20.97801466,33.3817455,11.84743504,17.03331113,12.863,31.588,0,63.176,63.176,-1.5,0,Climb,3.2,63.2,1.5,186.77,280.155,Cut with Feed,63.176,Face Milling
532.6,G04,X1.0000,,,,,,7.19,0.86,0,2997.885057,1.022988506,7.264367816,8.264367816,24.68965517,12.863,31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
533.46,X16.0380,,,,,,,6.13,0.92,227.7204301,2991.333333,12.98924731,34.79569892,6.591397849,22.22580645,16.038,31.588,3.175,0,3.175,-1.5,0,Climb,3.1,4.5,1.5,10.42,15.63,Cut with Feed,3.175,Face Milling
534.38,G04,X1.0000,,,,,,6.28,0.89,0,2998,4.333333333,5.377777778,6.977777778,19,16.038,31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
535.27,Y-31.5880,,,,,,,275.19,12.79,294.4304688,2997.070313,22.87265625,17.10625,21.49921875,21.0921875,16.038,-31.588,0,-63.176,63.176,-1.5,0,Conventional,6.4,63.2,1.5,192.79,289.185,Cut with Feed,63.176,Face Milling
548.06,G04,X1.0000,,,,,,6.13,0.91,0,2997.891304,1.108695652,5.27173913,6.663043478,21.94565217,16.038,-31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
548.97,X19.2130,,,,,,,4.28,0.6,300,2988.163934,15.7704918,134.3278689,7.016393443,16.98360656,19.213,-31.588,3.175,0,3.175,-1.5,0,Conventional,3.1,4.4,1.5,10.33,15.495,Cut with Feed,3.175,Face Milling
549.57,G04,X1.0000,,,,,,3.69,1.22,0,2998,4.674796748,3.089430894,3,25.3902439,19.213,-31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
550.79,Y31.5880,,,,,,,160.11,12.57,298.5572337,2997.523052,22.22019078,34.79888712,12.72734499,17.27424483,19.213,31.588,0,63.176,63.176,-1.5,0,Climb,3.2,63.2,1.5,192.87,289.305,Cut with Feed,63.176,Face Milling
563.36,G04,X1.0000,,,,,,7.08,0.89,0,2998,1.1,6.055555556,7.866666667,25.97777778,19.213,31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
564.25,X22.3880,,,,,,,9.3,0.59,299.9166667,2998,14.86666667,5.233333333,15.5,21.46666667,22.388,31.588,3.175,0,3.175,-1.5,0,Climb,3.1,4.4,1.5,10.2,15.3,Cut with Feed,3.175,Face Milling
564.84,G04,X1.0000,,,,,,9.48,1.22,0,2998,4.93495935,8.089430894,7.707317073,18.53658537,22.388,31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
566.06,Y-31.5880,,,,,,,265.18,12.47,304.755609,2997.030449,23.41746795,21.71394231,21.24839744,21.0088141,22.388,-31.588,0,-63.176,63.176,-1.5,0,Conventional,3.2,63.2,1.5,192.98,289.47,Cut with Feed,63.176,Face Milling
578.53,G04,X1.0000,,,,,,6.11,0.86,0,2998,1.045977011,4.83908046,7.022988506,22.37931034,22.388,-31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
579.39,X25.5630,,,,,,,9.01,0.87,244.1931818,2994.704545,15.21590909,86.04545455,10.23863636,19.43181818,25.563,-31.588,3.175,0,3.175,-1.5,0,Conventional,3,4.4,1.5,10.09,15.135,Cut with Feed,3.175,Face Milling
580.26,G04,X1.0000,,,,,,1.69,0.86,0,2997.885057,2.747126437,2.517241379,1.942528736,27.29885057,25.563,-31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
581.12,Y31.5880,,,,,,,168.11,12.54,297.4661355,2997.760956,21.79840637,22.36733068,13.39521912,17.04302789,25.563,31.588,0,63.176,63.176,-1.5,0,Climb,3.2,63.2,1.5,186.77,280.155,Cut with Feed,63.176,Face Milling
593.66,G04,X1.0000,,,,,,10.2,1.2,0,2998,1.090909091,4.743801653,8.429752066,25.96694215,25.563,31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
594.86,X28.7380,,,,,,,4.59,0.6,300,2998,10.45901639,28.09836066,7.524590164,21.40983607,28.738,31.588,3.175,0,3.175,-1.5,0,Climb,1.4,4.5,1.5,5.94,8.91,Cut with Feed,3.175,Face Milling
595.46,G04,X1.0000,,,,,,6.87,0.89,0,2998,1.355555556,6.333333333,7.633333333,20,28.738,31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
596.35,Y-31.5880,,,,,,,195.87,12.53,297.2527911,2998,8.149122807,4.293460925,15.61961722,22.27272727,28.738,-31.588,0,-63.176,63.176,-1.5,0,Conventional,4.6,59.6,1.5,83.01,124.515,Cut with Feed,63.176,Face Milling
608.88,G04,X1.0000,,,,,,9.35,1.19,13.79166667,2998,1,6.683333333,7.791666667,15.75833333,28.738,-31.588,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
610.07,X31.5880,Y-30.0000,,,,,,7.09,0.61,300.0806452,2998,1,28.29032258,11.43548387,17.01612903,31.588,-30,2.85,1.588,3.262551762,-1.5,0,Conventional,0,0,1.5,0,0,Air-Cut,3.262551762,Face Milling
610.68,G04,X1.0000,,,,,,4.09,1.19,0,2998,1,7.816666667,3.408333333,18,31.588,-30,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
611.87,Y36.5740,,,,,,,177.08,13.09,304.7671756,2998,1,7.22519084,13.51755725,16.94580153,31.588,36.574,0,66.574,66.574,-1.5,0,,0,0,0,0,0,Air-Cut,66.574,Face Milling
624.96,G04,X1.0000,,,,,,7.51,0.89,0,2998,1,3.344444444,8.344444444,16.34444444,31.588,36.574,0,0,0,-1.5,0,,0,0,,0,0,Dwell,0,Face Milling
625.85,Z0,,,,,,,4.41,0.58,155.0847458,2998,1,3,7.474576271,39.59322034,31.588,36.574,0,0,0,0,1.5,,0,0,0,0,0,Air-cut in Z while retracting,1.5,Face Milling
626.43,G04,X1.0000,,,,,,7.34,0.89,220.2222222,2998,1,3.422222222,8.155555556,28.66666667,31.588,36.574,0,0,0,0,0,,0,0,,0,0,Dwell,0,Face Milling
627.32,G00,X-31.5880,Y-36.5740,,,,,14.43,0.28,19136.55172,2998,1,98.20689655,49.75862069,30.13793103,-31.588,-36.574,-63.176,-73.148,96.65317832,0,0,,0,0,0,0,0,No Cut - Rapid motion,96.65317832,Face Milling
627.6,G04,X1.0000,,,,,,6.48,1.2,0,2998,1,7.685950413,5.355371901,32.05785124,-31.588,-36.574,0,0,0,0,0,,0,0,,0,0,Dwell,0,Face Milling
628.8,Z-3.0000,,,,,,,4.78,2.38,75.68200837,2998,1,3,2,11.27196653,-31.588,-36.574,0,0,1.5,-3,-3,,0,0,0,71.25573925,0,Air-cut in Z while plunging,1.5,Face Milling
631.18,G04,X1.0000,,,,,,1.64,0.91,0,2998,1,2.989130435,1.782608696,19.70652174,-31.588,-36.574,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
632.09,Y30.0000,,,,,,,535.27,52.66,75.63242833,2997.880387,21.36529334,19.52344788,10.16271122,16.88209607,-31.588,30,0,66.574,66.574,-3,0,Climb,4.9,63.4,1.5,317.07,475.605,Cut with Feed,66.574,Face Milling
684.75,G04,X1.0000,,,,,,6.17,0.9,0,2998,1.373626374,15.86813187,6.78021978,27.32967033,-31.588,30,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
685.65,X-28.4130,Y31.5880,,,,,,23.73,3.04,71.38032787,2998,12.76721311,28.78688525,7.780327869,22.79344262,-28.413,31.588,3.175,1.588,3.549981549,-3,0,Climb,3.4,4.6,1.5,10.65,15.975,Cut with Feed,3.549981549,Face Milling
688.69,G04,X1.0000,,,,,,15.9,1.79,0,3679.355556,14.68333333,5.677777778,8.833333333,26.81111111,-28.413,31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
690.48,Y-31.5880,,,,,,,438.11,16.88,224.6613381,4500,22.22557726,12.84843102,25.93901717,23.26642984,-28.413,-31.588,0,-63.176,63.176,-3,0,Conventional,3,63.2,1.5,186.59,279.885,Cut with Feed,63.176,Face Milling
707.36,G04,X1.0000,,,,,,6.31,0.89,0,4500,3.066666667,1.655555556,7.011111111,25.64444444,-28.413,-31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
708.25,X-25.2380,,,,,,,5.31,0.93,226.5638298,4500.106383,16.91489362,14.56382979,5.64893617,20.72340426,-25.238,-31.588,3.175,0,3.175,-3,0,Conventional,3.1,4.5,1.5,10.55,15.825,Cut with Feed,3.175,Face Milling
709.18,G04,X1.0000,,,,,,3.04,1.19,0,4502.583333,5.441666667,3.008333333,2.533333333,27.66666667,-25.238,-31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
710.37,Y31.5880,,,,,,,207.6,16.41,228.8605359,4500,22.33922046,34.51522533,12.64311815,20.82582217,-25.238,31.588,0,63.176,63.176,-3,0,Climb,3.2,63.2,1.5,192.65,288.975,Cut with Feed,63.176,Face Milling
726.78,G04,X1.0000,,,,,,10.39,1.19,0,4500,3.066666667,9.475,8.658333333,29.45833333,-25.238,31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
727.97,X-22.0630,,,,,,,9.95,0.89,226.4555556,4500,18.31111111,22.15555556,11.05555556,23.07777778,-22.063,31.588,3.175,0,3.175,-3,0,Climb,3.1,4.5,1.5,10.42,15.63,Cut with Feed,3.175,Face Milling
728.86,G04,X1.0000,,,,,,7.32,0.93,0,4500,5.074468085,6.680851064,7.787234043,23.37234043,-22.063,31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
729.79,Y-31.5880,,,,,,,380.37,12.51,297.6916933,4500,25.74361022,14.13338658,30.38099042,22.4384984,-22.063,-31.588,0,-63.176,63.176,-3,0,Conventional,3.2,63.2,1.5,192.78,289.17,Cut with Feed,63.176,Face Milling
742.3,G04,X1.0000,,,,,,9.85,1.19,0,4500,3.366666667,2.491666667,8.208333333,23.71666667,-22.063,-31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
743.49,X-18.8880,,,,,,,2.78,0.61,300.0806452,4500,21.83870968,48.53225806,4.483870968,18.66129032,-18.888,-31.588,3.175,0,3.175,-3,0,Conventional,3.1,4.4,1.5,10.33,15.495,Cut with Feed,3.175,Face Milling
744.1,G04,X1.0000,,,,,,2.04,0.92,0,4500,4.784946237,4.150537634,2.193548387,27.32258065,-18.888,-31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
745.02,Y31.5880,,,,,,,159.29,12.49,297.488,4500,23.944,37.7168,12.7432,20.6072,-18.888,31.588,0,63.176,63.176,-3,0,Climb,3.2,63.2,1.5,192.87,289.305,Cut with Feed,63.176,Face Milling
757.51,G04,X1.0000,,,,,,10.12,1.19,18.79166667,4500,3.083333333,6.1,8.433333333,29.4,-18.888,31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
758.7,X-15.7130,,,,,,,13.09,0.59,299.9166667,4500.166667,18.26666667,52.08333333,21.81666667,20.95,-15.713,31.588,3.175,0,3.175,-3,0,Climb,3,4.4,1.5,10.19,15.285,Cut with Feed,3.175,Face Milling
759.29,G04,X1.0000,,,,,,7.26,1.18,0,4502.521008,5.705882353,3.991596639,6.100840336,21.52941176,-15.713,31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
760.47,Y-31.5880,,,,,,,356.01,10.06,376.2284012,4500,27.19364449,11.80734856,35.35352532,22.26812314,-15.713,-31.588,0,-63.176,63.176,-3,0,Conventional,3.1,63.2,1.5,186.66,279.99,Cut with Feed,63.176,Face Milling
770.53,G04,X1.0000,,,,,,6.21,0.89,0,4500,3.133333333,2.677777778,6.9,23.9,-15.713,-31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
771.42,X-12.5380,,,,,,,0.61,0.57,374.4310345,4500.172414,21.15517241,53.29310345,1.051724138,15.29310345,-12.538,-31.588,3.175,0,3.175,-3,0,Conventional,3.1,4.5,1.5,10.55,15.825,Cut with Feed,3.175,Face Milling
