Timestamp (s),Code,Code,Code,Code,Code,Code,Code,Energy (J),Duration (s),Feed rate (mm/min),Spindle speed (RPM),Spindle Load,X Load,Y Load,Z Load,X (mm),Y (mm),dX (code) (mm),dY (code) (mm),Length of Cut XY (code) (mm),Z (mm),dZ (mm),Cutting Strategy,IdX (mm),IdY (mm),Depth of Cut(mm),Area of Cut (mm^2),Volume of Cut (mm^3),Cut / No Cut,Length of Cut XYZ (code) (mm),Operation
772.06,Y31.5880,,,,,,,130.7,10.17,372.4950884,4500,39.35854617,51.84479371,12.8388998,20.34086444,-12.538,31.588,0,63.176,63.176,-6,0,Climb,3.2,63.2,3,192.65,577.95,Cut with Feed,63.176,Face Milling
782.23,G04,X1.0000,,,,,,7.66,0.9,0,4500,3.197802198,6.978021978,8.417582418,32.25274725,-12.538,31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
783.13,X-9.3630,,,,,,,16.35,0.61,374.8548387,4500,31.80645161,12.01612903,26.37096774,22.91935484,-9.363,31.588,3.175,0,3.175,-6,0,Climb,3.1,4.5,3,10.42,31.26,Cut with Feed,3.175,Face Milling
783.74,G04,X1.0000,,,,,,6.48,0.9,0,4500,5.835164835,5.67032967,7.120879121,19.37362637,-9.363,31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
784.64,Y-31.5880,,,,,,,502.59,14.8,253.0992573,4500,32.32815665,13.46792708,33.93585415,24.74476705,-9.363,-31.588,0,-63.176,63.176,-6,0,Conventional,3.2,63.2,3,192.78,578.34,Cut with Feed,63.176,Face Milling
799.44,G04,X1.0000,,,,,,9.39,1.19,0,4500,3.4,3.475,7.825,25.3,-9.363,-31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
800.63,X-6.1880,,,,,,,5,0.62,252.9206349,4500.15873,27.95238095,44.31746032,7.936507937,25,-6.188,-31.588,3.175,0,3.175,-6,0,Conventional,3.1,4.4,3,10.33,30.99,Cut with Feed,3.175,Face Milling
801.25,G04,X1.0000,,,,,,2.33,1.17,0,4502.457627,9.86440678,5.042372881,1.974576271,28.95762712,-6.188,-31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
802.42,Y31.5880,,,,,,,161.56,14.69,256.8251701,4500,32.57619048,48.06666667,10.99047619,21.42857143,-6.188,31.588,0,63.176,63.176,-6,0,Climb,3.2,63.2,3,192.87,578.61,Cut with Feed,63.176,Face Milling
817.11,G04,X1.0000,,,,,,10.14,1.19,0,4500,3.116666667,10.3,8.45,32.925,-6.188,31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
818.3,X-3.0130,,,,,,,21.97,0.9,217.7252747,4500,24.58241758,46.24175824,24.14285714,24.63736264,-3.013,31.588,3.175,0,3.175,-6,0,Climb,3,4.4,3,10.19,30.57,Cut with Feed,3.175,Face Milling
819.2,G04,X1.0000,,,,,,11.38,1.79,0,5183.716667,17.97777778,8.344444444,6.322222222,23.92777778,-3.013,31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
820.99,Y-31.5880,,,,,,,258.56,12.48,302.2433947,5998.759808,41.82546037,13.72618094,20.70136109,25.03122498,-3.013,-31.588,0,-63.176,63.176,-6,0,Conventional,3.1,63.2,3,186.66,559.98,Cut with Feed,63.176,Face Milling
833.47,G04,X1.0000,,,,,,9.07,1.21,33.87704918,5998.918033,5.418032787,3.213114754,7.43442623,27.2295082,-3.013,-31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
834.68,X0.1630,,,,,,,6.75,0.59,299.9166667,5989.166667,35.61666667,122.7166667,11.25,15.78333333,0.163,-31.588,3.176,0,3.176,-6,0,Conventional,3.1,4.5,3,10.55,31.65,Cut with Feed,3.176,Face Milling
835.27,G04,X1.0000,,,,,,4.11,1.23,0,5998.919355,10.40322581,10,3.314516129,29.02419355,0.163,-31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
836.5,Y31.5880,,,,,,,178.6,12.28,304.7518308,5998.747762,40.56712775,60.40927583,14.53213995,21.92676973,0.163,31.588,0,63.176,63.176,-6,0,Climb,3.2,63.2,3,192.65,577.95,Cut with Feed,63.176,Face Milling
848.78,G04,X1.0000,,,,,,10.1,1.18,0,5998.915966,5.176470588,4.957983193,8.487394958,31.16806723,0.163,31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
849.96,X3.3380,,,,,,,2.71,0.59,299.9166667,5989.166667,33.85,33.08333333,4.516666667,28.5,3.338,31.588,3.175,0,3.175,-6,0,Climb,3.1,4.5,3,10.42,31.26,Cut with Feed,3.175,Face Milling
850.55,G04,X1.0000,,,,,,10.45,1.19,0,5998.916667,9.258333333,9.533333333,8.708333333,20.28333333,3.338,31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
851.74,Y-31.5880,,,,,,,211.56,9.41,395.3927813,5998.363057,50.20488323,22.41295117,22.45859873,23.35987261,3.338,-31.588,0,-63.176,63.176,-6,0,Conventional,3.2,63.2,3,192.78,578.34,Cut with Feed,63.176,Face Milling
861.15,G04,X1.0000,,,,,,6.43,0.9,0,5998.89011,5.241758242,2.241758242,7.065934066,27.58241758,3.338,-31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
862.05,X6.5130,,,,,,,4.54,0.61,400.4354839,5989.16129,42.24193548,133.8709677,7.322580645,21.64516129,6.513,-31.588,3.175,0,3.175,-6,0,Conventional,3.1,4.4,3,10.33,30.99,Cut with Feed,3.175,Face Milling
862.66,G04,X1.0000,,,,,,1.39,0.91,0,5998.891304,8.336956522,11.39130435,1.510869565,28.30434783,6.513,-31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
863.57,Y31.5880,,,,,,,125.77,9.3,406.6723953,5998.366273,47.98281418,77.30612245,13.50912997,20.83673469,6.513,31.588,0,63.176,63.176,-6,0,Climb,3.2,63.2,3,192.87,578.61,Cut with Feed,63.176,Face Milling
872.87,G04,X1.0000,,,,,,10.02,1.17,28.51694915,5998.915254,5.415254237,5.305084746,8.491525424,29.45762712,6.513,31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
874.04,X9.6880,,,,,,,6.55,0.61,400.4354839,5989.16129,38.69354839,28.93548387,10.56451613,31.14516129,9.688,31.588,3.175,0,3.175,-6,0,Climb,3.1,4.4,3,10.2,30.6,Cut with Feed,3.175,Face Milling
874.65,G04,X1.0000,,,,,,7.87,0.91,0,5998.891304,7.945652174,9.293478261,8.554347826,23.41304348,9.688,31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
875.56,Y-31.5880,,,,,,,236.93,14.9,257.4574111,5998.8055,39.11535882,9.447350771,15.8906774,24.64721663,9.688,-31.588,0,-63.176,63.176,-6,0,Conventional,3.2,63.2,3,192.98,578.94,Cut with Feed,63.176,Face Milling
890.46,G04,X1.0000,,,,,,6.37,0.9,0,5998.89011,5.087912088,2.802197802,7,25.92307692,9.688,-31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
891.36,X12.8630,,,,,,,8.93,0.92,213.6129032,5989.107527,31.1827957,73.22580645,9.602150538,17.06451613,12.863,-31.588,3.175,0,3.175,-6,0,Conventional,3,4.4,3,10.09,30.27,Cut with Feed,3.175,Face Milling
892.28,G04,X1.0000,,,,,,3.02,0.87,0,5998.886364,7.409090909,4.318181818,3.431818182,30.96590909,12.863,-31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
893.15,Y31.5880,,,,,,,185.53,15.01,252.6750999,5998.800266,36.68641811,56.310253,12.35219707,21.53994674,12.863,31.588,0,63.176,63.176,-6,0,Climb,3.2,63.2,3,186.77,560.31,Cut with Feed,63.176,Face Milling
908.16,G04,X1.0000,,,,,,6.33,0.89,0,5998.888889,5.111111111,5.544444444,7.033333333,30.98888889,12.863,31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
909.05,X16.0380,,,,,,,16.59,0.88,255.1011236,5992.483146,29.92134831,34.21348315,18.64044944,27.60674157,16.038,31.588,3.175,0,3.175,-6,0,Climb,3.1,4.5,3,10.42,31.26,Cut with Feed,3.175,Face Milling
909.93,G04,X1.0000,,,,,,6.89,0.88,0,5998.88764,7.438202247,11.33707865,7.741573034,27.98876404,16.038,31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
910.81,Y-31.5880,,,,,,,315.14,6.43,588.0652174,5997.10559,64.09006211,26.46118012,48.93478261,24.98447205,16.038,-31.588,0,-63.176,63.176,-6,0,Conventional,6.4,63.2,3,192.79,578.37,Cut with Feed,63.176,Face Milling
917.24,G04,X1.0000,,,,,,6.53,0.88,0,5998.88764,5.741573034,1.853932584,7.337078652,22.96629213,16.038,-31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
918.12,X19.2130,,,,,,,3.32,0.6,300,5994.081967,39.04918033,118.5409836,5.442622951,14.27868852,19.213,-31.588,3.175,0,3.175,-6,0,Conventional,3.1,4.4,3,10.33,30.99,Cut with Feed,3.175,Face Milling
918.72,G04,X1.0000,,,,,,1.88,0.9,6.703296703,5998.89011,8.67032967,10.36263736,2.065934066,28.83516484,19.213,-31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
919.62,Y31.5880,,,,,,,90.05,6.29,609.031746,5998.063492,60.42539683,89.1968254,14.29365079,22.8047619,19.213,31.588,0,63.176,63.176,-6,0,Climb,3.2,63.2,3,192.87,578.61,Cut with Feed,63.176,Face Milling
925.91,G04,X1.0000,,,,,,10.1,1.18,5.12605042,5998.915966,5.907563025,6.495798319,8.487394958,32.30252101,19.213,31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
927.09,X22.3880,,,,,,,1.8,0.29,589.6666667,5989.333333,51.73333333,3.1,6,8.3,22.388,31.588,3.175,0,3.175,-6,0,Climb,3.1,4.4,3,10.2,30.6,Cut with Feed,3.175,Face Milling
927.38,G04,X1.0000,,,,,,6.88,0.88,0,5999,9.426966292,8.337078652,7.730337079,18.69662921,22.388,31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
928.26,Y-31.5880,,,,,,,118.22,6.43,580.636646,5998.503106,63.86956522,9.673913043,18.35714286,24.86645963,22.388,-31.588,0,-63.176,63.176,-6,0,Conventional,3.2,63.2,3,192.98,578.94,Cut with Feed,63.176,Face Milling
934.69,G04,X1.0000,,,,,,6.98,0.9,0,5998.89011,5.714285714,1.846153846,7.67032967,24.38461538,22.388,-31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
935.59,X25.5630,,,,,,,7.52,0.6,300,5989.163934,38.04918033,75.7704918,12.32786885,16.24590164,25.563,-31.588,3.175,0,3.175,-6,0,Conventional,3,4.4,3,10.09,30.27,Cut with Feed,3.175,Face Milling
936.19,G04,X1.0000,,,,,,2,0.91,6.630434783,5998.891304,8.423913043,4.402173913,2.173913043,28.17391304,25.563,-31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
937.1,Y31.5880,,,,,,,92.78,6.28,609.0302067,5998.523052,59.9618442,87.00953895,14.75039746,20.77583466,25.563,31.588,0,63.176,63.176,-6,0,Climb,3.2,63.2,3,186.77,560.31,Cut with Feed,63.176,Face Milling
943.38,G04,X1.0000,,,,,,9.66,1.17,5.169491525,5999,5.686440678,4.779661017,8.186440678,30.90677966,25.563,31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
944.55,X28.7380,,,,,,,0.38,0.3,590.3225806,5999,27.32258065,36.19354839,1.225806452,20.06451613,28.738,31.588,3.175,0,3.175,-6,0,Climb,1.4,4.5,3,5.94,17.82,Cut with Feed,3.175,Face Milling
944.85,G04,X1.0000,,,,,,7.36,0.9,0,5998.89011,5.736263736,9.010989011,8.087912088,21.97802198,28.738,31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
945.75,Y-31.5880,,,,,,,110.94,6.37,587.1755486,5998.498433,23.53448276,10.06583072,17.38871473,25.50940439,28.738,-31.588,0,-63.176,63.176,-6,0,Conventional,4.6,59.6,3,83.01,249.03,Cut with Feed,63.176,Face Milling
952.12,G04,X1.0000,,,,,,9.06,1.19,5.083333333,5999,5,9.483333333,7.55,20.26666667,28.738,-31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
953.31,X31.5880,Y-30.0000,,,,,,4.09,0.31,590.9375,5999,5,35.1875,12.78125,22,31.588,-30,2.85,1.588,3.262551762,-6,0,Conventional,0,0,3,0,0,Air-Cut,3.262551762,Face Milling
953.62,G04,X1.0000,,,,,,3.18,0.88,0,5999,5,8.662921348,3.573033708,22.33707865,31.588,-30,0,0,0,-6,0,,0,0,,0,0,Dwell,0,
954.5,Y36.5740,,,,,,,111.85,6.75,586.6612426,5999,5,9.417159763,16.54585799,26.41420118,31.588,36.574,0,66.574,66.574,-6,0,,0,0,0,0,0,Air-Cut,66.574,
961.25,G04,X1.0000,,,,,,8.77,0.93,0,5999,5,8,9.329787234,27.18085106,31.588,36.574,0,0,0,-6,0,,0,0,,0,0,Dwell,0,
962.18,Z-4.0000,,,,,,,2.69,0.29,252.3,5999,5,7.966666667,8.966666667,43.7,31.588,36.574,0,0,0,-4,2,,0,0,0,0,0,Air-cut in Z while retracting,2,
962.47,G04,X1.0000,,,,,,50.73,6.26,0,5286.816587,6.846889952,6.44338118,8.090909091,26.44019139,31.588,36.574,0,0,0,-4,0,,0,0,,0,0,Dwell,0,
968.73,Z-7.0000,,,,,,,53.05,7.48,24.46995995,4500,3,2.516688919,7.082777036,10.50200267,31.588,36.574,0,0,3,-7,-3,,0,0,0,71.25573925,0,Air-cut in Z while plunging,3,
976.21,G04,X1.0000,,,,,,6.25,0.88,0,4500,3,2.617977528,7.02247191,19.69662921,31.588,36.574,0,0,0,-7,0,,0,0,,0,0,Dwell,0,
977.09,X31.7120,Y34.4440,,,,,,13.29,1.81,220.489011,4500,5.186813187,27.2967033,7.302197802,20.62637363,31.712,34.444,0.124,-2.13,2.133606337,-7,0,,3.8,1.9,0,5.66,0,Cut with Feed,2.133606337,Contouring
978.9,G04,X1.0000,,,,,,6.18,2.06,0,4500,3.45410628,8.280193237,2.985507246,15.3236715,31.712,34.444,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
980.96,X34.7630,Y28.9450,,,,,,15.93,1.81,215.3076923,4500,7.642857143,23.5989011,8.752747253,19.30769231,34.763,28.945,3.051,-5.499,6.288688417,-7,0,,3.9,6.3,0,8.54,0,Cut with Feed,6.288688417,Contouring
982.77,G04,X1.0000,,,,,,2.82,0.93,0,4500,3,5.574468085,3,14.32978723,34.763,28.945,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
983.7,X39.7630,,,,,,,5.07,1.49,217.5533333,4500,3,26.00666667,3.38,13.80666667,39.763,28.945,5,0,5,-7,0,,0,0,0,0,0,Air-Cut,5,Contouring
985.19,G04,X1.0000,,,,,,2.07,0.88,0,4500,3,5.011235955,2.325842697,14.94382022,39.763,28.945,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
986.07,Z-6.0000,,,,,,,0.63,0.3,221.6129032,4500,3,5.967741935,2.032258065,38.83870968,39.763,28.945,0,0,0,-6,1,,0,0,0,0,0,Air-cut in Z while retracting,1,Contouring
986.37,G04,X1.0000,,,,,,4.57,2.07,144.1730769,4500,3,5.197115385,2.197115385,45.71153846,39.763,28.945,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Contouring
988.44,G01,F25.,,,,,,4.4,0.31,0,4500,3,15.75,13.75,27,39.763,28.945,0,0,0,-6,0,,0,0,,0,0,,0,Contouring
988.75,G04,X1.0000,,,,,,4,0.91,0,4500,3,5.293478261,4.347826087,27.18478261,39.763,28.945,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Contouring
989.66,Z-7.0000,,,,,,,32.79,7.23,24.96546961,4500,3,2.370165746,4.529005525,11.00690608,39.763,28.945,0,0,1,-7,-1,,0,0,0,71.25573925,0,Air-cut in Z while plunging,1,Contouring
996.89,G04,X1.0000,,,,,,1.31,0.89,0,4500,3,1.944444444,1.455555556,19.33333333,39.763,28.945,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
997.78,X27.4830,Y34.7630,,,,,,17.99,2.12,193.5211268,4500,5.258215962,29.02816901,8.44600939,21.39906103,27.483,34.763,-12.28,5.818,13.58850706,-7,0,,5.5,3.1,0,7.6,0,Cut with Feed,13.58850706,Contouring
999.9,G04,X1.0000,,,,,,2.56,0.91,0,4500,3.380434783,7.782608696,2.782608696,15.34782609,27.483,34.763,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
1000.81,G02,X28.9660,Y32.8500,R7.9380,,,,18.11,0.92,166.5376344,4500,10.90322581,6.784946237,19.47311828,21.56989247,28.966,32.85,1.483,-1.913,2.429984745,-7,0,,0.5,0.4,0,0.1,0,Cut with Feed,2.429984745,Contouring
1001.73,G04,X1.0000,,,,,,2.8,0.93,0,4500,3.436170213,9.808510638,2.978723404,14.72340426,28.966,32.85,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
1002.66,X34.7630,Y22.3990,,,,,,35.91,3.33,227.0149701,4500,10.86826347,25.05988024,10.75149701,21.34131737,34.763,22.399,5.797,-10.451,11.95109242,-7,0,,6.8,11.8,0,30.52,0,Cut with Feed,11.95109242,Contouring
1005.99,G04,X1.0000,,,,,,2.99,0.89,0,4500,3,5.944444444,3.322222222,14.01111111,34.763,22.399,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
1006.88,X39.7630,,,,,,,5.56,1.46,227.4421769,4500,3,28.44217687,3.782312925,14.80272109,39.763,22.399,5,0,5,-7,0,,0,0,0,0,0,Air-Cut,5,Contouring
1008.34,G04,X1.0000,,,,,,2.36,0.87,0,4500,3,5.954545455,2.681818182,14.95454545,39.763,22.399,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
1009.21,Z-6.5000,,,,,,,3.57,1.48,20.74496644,4500,3,5.201342282,2.395973154,39.75838926,39.763,22.399,0,0,0,-6.5,0.5,,0,0,0,0,0,Air-cut in Z while retracting,0.5,Contouring
1010.69,G04,X1.0000,,,,,,2.89,0.89,224.5666667,4500,3,7.2,3.211111111,29.85555556,39.763,22.399,0,0,0,-6.5,0,,0,0,,0,0,Dwell,0,Contouring
1011.58,X-29.0720,Y-39.7630,,,,,,14.65,0.29,19537.3,4500,3,110.8,48.83333333,26.03333333,-29.072,-39.763,-68.835,-62.162,92.74897018,-6.5,0,,58.9,52,0,665.15,0,No Cut - Rapid motion,92.74897018,Contouring
1011.87,G04,X1.0000,,,,,,7.5,1.25,0,4500,3,6.936507937,5.952380952,26.13492063,-29.072,-39.763,0,0,0,-6.5,0,,0,0,,0,0,Dwell,0,Contouring
1013.12,Z-7.0000,,,,,,,20.11,7.3,24.22708618,4500,3,2.161422709,2.751025992,10.8878249,-29.072,-39.763,0,0,0.5,-7,-0.5,,0,0,0,71.25573925,0,Air-cut in Z while plunging,0.5,Contouring
1020.42,G04,X1.0000,,,,,,2.47,0.88,0,4500,3,1.988764045,2.775280899,21,-29.072,-39.763,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
1021.3,Y-34.7630,,,,,,,11.29,1.48,227.4630872,4500,7.744966443,4.255033557,7.577181208,21.44966443,-29.072,-34.763,0,5,5,-7,0,,6.1,1.6,0,8.08,0,Cut with Feed,5,Contouring
1022.78,G04,X1.0000,,,,,,2.95,0.88,0,4500,3.404494382,12,3.314606742,26.62921348,-29.072,-34.763,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
1023.66,X-33.4300,Y-32.8680,,,,,,12.77,1.49,220.6533333,4500,6.4,29.16,8.513333333,22.42,-33.43,-32.868,-4.358,1.895,4.75217729,-7,0,,4.4,2.3,0,3.99,0,Cut with Feed,4.75217729,Contouring
1025.15,G04,X1.0000,,,,,,3.74,0.91,0,4500,3,8.923913043,4.065217391,26.01086957,-33.43,-32.868,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
1026.06,G02,X-33.9850,Y-32.6080,R11.1130,,,,3.04,0.3,221.6129032,4500,3,31.25806452,9.806451613,26.96774194,-33.985,-32.608,-0.555,0.26,0.612960231,-7,0,,0.1,0,0,0.02,0,Cut with Feed,0.612960231,Contouring
1026.36,G04,X1.0000,,,,,,3.79,0.92,0,4500,3,7.892473118,4.075268817,25.65591398,-33.985,-32.608,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
1027.28,X-39.7630,Y-29.7090,,,,,,18.63,1.83,201.9076087,4500,3,31.74456522,10.125,26,-39.763,-29.709,-5.778,2.899,6.464478711,-7,0,,0,0,0,0,0,Air-Cut,6.464478711,Contouring
1029.11,G04,X1.0000,,,,,,3.3,0.89,0,4500,3,9.611111111,3.666666667,25.42222222,-39.763,-29.709,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
1030,Z-6.5000,,,,,,,6,1.49,20,4500,3,7.586666667,4,38.01333333,-39.763,-29.709,0,0,0,-6.5,0.5,,0,0,0,0,0,Air-cut in Z while retracting,0.5,Contouring
1031.49,G04,X1.0000,,,,,,25.22,3.02,0,4500,3,17.61386139,8.323432343,29.08910891,-39.763,-29.709,0,0,0,-6.5,0,,0,0,,0,0,Dwell,0,Contouring
1034.51,Z-7.0000,,,,,,,25.01,7.53,24.15915119,4500,3,0.318302387,3.316976127,10.75729443,-39.763,-29.709,0,0,0.5,-7,-0.5,,0,0,0,71.25573925,0,Air-cut in Z while plunging,0.5,Contouring
1042.04,G04,X1.0000,,,,,,2.75,0.88,0,4500,3,0.08988764,3.08988764,20.69662921,-39.763,-29.709,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
1042.92,Y-34.7630,,,,,,,22.88,1.49,227.4733333,4500,7.933333333,12.91333333,15.25333333,20.76,-39.763,-34.763,0,-5.054,5.054,-7,0,Climb,0,0,1,0,0,Air-Cut,5.054,Contouring
1044.41,G04,X1.0000,,,,,,2.22,0.88,0,4500,3.460674157,4.95505618,2.494382022,25.33707865,-39.763,-34.763,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
1045.29,X-32.1650,Y-29.9560,,,,,,50.52,3.28,222.0851064,4500,12.71428571,25.64741641,15.3556231,19.20364742,-32.165,-29.956,7.598,4.807,8.990931709,-7,0,Climb,4.2,4.9,1,12.64,12.64,Cut with Feed,8.990931709,Contouring
1048.57,G04,X1.0000,,,,,,2.56,0.91,0,4500,3,11.22826087,2.782608696,26.33695652,-32.165,-29.956,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
1049.48,G02,X-34.7630,Y-28.1350,R7.9380,,,,10.45,0.93,143.7340426,4500,3.627659574,29.4893617,11.11702128,25.36170213,-34.763,-28.135,-2.598,1.821,3.194145675,-7,0,Climb,1.3,0.7,1,0.31,0.31,Cut with Feed,3.194145675,Contouring
1050.41,G04,X1.0000,,,,,,6.03,1.19,0,4500,3.041666667,11.10833333,5.025,24.48333333,-34.763,-28.135,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
1051.6,X-32.4580,Y-25.9520,,,,,,13.01,0.89,226.4555556,4500,14.11111111,32.56666667,14.45555556,19.77777778,-32.458,-25.952,2.305,2.183,3.174667542,-7,0,Climb,3.9,6.2,1,14.26,14.26,Cut with Feed,3.174667542,Contouring
1052.49,G04,X1.0000,,,,,,4,0.9,0,4500,3.703296703,6,4.395604396,26.35164835,-32.458,-25.952,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
1053.39,G02,X-33.7630,Y-22.6770,R4.7630,,,,13.3,1.18,181.697479,4500,8.714285714,20.04201681,11.17647059,21.52941176,-33.763,-22.677,-1.305,3.275,3.611310802,-7,0,Climb,0.3,0.6,1,0.16,0.16,Cut with Feed,3.611310802,Contouring
1054.57,G04,X1.0000,,,,,,2.82,0.89,0,4500,3.066666667,14.22222222,3.133333333,25.67777778,-33.763,-22.677,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
1055.46,Y2.1620,,,,,,,78.81,6.61,217.9305136,4500,12.8021148,10.86253776,11.90483384,20.14652568,-33.763,2.162,0,24.839,24.839,-7,0,Climb,2.7,28.9,1,75.41,75.41,Cut with Feed,24.839,Contouring
1062.07,G04,X1.0000,,,,,,6.35,1.19,0,4500,3.8,17.69166667,5.291666667,26.96666667,-33.763,2.162,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
1063.26,Y27.0000,,,,,,,85.54,6.64,227.7533835,4500,12.76240602,9.903759398,12.86315789,19.37443609,-33.763,27,0,24.838,24.838,-7,0,Climb,2.7,28.9,1,69.52,69.52,Cut with Feed,24.838,Contouring
1069.9,G04,X1.0000,,,,,,7.46,0.91,0,4500,3.423913043,18.30434783,8.108695652,27.58695652,-33.763,27,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
1070.81,G02,X-27.0000,Y33.7630,R6.7630,,,,32.39,2.77,228.176259,4500,9.741007194,32.14028777,11.65107914,23.98920863,-27,33.763,6.763,6.763,10.62329556,-7,0,Climb,4.7,4.6,1,11.38,11.38,Cut with Feed,10.62329556,Contouring
1073.58,G04,X1.0000,,,,,,9.96,1.17,0,4500,3.855932203,11.12711864,8.440677966,23.83898305,-27,33.763,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
1074.75,X22.0250,,,,,,,70.41,12.89,228.8224806,4500,11.90310078,27.63410853,5.458139535,26.75968992,22.025,33.763,49.025,0,49.025,-7,0,Climb,51.8,2.7,1,143.28,143.28,Cut with Feed,49.025,Contouring
1087.64,G04,X1.0000,,,,,,7.84,0.9,0,4500,3.021978022,9.274725275,8.615384615,20.98901099,22.025,33.763,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
1088.54,G02,X26.1890,Y31.3100,R4.7630,,,,2.8,1.54,181.7225806,4500,9.135483871,41.50322581,1.806451613,24.74193548,26.189,31.31,4.164,-2.453,5.068616737,-7,0,Climb,0,0,1,0,0,Air-Cut,5.068616737,Contouring
1090.08,G04,X1.0000,,,,,,2.78,0.88,0,4500,3.359550562,8.573033708,3.123595506,17.33707865,26.189,31.31,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
1090.96,X33.1650,Y18.7330,,,,,,35.89,3.87,209.5231959,4500,12.70103093,28.5257732,9.25,23.48453608,33.165,18.733,6.976,-12.577,14.3821245,-7,0,Climb,9.6,15.8,1,52.83,52.83,Cut with Feed,14.3821245,Contouring
1094.83,G04,X1.0000,,,,,,5.66,1.23,0,4500,3.548387097,10.46774194,4.564516129,16.78225806,33.165,18.733,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
1096.06,G02,X33.7630,Y16.4230,R4.7630,,,,6.88,0.62,225.3650794,4500,9.936507937,31.14285714,10.92063492,23.49206349,33.763,16.423,0.598,-2.31,2.41183323,-7,0,Climb,0,0,1,0,0,Air-Cut,2.41183323,Contouring
1096.68,G04,X1.0000,,,,,,3.5,0.92,0,4500,3.387096774,14.61290323,3.76344086,17.29032258,33.763,16.423,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
1097.6,Y-25.0000,,,,,,,136.94,10.97,222.5346084,4500,11.99635701,10.24681239,12.47176685,23.33606557,33.763,-25,0,-41.423,41.423,-7,0,Climb,2.7,45.5,1,120.72,120.72,Cut with Feed,41.423,Contouring
1108.57,G04,X1.0000,,,,,,9.27,1.21,0,4500,3.56557377,15.60655738,7.598360656,16.79508197,33.763,-25,0,0,0,-7,0,,0,0,,0,0,Dwell,0,Contouring
