Timestamp (s),Code,Code,Code,Code,Code,Code,Code,Energy (J),Duration (s),Feed rate (mm/min),Spindle speed (RPM),Spindle Load,X Load,Y Load,Z Load,X (mm),Y (mm),dX (code) (mm),dY (code) (mm),Length of Cut XY (code) (mm),Z (mm),dZ (mm),Cutting Strategy,IdX (mm),IdY (mm),Depth of Cut(mm),Area of Cut (mm^2),Volume of Cut (mm^3),Cut / No Cut,Length of Cut XYZ (code) (mm),Operation
81.5,G04,X1.0000,,,,,,8.28,1.17,0,1499.084746,2.593220339,9.93220339,7.016949153,19.29661017,-28.413,31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
82.67,Y-31.5880,,,,,,,653.77,49.79,75.98473896,1503.580321,18.39738956,8.550200803,13.12791165,17.92068273,-28.413,-31.588,0,-63.176,63.176,-3,0,Conventional,3,63.2,3,186.59,559.77,Cut with Feed,63.176,Face Milling
132.46,G04,X1.0000,,,,,,6.07,0.9,0,1499,1.021978022,7.362637363,6.67032967,14,-28.413,-31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
133.36,X-25.2380,,,,,,,23.23,2.7,74.00738007,1500.143911,18.39483395,52.96309963,8.57195572,13.82656827,-25.238,-31.588,3.175,0,3.175,-3,0,Conventional,3.1,4.5,3,10.55,31.65,Cut with Feed,3.175,Face Milling
136.06,G04,X1.0000,,,,,,0.96,0.89,0,1502.111111,2.644444444,5.011111111,1.066666667,24.7,-25.238,-31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
136.95,Y31.5880,,,,,,,482.96,49.88,75.74864702,1503.044899,17.56123472,13.0044097,9.680497094,14.05732612,-25.238,31.588,0,63.176,63.176,-3,0,Climb,3.2,63.2,3,192.65,577.95,Cut with Feed,63.176,Face Milling
186.83,G04,X1.0000,,,,,,6.18,0.92,0,1499,1,1.408602151,6.64516129,17.90322581,-25.238,31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
187.75,X-22.0630,,,,,,,13.58,2.75,66.91304348,1501.210145,12,27.81521739,4.920289855,21.26086957,-22.063,31.588,3.175,0,3.175,-3,0,Climb,3.1,4.5,3,10.42,31.26,Cut with Feed,3.175,Face Milling
190.5,G04,X1.0000,,,,,,5.97,0.88,0,1502.370787,2.426966292,6.303370787,6.707865169,13.68539326,-22.063,31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
191.38,Y-31.5880,,,,,,,501.51,37.44,101.2758344,1503.558077,22.34499332,9.065153538,13.39145527,16.79198932,-22.063,-31.588,0,-63.176,63.176,-3,0,Conventional,3.2,63.2,3,192.78,578.34,Cut with Feed,63.176,Face Milling
228.82,G04,X1.0000,,,,,,6.07,0.9,0,1499,1,6.648351648,6.67032967,10.98901099,-22.063,-31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
229.72,X-18.8880,,,,,,,8.1,2.14,86.81860465,1501.790698,20.9255814,19.86976744,3.76744186,12.06046512,-18.888,-31.588,3.175,0,3.175,-3,0,Conventional,3.1,4.4,3,10.33,30.99,Cut with Feed,3.175,Face Milling
231.86,G04,X1.0000,,,,,,0.11,0.9,0,1502.296703,3.406593407,3.681318681,0.120879121,24.96703297,-18.888,-31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
232.76,Y31.5880,,,,,,,343.13,37.51,101.6268657,1502.965885,21.07515991,11.929371,9.145255864,13.42643923,-18.888,31.588,0,63.176,63.176,-3,0,Climb,3.2,63.2,3,192.87,578.61,Cut with Feed,63.176,Face Milling
270.27,G04,X1.0000,,,,,,6.38,0.9,0,1499,1.021978022,0.978021978,7.010989011,18.01098901,-18.888,31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
271.17,X-15.7130,,,,,,,11.98,2.07,99.69711538,1500.442308,14.38942308,24.8125,5.759615385,23.90384615,-15.713,31.588,3.175,0,3.175,-3,0,Climb,3,4.4,3,10.19,30.57,Cut with Feed,3.175,Face Milling
273.24,G04,X1.0000,,,,,,7.29,0.88,0,1502.258427,2.123595506,3.741573034,8.191011236,13.03370787,-15.713,31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
274.12,Y-31.5880,,,,,,,395.81,30,126.9576808,1501.815728,26.20593136,9.341552816,13.18927024,17.26924359,-15.713,-31.588,0,-63.176,63.176,-3,0,Conventional,3.1,63.2,3,186.66,559.98,Cut with Feed,63.176,Face Milling
304.12,G04,X1.0000,,,,,,5.63,0.88,0,1499,1,1.370786517,6.325842697,10,-15.713,-31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
305,X-12.5380,,,,,,,6.78,1.79,105.1277778,1504,23.46111111,18.92777778,3.766666667,12.72777778,-12.538,-31.588,3.175,0,3.175,-3,0,Conventional,3.1,4.5,3,10.55,31.65,Cut with Feed,3.175,Face Milling
306.79,G04,X1.0000,,,,,,0.13,0.91,0,1502.26087,2.793478261,5,0.141304348,25.30434783,-12.538,-31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
307.7,Y31.5880,,,,,,,300.18,29.95,126.9576101,1502.187583,25.35413885,13.99799733,10.01935915,12.67089453,-12.538,31.588,0,63.176,63.176,-3,0,Climb,3.2,63.2,3,192.65,577.95,Cut with Feed,63.176,Face Milling
337.65,G04,X1.0000,,,,,,7.72,1.18,0,1499,1.058823529,3.235294118,6.487394958,24.49579832,-12.538,31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
338.83,X-9.3630,,,,,,,5.03,1.46,126.1360544,1501.108844,18.51020408,24.86394558,3.421768707,25.94557823,-9.363,31.588,3.175,0,3.175,-3,0,Climb,3.1,4.5,3,10.42,31.26,Cut with Feed,3.175,Face Milling
340.29,G04,X1.0000,,,,,,6.63,0.9,0,1502.406593,3.43956044,4.626373626,7.285714286,14.04395604,-9.363,31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
341.19,Y-31.5880,,,,,,,369.29,25.07,150,1502.225678,29.8791866,11.56778309,14.72448166,19.1523126,-9.363,-31.588,0,-63.176,63.176,-3,0,Conventional,3.2,63.2,3,192.78,578.34,Cut with Feed,63.176,Face Milling
366.26,G04,X1.0000,,,,,,6.08,0.9,0,1499,1,1.054945055,6.681318681,11.65934066,-9.363,-31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
367.16,X-6.1880,,,,,,,13.57,1.51,120,1499.065789,24.73026316,36.38815789,8.927631579,12.08552632,-6.188,-31.588,3.175,0,3.175,-3,0,Conventional,3.1,4.4,3,10.33,30.99,Cut with Feed,3.175,Face Milling
368.67,G04,X1.0000,,,,,,0.13,0.91,0,1502.478261,3.902173913,3.75,0.141304348,25.30434783,-6.188,-31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
369.58,Y31.5880,,,,,,,244.74,25,150.6437425,1502.346661,28.6377449,14.62854858,9.785685726,13.55537785,-6.188,31.588,0,63.176,63.176,-3,0,Climb,3.2,63.2,3,192.87,578.61,Cut with Feed,63.176,Face Milling
394.58,G04,X1.0000,,,,,,5.71,0.89,0,1499,1,3.9,6.344444444,24.01111111,-6.188,31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
395.47,X-3.0130,,,,,,,8.08,1.48,122.4161074,1499.067114,17.40268456,34.97315436,5.422818792,25.53691275,-3.013,31.588,3.175,0,3.175,-3,0,Climb,3,4.4,3,10.19,30.57,Cut with Feed,3.175,Face Milling
396.95,G04,X1.0000,,,,,,14.64,2.04,0,2162.029268,19.43902439,7.970731707,7.141463415,13.85853659,-3.013,31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
398.99,Y-31.5880,,,,,,,363.3,24.96,151.939127,2995.957549,15.57348819,10.35762915,14.54945935,17.17220665,-3.013,-31.588,0,-63.176,63.176,-3,0,Conventional,3.1,63.2,3,186.66,559.98,Cut with Feed,63.176,Face Milling
423.95,G04,X1.0000,,,,,,5.58,0.92,0,2998,1.032258065,4.290322581,6,11,-3.013,-31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
424.87,X0.1630,,,,,,,16.63,1.48,136.1879195,2991.959732,17.15436242,60.38926174,11.16107383,16.10738255,0.163,-31.588,3.176,0,3.176,-3,0,Conventional,3.1,4.5,3,10.55,31.65,Cut with Feed,3.176,Face Milling
426.35,G04,X1.0000,,,,,,0.12,0.89,0,2998,2.111111111,4.5,0.133333333,23.4,0.163,-31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
427.24,Y31.5880,,,,,,,255.07,25.16,150.3810091,2996.692888,16.76877235,19.67143425,10.13388955,15.89272944,0.163,31.588,0,63.176,63.176,-3,0,Climb,3.2,63.2,3,192.65,577.95,Cut with Feed,63.176,Face Milling
452.4,G04,X1.0000,,,,,,4.93,0.86,0,2998,1.034482759,7.356321839,5.666666667,25.98850575,0.163,31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
453.26,X3.3380,,,,,,,14.31,1.46,141.2993197,2998,13.02721088,27.71428571,9.734693878,20.7755102,3.338,31.588,3.175,0,3.175,-3,0,Climb,3.1,4.5,3,10.42,31.26,Cut with Feed,3.175,Face Milling
454.72,G04,X1.0000,,,,,,7.44,0.9,0,2997.89011,1.505494505,6.098901099,8.175824176,13.3956044,3.338,31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
455.62,Y-31.5880,,,,,,,410.92,18.83,202.8922505,2995.791932,26.72346072,17.01592357,21.81104034,18.54936306,3.338,-31.588,0,-63.176,63.176,-3,0,Conventional,3.2,63.2,3,192.78,578.34,Cut with Feed,63.176,Face Milling
474.45,G04,X1.0000,,,,,,6.17,0.88,0,2997.88764,1.101123596,1,6.93258427,17.98876404,3.338,-31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
475.33,X6.5130,,,,,,,7.15,1.21,179.7377049,2995.459016,25.01639344,39.31967213,5.860655738,17.08196721,6.513,-31.588,3.175,0,3.175,-3,0,Conventional,3.1,4.4,3,10.33,30.99,Cut with Feed,3.175,Face Milling
476.54,G04,X1.0000,,,,,,0.71,0.88,0,2997.88764,3.853932584,7.853932584,0.797752809,25.8988764,6.513,-31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
477.42,Y31.5880,,,,,,,204.2,18.84,199.9846154,2995.310345,28.5464191,41.01220159,10.83289125,16.84615385,6.513,31.588,0,63.176,63.176,-3,0,Climb,3.2,63.2,3,192.87,578.61,Cut with Feed,63.176,Face Milling
496.26,G04,X1.0000,,,,,,6.87,0.91,0,2998,1.086956522,6.652173913,7.467391304,23.66304348,6.513,31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
497.17,X9.6880,,,,,,,8.86,0.89,200.7444444,2998,18.77777778,14.8,9.844444444,22.96666667,9.688,31.588,3.175,0,3.175,-3,0,Climb,3.1,4.4,3,10.2,30.6,Cut with Feed,3.175,Face Milling
498.06,G04,X1.0000,,,,,,7.36,1.22,0,2998,6.723577236,6.715447154,5.983739837,16.00813008,9.688,31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
499.28,Y-31.5880,,,,,,,361.8,14.95,253.8302139,2995.580214,31.78877005,19.61363636,24.18449198,20.5828877,9.688,-31.588,0,-63.176,63.176,-3,0,Conventional,3.2,63.2,3,192.98,578.94,Cut with Feed,63.176,Face Milling
514.23,G04,X1.0000,,,,,,6.08,0.9,0,2998,1.065934066,1.934065934,6.681318681,20.32967033,9.688,-31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
515.13,X12.8630,,,,,,,10.84,0.9,205,2998,25.2967033,55.54945055,11.91208791,19.63736264,12.863,-31.588,3.175,0,3.175,-3,0,Conventional,3,4.4,3,10.09,30.27,Cut with Feed,3.175,Face Milling
516.03,G04,X1.0000,,,,,,2.63,0.9,0,2998,6.186813187,1.945054945,2.89010989,25.31868132,12.863,-31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
516.93,Y31.5880,,,,,,,159.14,15.3,245.6414108,2995.668191,31.42651862,40.18680601,10.39451339,17.15153494,12.863,31.588,0,63.176,63.176,-3,0,Climb,3.2,63.2,3,186.77,560.31,Cut with Feed,63.176,Face Milling
532.23,G04,X1.0000,,,,,,6.31,0.9,0,2997.89011,1.098901099,9.098901099,6.934065934,22.32967033,12.863,31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
533.13,X16.0380,,,,,,,5.33,0.89,251.1777778,2991.333333,22.37777778,29.66666667,5.922222222,20.7,16.038,31.588,3.175,0,3.175,-3,0,Climb,3.1,4.5,3,10.42,31.26,Cut with Feed,3.175,Face Milling
534.02,G04,X1.0000,,,,,,7.91,0.91,0,2997.891304,3.967391304,3.706521739,8.597826087,18.68478261,16.038,31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
534.93,Y-31.5880,,,,,,,285.64,12.5,303.736211,2996.361311,34.41566747,18.57713829,22.83293365,21.65067946,16.038,-31.588,0,-63.176,63.176,-3,0,Conventional,6.4,63.2,3,192.79,578.37,Cut with Feed,63.176,Face Milling
547.43,G04,X1.0000,,,,,,9.14,1.18,0,2997.915966,1.453781513,1.789915966,7.680672269,19.24369748,16.038,-31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
548.61,X19.2130,,,,,,,6.32,0.6,300,2993.409836,34.70491803,46.81967213,10.36065574,16.49180328,19.213,-31.588,3.175,0,3.175,-3,0,Conventional,3.1,4.4,3,10.33,30.99,Cut with Feed,3.175,Face Milling
549.21,G04,X1.0000,,,,,,0.14,0.91,0,2998,6.119565217,0.5,0.152173913,24.69565217,19.213,-31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
550.12,Y31.5880,,,,,,,145.49,12.63,299.2523734,2996.109177,34.45886076,49.38449367,11.51028481,16.84335443,19.213,31.588,0,63.176,63.176,-3,0,Climb,3.2,63.2,3,192.87,578.61,Cut with Feed,63.176,Face Milling
562.75,G04,X1.0000,,,,,,6.84,0.88,0,2998,1,8.943820225,7.685393258,26,19.213,31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
563.63,X22.3880,,,,,,,20.34,0.9,197.7472527,2998,19,19.06593407,22.35164835,23,22.388,31.588,3.175,0,3.175,-3,0,Climb,3.1,4.4,3,10.2,30.6,Cut with Feed,3.175,Face Milling
564.53,G04,X1.0000,,,,,,4.51,0.89,0,2998,4.444444444,7.133333333,5.011111111,17.97777778,22.388,31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
565.42,Y-31.5880,,,,,,,327.53,12.46,300.9695269,2994.567763,34.28708901,16.61828388,26.26543705,21.55252606,22.388,-31.588,0,-63.176,63.176,-3,0,Conventional,3.2,63.2,3,192.98,578.94,Cut with Feed,63.176,Face Milling
577.88,G04,X1.0000,,,,,,9.99,1.16,45.98290598,2997.91453,1.623931624,1.230769231,8.538461538,19.96581197,22.388,-31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
579.04,X25.5630,,,,,,,8.57,0.57,302.0862069,2988.172414,26.39655172,60.4137931,14.77586207,11.65517241,25.563,-31.588,3.175,0,3.175,-3,0,Conventional,3,4.4,3,10.09,30.27,Cut with Feed,3.175,Face Milling
579.61,G04,X1.0000,,,,,,2.07,1.17,36.00847458,2997.915254,10.33898305,2.601694915,1.754237288,23.65254237,25.563,-31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
580.78,Y31.5880,,,,,,,180.06,12.62,304.7585115,2996.353127,34.16389549,48.4378464,14.25653207,17.38400633,25.563,31.588,0,63.176,63.176,-3,0,Climb,3.2,63.2,3,186.77,560.31,Cut with Feed,63.176,Face Milling
593.4,G04,X1.0000,,,,,,7.25,0.89,0,2997.888889,1.111111111,6.933333333,8.055555556,28.7,25.563,31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
594.29,X28.7380,,,,,,,7.53,0.86,205.6321839,2994.666667,11.10344828,26.59770115,8.655172414,25.01149425,28.738,31.588,3.175,0,3.175,-3,0,Climb,1.4,4.5,3,5.94,17.82,Cut with Feed,3.175,Face Milling
595.15,G04,X1.0000,,,,,,6.48,0.89,0,2998,1.411111111,5.366666667,7.2,19.04444444,28.738,31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
596.04,Y-31.5880,,,,,,,195.25,12.53,304.7567783,2998,11.80781499,7.641148325,15.57017544,22.1937799,28.738,-31.588,0,-63.176,63.176,-3,0,Conventional,4.6,59.6,3,83.01,249.03,Cut with Feed,63.176,Face Milling
608.57,G04,X1.0000,,,,,,6.78,0.91,0,2998,1,8.97826087,7.369565217,15,28.738,-31.588,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
609.48,X31.5880,Y-30.0000,,,,,,9.61,0.87,201.0227273,2998,1,32.05681818,10.92045455,16,31.588,-30,2.85,1.588,3.262551762,-3,0,Conventional,0,0,3,0,0,Air-Cut,3.262551762,Face Milling
610.35,G04,X1.0000,,,,,,3.46,0.91,0,2998,1,5.315217391,3.760869565,16.67391304,31.588,-30,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
611.26,Y36.5740,,,,,,,173.13,13.33,299.541979,2998,1,6.952023988,12.97826087,15.8838081,31.588,36.574,0,66.574,66.574,-3,0,,0,0,0,0,0,Air-Cut,66.574,Face Milling
624.59,G04,X1.0000,,,,,,6.91,0.89,0,2998,1,3,7.677777778,15.92222222,31.588,36.574,0,0,0,-3,0,,0,0,,0,0,Dwell,0,Face Milling
625.48,Z0,,,,,,,4.95,0.61,232.4677419,2998,1,3,7.983870968,37.51612903,31.588,36.574,0,0,0,0,3,,0,0,0,0,0,Air-cut in Z while retracting,3,Face Milling
626.09,G04,X1.0000,,,,,,8.79,1.18,166.5546218,2998,1,3.773109244,7.386554622,30.27731092,31.588,36.574,0,0,0,0,0,,0,0,,0,0,Dwell,0,Face Milling
627.27,G00,X-31.5880,Y-36.5740,,,,,15.97,0.3,19180.64516,2998,1,92.48387097,51.51612903,31.03225806,-31.588,-36.574,-63.176,-73.148,96.65317832,0,0,,0,0,0,0,0,No Cut - Rapid motion,96.65317832,Face Milling
627.57,G04,X1.0000,,,,,,4,0.91,0,2998,1,8.380434783,4.347826087,31.79347826,-31.588,-36.574,0,0,0,0,0,,0,0,,0,0,Dwell,0,Face Milling
628.48,Z-6.0000,,,,,,,13.66,5.04,71.91287129,2998,1,4.001980198,2.704950495,12.72277228,-31.588,-36.574,0,0,3,-6,-6,,0,0,0,71.25573925,0,Air-cut in Z while plunging,3,Face Milling
633.52,G04,X1.0000,,,,,,1.88,0.89,0,2998,1.044444444,5.011111111,2.088888889,18.27777778,-31.588,-36.574,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
634.41,Y30.0000,,,,,,,548.39,52.6,75.98555408,2996.31591,24.44250143,21.51130964,10.42368371,18.00874358,-31.588,30,0,66.574,66.574,-6,0,Climb,4.9,63.4,3,317.07,951.21,Cut with Feed,66.574,Face Milling
687.01,G04,X1.0000,,,,,,6.83,0.91,0,2998,1.423913043,11.64130435,7.423913043,25.61956522,-31.588,30,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
687.92,X-28.4130,Y31.5880,,,,,,23.97,3.02,73.54785479,2998,13.78217822,30,7.910891089,21.69966997,-28.413,31.588,3.175,1.588,3.549981549,-6,0,Climb,3.4,4.6,3,10.65,31.95,Cut with Feed,3.549981549,Face Milling
690.94,G04,X1.0000,,,,,,13.33,1.8,0,3704.861878,11.01104972,10.00552486,7.364640884,23.87292818,-28.413,31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
692.74,Y-31.5880,,,,,,,626.02,16.88,225.2557726,4499.828301,31.25518058,18.47720545,37.06453523,22.00118413,-28.413,-31.588,0,-63.176,63.176,-6,0,Conventional,3,63.2,3,186.59,559.77,Cut with Feed,63.176,Face Milling
709.62,G04,X1.0000,,,,,,6.2,0.91,0,4500,3.141304348,0.130434783,6.739130435,23.66304348,-28.413,-31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
710.53,X-25.2380,,,,,,,11.81,0.93,226.5638298,4500.106383,28.06382979,58.19148936,12.56382979,20.17021277,-25.238,-31.588,3.175,0,3.175,-6,0,Conventional,3.1,4.5,3,10.55,31.65,Cut with Feed,3.175,Face Milling
711.46,G04,X1.0000,,,,,,1.45,0.94,0,4503.368421,6.157894737,4.989473684,1.526315789,26.29473684,-25.238,-31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
712.4,Y31.5880,,,,,,,169.42,16.69,225.3419162,4500,30.86526946,50.26946108,10.14491018,20.33353293,-25.238,31.588,0,63.176,63.176,-6,0,Climb,3.2,63.2,3,192.65,577.95,Cut with Feed,63.176,Face Milling
729.09,G04,X1.0000,,,,,,7.58,0.9,0,4500,3,7.648351648,8.32967033,27.67032967,-25.238,31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
729.99,X-22.0630,,,,,,,28.62,1.2,140.5123967,4502.561983,20.67768595,37.99173554,23.65289256,25.57024793,-22.063,31.588,3.175,0,3.175,-6,0,Climb,3.1,4.5,3,10.42,31.26,Cut with Feed,3.175,Face Milling
731.19,G04,X1.0000,,,,,,6.43,0.86,0,4500,5.229885057,8.896551724,7.390804598,20.72413793,-22.063,31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
732.05,Y-31.5880,,,,,,,510.7,12.59,304.7579365,4500,38.11666667,19.01904762,40.53174603,22.94761905,-22.063,-31.588,0,-63.176,63.176,-6,0,Conventional,3.2,63.2,3,192.78,578.34,Cut with Feed,63.176,Face Milling
744.64,G04,X1.0000,,,,,,6.17,0.92,0,4500,3.139784946,2.52688172,6.634408602,22.65591398,-22.063,-31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
745.56,X-18.8880,,,,,,,4.15,0.94,202.2631579,4503.263158,26.89473684,34.07368421,4.368421053,16.71578947,-18.888,-31.588,3.175,0,3.175,-6,0,Conventional,3.1,4.4,3,10.33,30.99,Cut with Feed,3.175,Face Milling
746.5,G04,X1.0000,,,,,,1.18,0.89,0,4500,4.966666667,7.344444444,1.311111111,26.22222222,-18.888,-31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
747.39,Y31.5880,,,,,,,154.48,12.55,304.7571656,4500,36.75636943,59.48407643,12.29936306,19.03264331,-18.888,31.588,0,63.176,63.176,-6,0,Climb,3.2,63.2,3,192.87,578.61,Cut with Feed,63.176,Face Milling
759.94,G04,X1.0000,,,,,,7.33,0.88,0,4500,3.101123596,5.08988764,8.235955056,29.25842697,-18.888,31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
760.82,X-15.7130,,,,,,,22.52,0.89,232.0111111,4503.222222,22.76666667,45.16666667,25.02222222,25,-15.713,31.588,3.175,0,3.175,-6,0,Climb,3,4.4,3,10.19,30.57,Cut with Feed,3.175,Face Milling
761.71,G04,X1.0000,,,,,,7.46,0.88,0,4499.88764,5,4.685393258,8.382022472,20.75280899,-15.713,31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
762.59,Y-31.5880,,,,,,,452.1,10.08,380.6223984,4500.287413,44.0604559,20.95242815,44.80673935,22.69573835,-15.713,-31.588,0,-63.176,63.176,-6,0,Conventional,3.1,63.2,3,186.66,559.98,Cut with Feed,63.176,Face Milling
772.67,G04,X1.0000,,,,,,6.86,0.89,0,4500,3.088888889,6.977777778,7.622222222,23.58888889,-15.713,-31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
773.56,X-12.5380,,,,,,,1.17,0.58,267.3898305,4500.169492,26.49152542,13.20338983,1.983050847,18.10169492,-12.538,-31.588,3.175,0,3.175,-6,0,Conventional,3.1,4.5,3,10.55,31.65,Cut with Feed,3.175,Face Milling
774.14,G04,X1.0000,,,,,,1.77,1.17,0,4502.457627,10.18644068,11.05932203,1.5,25.83898305,-12.538,-31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
775.31,Y31.5880,,,,,,,148.22,10.07,380.6220238,4500.30754,41.9047619,57.49007937,14.70436508,18.31944444,-12.538,31.588,0,63.176,63.176,-6,0,Climb,3.2,63.2,3,192.65,577.95,Cut with Feed,63.176,Face Milling
785.38,G04,X1.0000,,,,,,7.69,0.9,0,4500,3.10989011,7.934065934,8.450549451,29.95604396,-12.538,31.588,0,0,0,-6,0,,0,0,,0,0,Dwell,0,Face Milling
