Timestamp (s),Code,Code,Code,Code,Code,Code,Code,Energy (J),Duration (s),Feed rate (mm/min),Spindle speed (RPM),Spindle Load,X Load,Y Load,Z Load,X (mm),Y (mm),dX (code) (mm),dY (code) (mm),Length of Cut XY (code) (mm),Z (mm),dZ (mm),Cutting Strategy,IdX (mm),IdY (mm),Depth of Cut(mm),Area of Cut (mm^2),Volume of Cut (mm^3),Cut / No Cut,Length of Cut XYZ (code) (mm),Modal G-Code
70.89,G04,X1.0000,,,,,,0.74,0.95,0,1499,2.041666667,5.666666667,0.770833333,23.97916667,30,-31.588,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
71.84,X31.5880,Y-28.4130,,,,,,27.75,2.81,75.73049645,1501.269504,8.978723404,33.4822695,9.840425532,18.34397163,31.588,-28.413,1.588,3.175,3.549981549,-1.5,0,Conventional,4.6,3.4,1.5,10.91,16.365,Cut with Feed,3.549981549,Face Milling
74.65,G04,X1.0000,,,,,,3.14,0.93,0,1499,2.35106383,4.872340426,3.340425532,24.65957447,31.588,-28.413,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
75.58,X-31.5880,,,,,,,126.67,49.89,75.51262525,1502.316633,9.327655311,28.04188377,2.538476954,19.36933868,-31.588,-28.413,-63.176,0,63.176,-1.5,0,Climb,63.2,3,1.5,186.33,279.495,Cut with Feed,63.176,Face Milling
125.47,G04,X1.0000,,,,,,0.76,0.98,0,1499,2,9.96969697,0.767676768,25.66666667,-31.588,-28.413,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
126.45,Y-25.2380,,,,,,,21.62,2.58,66.61003861,1502.783784,8.664092664,5.706563707,8.347490347,17.56370656,-31.588,-25.238,0,3.175,3.175,-1.5,0,Climb,4.5,3.1,1.5,10.55,15.825,Cut with Feed,3.175,Face Milling
129.03,G04,X1.0000,,,,,,3.19,0.95,0,1502.229167,2.96875,18.8125,3.322916667,22.38541667,-31.588,-25.238,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
129.98,X31.5880,,,,,,,45.47,50.12,75.39118292,1503.029523,9.804907241,30.17773788,0.907041692,15.81887094,31.588,-25.238,63.176,0,63.176,-1.5,0,Conventional,63.2,3.2,1.5,192.65,288.975,Cut with Feed,63.176,Face Milling
180.1,G04,X1.0000,,,,,,1.05,0.95,0,1499,2.020833333,6.697916667,1.09375,23.3125,31.588,-25.238,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
181.05,Y-22.0630,,,,,,,23.37,2.5,75.69721116,1501.549801,9.119521912,12.43426295,9.310756972,16.36653386,31.588,-22.063,0,3.175,3.175,-1.5,0,Conventional,4.6,3.1,1.5,10.73,16.095,Cut with Feed,3.175,Face Milling
183.55,G04,X1.0000,,,,,,1.57,0.93,0,1502.297872,2.734042553,2.617021277,1.670212766,22.35106383,31.588,-22.063,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
184.48,X-31.5880,,,,,,,59.87,37.54,101.2910786,1502.920107,11.54380826,28.92490013,1.594407457,16.64687084,-31.588,-22.063,-63.176,0,63.176,-1.5,0,Climb,63.2,3.2,1.5,192.47,288.705,Cut with Feed,63.176,Face Milling
222.02,G04,X1.0000,,,,,,1.93,0.93,0,1499,2.021276596,7.787234043,2.053191489,25.65957447,-31.588,-22.063,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
222.95,Y-18.8880,,,,,,,11.78,1.92,101.4715026,1499.051813,10.74093264,11.43523316,6.103626943,17.87564767,-31.588,-18.888,0,3.175,3.175,-1.5,0,Climb,4.4,3.1,1.5,10.33,15.495,Cut with Feed,3.175,Face Milling
224.87,G04,X1.0000,,,,,,3.17,0.94,0,1502.368421,2.705263158,19.15789474,3.336842105,22.96842105,-31.588,-18.888,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
225.81,X31.5880,,,,,,,52.33,37.58,101.0502793,1503.131418,11.91194467,29.63367917,1.392125565,15.75046555,31.588,-18.888,63.176,0,63.176,-1.5,0,Conventional,63.2,3.2,1.5,192.87,289.305,Cut with Feed,63.176,Face Milling
263.39,G04,X1.0000,,,,,,1.71,0.95,0,1499,2.03125,6.875,1.78125,23.98958333,31.588,-18.888,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
264.34,Y-15.7130,,,,,,,9.97,1.94,101.4769231,1500.74359,11.45128205,8.205128205,5.112820513,17.17948718,31.588,-15.713,0,3.175,3.175,-1.5,0,Conventional,4.5,3,1.5,10.49,15.735,Cut with Feed,3.175,Face Milling
266.28,G04,X1.0000,,,,,,0.01,0.95,0,1502.333333,2.760416667,2.020833333,0.010416667,23.64583333,31.588,-15.713,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
267.23,X-31.5880,,,,,,,33.58,30.17,125.6534129,1502.88668,13.19151756,26.39198144,1.112657389,16.26838966,-31.588,-15.713,-63.176,0,63.176,-1.5,0,Climb,63.2,3.1,1.5,186.36,279.54,Cut with Feed,63.176,Face Milling
297.4,G04,X1.0000,,,,,,3.25,0.95,0,1499,2.041666667,7.822916667,3.385416667,23.96875,-31.588,-15.713,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
298.35,Y-12.5380,,,,,,,6.51,1.61,126.2160494,1503.074074,11.95679012,10.57407407,4.018518519,15.64197531,-31.588,-12.538,0,3.175,3.175,-1.5,0,Climb,4.5,3.1,1.5,10.55,15.825,Cut with Feed,3.175,Face Milling
299.96,G04,X1.0000,,,,,,2.87,0.95,0,1499.104167,2.104166667,18.0625,2.989583333,23.94791667,-31.588,-12.538,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
300.91,X31.5880,,,,,,,55.76,29.87,126.9574967,1503.832664,13.22088353,31.22021419,1.866131191,15.53480589,31.588,-12.538,63.176,0,63.176,-1.5,0,Conventional,63.2,3.2,1.5,192.65,288.975,Cut with Feed,63.176,Face Milling
330.78,G04,X1.0000,,,,,,2.01,0.94,0,1499,2,8.968421053,2.115789474,24,31.588,-12.538,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
331.72,Y-9.3630,,,,,,,22.56,1.56,101.133758,1499.063694,14.27388535,10.82802548,14.36942675,17.38853503,31.588,-9.363,0,3.175,3.175,-1.5,0,Conventional,4.6,3.1,1.5,10.73,16.095,Cut with Feed,3.175,Face Milling
333.28,G04,X1.0000,,,,,,1.25,1.28,0,1503.96124,6.751937984,3.705426357,0.968992248,23.73643411,31.588,-9.363,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
334.56,X-31.5880,,,,,,,105.49,24.85,151.9388576,1502.209976,24.78278359,26.38897828,4.243362832,20.20233307,-31.588,-9.363,-63.176,0,63.176,-1.5,0,Climb,63.2,3.2,1.5,192.47,288.705,Cut with Feed,63.176,Face Milling
359.41,G04,X1.0000,,,,,,1.98,0.93,0,1499,1.340425532,8.606382979,2.106382979,25.65957447,-31.588,-9.363,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
360.34,Y-6.1880,,,,,,,18.98,1.28,126.5116279,1504.116279,16.48062016,15.51162791,14.71317829,16.29457364,-31.588,-6.188,0,3.175,3.175,-1.5,0,Climb,4.4,3.1,1.5,10.33,15.495,Cut with Feed,3.175,Face Milling
361.62,G04,X1.0000,,,,,,1.3,1.22,0,1503.95935,7.422764228,11.02439024,1.056910569,23.64227642,-31.588,-6.188,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
362.84,X31.5880,,,,,,,54.3,24.9,151.9389803,1502.797672,23.13849859,40.64793256,2.179847451,17.20192694,31.588,-6.188,63.176,0,63.176,-1.5,0,Conventional,63.2,3.2,1.5,192.87,289.305,Cut with Feed,63.176,Face Milling
387.74,G04,X1.0000,,,,,,0.03,0.93,0,1499,1.340425532,7.244680851,0.031914894,25.95744681,31.588,-6.188,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
388.67,Y-3.0130,,,,,,,10.97,1.25,132.484127,1503.920635,16.88888889,17.64285714,8.706349206,19.04761905,31.588,-3.013,0,3.175,3.175,-1.5,0,Conventional,4.5,3,1.5,10.49,15.735,Cut with Feed,3.175,Face Milling
389.92,G04,X1.0000,,,,,,3.19,1.25,31.96031746,1509.793651,14.57936508,2.928571429,2.531746032,25.23015873,31.588,-3.013,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
391.17,X-31.5880,,,,,,,200.93,24.79,151.9387097,2996.150403,18.14798387,33.32701613,8.102016129,21.67056452,-31.588,-3.013,-63.176,0,63.176,-1.5,0,Climb,63.2,3.1,1.5,186.36,279.54,Cut with Feed,63.176,Face Milling
415.96,G04,X1.0000,,,,,,3.26,0.96,0,2998,1,12.41237113,3.360824742,25.30927835,-31.588,-3.013,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
416.92,Y0.1630,,,,,,,16.85,1.56,118.343949,2998,12.33121019,7.993630573,10.73248408,19.20382166,-31.588,0.163,0,3.176,3.176,-1.5,0,Climb,4.5,3.1,1.5,10.55,15.825,Cut with Feed,3.176,Face Milling
418.48,G04,X1.0000,,,,,,0.33,0.96,0,2998,3.494845361,15.18556701,0.340206186,25.8556701,-31.588,0.163,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
419.44,X31.5880,,,,,,,61.82,25,151.9392243,2998,16.87245102,44.77928828,2.471811275,17.06077569,31.588,0.163,63.176,0,63.176,-1.5,0,Conventional,63.2,3.2,1.5,192.65,288.975,Cut with Feed,63.176,Face Milling
444.44,G04,X1.0000,,,,,,0.39,0.92,0,2998,1.043010753,7.806451613,0.419354839,24.25806452,31.588,0.163,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
445.36,Y3.3380,,,,,,,19.26,1.27,150.8125,2998,13.125,20.390625,15.046875,18.5234375,31.588,3.338,0,3.175,3.175,-1.5,0,Conventional,4.6,3.1,1.5,10.73,16.095,Cut with Feed,3.175,Face Milling
446.63,G04,X1.0000,,,,,,0.64,1.23,0,2998,4.693548387,5.419354839,0.516129032,25.66129032,31.588,3.338,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
447.86,X-31.5880,,,,,,,149.39,18.66,202.8912694,2998,20.03535083,29.936797,8.001606856,22.11087306,-31.588,3.338,-63.176,0,63.176,-1.5,0,Climb,63.2,3.2,1.5,192.47,288.705,Cut with Feed,63.176,Face Milling
466.52,G04,X1.0000,,,,,,4.41,0.93,0,2998,1.063829787,9.606382979,4.691489362,27.63829787,-31.588,3.338,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
467.45,Y6.5130,,,,,,,2.55,0.95,200.8854167,2998,14.33333333,50.39583333,2.65625,21.69791667,-31.588,6.513,0,3.175,3.175,-1.5,0,Climb,4.4,3.1,1.5,10.33,15.495,Cut with Feed,3.175,Face Milling
468.4,G04,X1.0000,,,,,,1.98,1.3,0,2998,6.404580153,11.94656489,1.511450382,24.63358779,-31.588,6.513,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
469.7,X31.5880,,,,,,,80.74,18.53,202.890507,2997.498382,20.07389428,55.0609493,4.354908306,17.26375405,31.588,6.513,63.176,0,63.176,-1.5,0,Conventional,63.2,3.2,1.5,192.87,289.305,Cut with Feed,63.176,Face Milling
488.23,G04,X1.0000,,,,,,0.12,0.95,0,2998,1.03125,9.645833333,0.125,26.98958333,31.588,6.513,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
489.18,Y9.6880,,,,,,,16.32,1.28,137.1782946,2998,14.41085271,12.9379845,12.65116279,20.5503876,31.588,9.688,0,3.175,3.175,-1.5,0,Conventional,4.5,3.1,1.5,10.51,15.765,Cut with Feed,3.175,Face Milling
490.46,G04,X1.0000,,,,,,0.07,0.94,0,2997.894737,2.526315789,5.2,0.073684211,27.27368421,31.588,9.688,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
491.4,X-31.5880,,,,,,,130.52,14.96,253.8303273,2997.792919,22.09485638,35.54509018,8.718770875,21.94856379,-31.588,9.688,-63.176,0,63.176,-1.5,0,Climb,63.2,3.2,1.5,192.68,289.02,Cut with Feed,63.176,Face Milling
506.36,G04,X1.0000,,,,,,3.89,0.95,0,2997.895833,1.0625,9.291666667,4.052083333,27.30208333,-31.588,9.688,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
507.31,Y12.8630,,,,,,,18.18,0.95,192.90625,2991.4375,17.33333333,14.96875,18.9375,19.6875,-31.588,12.863,0,3.175,3.175,-1.5,0,Climb,4.4,3,1.5,10.09,15.135,Cut with Feed,3.175,Face Milling
508.26,G04,X1.0000,,,,,,3.5,0.94,0,2998,4.147368421,7.442105263,3.684210526,25.58947368,-31.588,12.863,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
509.2,X31.5880,,,,,,,79.82,15.08,253.8316766,2997.575878,22.79257787,58.62425447,5.289595759,17.4758118,31.588,12.863,63.176,0,63.176,-1.5,0,Conventional,63.2,3.2,1.5,186.77,280.155,Cut with Feed,63.176,Face Milling
524.28,G04,X1.0000,,,,,,0.18,0.94,0,2997.894737,1.084210526,7.673684211,0.189473684,25.65263158,31.588,12.863,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
525.22,Y16.0380,,,,,,,18.98,0.95,238.9791667,2988.104167,17.35416667,5.375,19.77083333,21.75,31.588,16.038,0,3.175,3.175,-1.5,0,Conventional,4.6,3.1,1.5,10.73,16.095,Cut with Feed,3.175,Face Milling
526.17,G04,X1.0000,,,,,,1.74,0.97,0,2997.897959,3.234693878,4.071428571,1.775510204,28.60204082,31.588,16.038,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
527.14,X-31.5880,,,,,,,169.38,12.56,304.7573588,2997.260143,24.50755768,28.43038982,13.47494033,21.87987271,-31.588,16.038,-63.176,0,63.176,-1.5,0,Climb,63.2,3.2,1.5,192.47,288.705,Cut with Feed,63.176,Face Milling
539.7,G04,X1.0000,,,,,,3.36,0.93,0,2998,1.095744681,8.882978723,3.574468085,27.61702128,-31.588,16.038,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
540.63,Y19.2130,,,,,,,13.37,0.64,300.3076923,2992.923077,16.66153846,29.73846154,20.56923077,20.95384615,-31.588,19.213,0,3.175,3.175,-1.5,0,Climb,4.4,3.1,1.5,10.33,15.495,Cut with Feed,3.175,Face Milling
541.27,G04,X1.0000,,,,,,2.59,0.97,0,2998,7.030612245,11.76530612,2.642857143,24,-31.588,19.213,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
542.24,X31.5880,,,,,,,35.04,12.57,297.2416534,2998,25.20508744,47.6581876,2.785373609,16.4872814,31.588,19.213,63.176,0,63.176,-1.5,0,Conventional,63.2,3.2,1.5,192.87,289.305,Cut with Feed,63.176,Face Milling
554.81,G04,X1.0000,,,,,,0.01,0.94,0,2998,1.336842105,10.71578947,0.010526316,25.65263158,31.588,19.213,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
555.75,Y22.3880,,,,,,,23.91,0.95,196.9791667,2994.770833,15.23958333,19.625,24.90625,20.75,31.588,22.388,0,3.175,3.175,-1.5,0,Conventional,4.5,3.1,1.5,10.51,15.765,Cut with Feed,3.175,Face Milling
556.7,G04,X1.0000,,,,,,1.97,0.95,0,2997.895833,2.833333333,7.458333333,2.052083333,26.95833333,31.588,22.388,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
557.65,X-31.5880,,,,,,,115.29,12.51,304.7563898,2997.480831,24.75958466,38.77955272,9.208466454,22.58386581,-31.588,22.388,-63.176,0,63.176,-1.5,0,Climb,63.2,3.2,1.5,192.68,289.02,Cut with Feed,63.176,Face Milling
570.16,G04,X1.0000,,,,,,3.26,0.94,0,2997.894737,1.063157895,9.2,3.431578947,28.6,-31.588,22.388,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
571.1,Y25.5630,,,,,,,5.35,0.94,216.9368421,2994.736842,16.61052632,43.96842105,5.631578947,19.70526316,-31.588,25.563,0,3.175,3.175,-1.5,0,Climb,4.4,3,1.5,10.09,15.135,Cut with Feed,3.175,Face Milling
572.04,G04,X1.0000,,,,,,5.3,0.93,0,2997.893617,4.212765957,5.70212766,5.638297872,24.89361702,-31.588,25.563,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
572.97,X31.5880,,,,,,,73.47,12.62,299.6634996,2997.002375,25.38875693,71.26207443,5.817102138,15.61836896,31.588,25.563,63.176,0,63.176,-1.5,0,Conventional,63.2,3.2,1.5,186.77,280.155,Cut with Feed,63.176,Face Milling
585.59,G04,X1.0000,,,,,,1.24,0.95,0,2998,1.125,7.71875,1.291666667,26.32291667,31.588,25.563,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
586.54,Y28.7380,,,,,,,9.9,0.64,300.3076923,2998,10.93846154,23.83076923,15.23076923,21.50769231,31.588,28.738,0,3.175,3.175,-1.5,0,Conventional,4.6,1.4,1.5,6.08,9.12,Cut with Feed,3.175,Face Milling
587.18,G04,X1.0000,,,,,,2.03,0.97,0,2998,2.06122449,6.806122449,2.071428571,23.32653061,31.588,28.738,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
588.15,X-31.5880,,,,,,,50.12,12.43,304.755627,2998,8.729903537,25.84485531,4.028938907,23.45257235,-31.588,28.738,-63.176,0,63.176,-1.5,0,Climb,59.5,1.4,1.5,82.86,124.29,Cut with Feed,63.176,Face Milling
600.58,G04,X1.0000,,,,,,0.12,1.27,0,2998,1,11.921875,0.09375,19,-31.588,28.738,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
601.85,X-30.0000,Y31.5880,,,,,,8.08,0.64,300.3076923,2998,1,28.67692308,12.43076923,19,-30,31.588,1.588,2.85,3.262551762,-1.5,0,Both,0,0,1.5,0,0,Air-Cut,3.262551762,Face Milling
602.49,G04,X1.0000,,,,,,6.07,0.95,0,2998,1,7.885416667,6.322916667,19,-30,31.588,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
603.44,X36.5740,,,,,,,61.19,13.12,304.7677075,2998,1,29.28027418,4.660319878,18.29093679,36.574,31.588,66.574,0,66.574,-1.5,0,Both,0,0,1.5,0,0,Air-Cut,66.574,Face Milling
616.56,G04,X1.0000,,,,,,5.04,1.25,0,2998,1,9.531746032,4,17.8968254,36.574,31.588,0,0,0,-1.5,0,,0,0,0,0,0,Dwell,0,Face Milling
617.81,Z0,,,,,,,1.28,0.31,295.46875,2998,1,6.96875,4,33.84375,36.574,31.588,0,0,0,0,1.5,,0,0,0,0,0,Air-cut in Z while retracting,1.5,Face Milling
618.12,G04,X1.0000,,,,,,4.18,0.93,210.8510638,2998,1,7.117021277,4.446808511,27.68085106,36.574,31.588,0,0,0,0,0,,0,0,0,0,0,Dwell,0,Face Milling
619.05,G00,X-36.5740,Y-31.5880,,,,,14.83,0.32,19219.39394,2998,1,108.2121212,44.93939394,29.06060606,-36.574,-31.588,-73.148,-63.176,96.65317832,0,0,,0,0,0,0,0,No Cut - Rapid motion,96.65317832,Face Milling
619.37,G04,X1.0000,,,,,,5.93,0.93,0,2998,1,8.606382979,6.308510638,30.46808511,-36.574,-31.588,0,0,0,0,0,,0,0,0,0,0,Dwell,0,Face Milling
620.3,Z-3.0000,,,,,,,9.89,2.54,68.71372549,2998,1,3.258823529,3.878431373,10.16078431,-36.574,-31.588,0,0,1.5,-3,-3,,0,0,1.5,71.25573925,106.8836089,Plunge with feed,1.5,Face Milling
622.84,G04,X1.0000,,,,,,3.55,0.96,0,2998,1,3.268041237,3.659793814,17.62886598,-36.574,-31.588,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
623.8,X30.0000,,,,,,,247.17,52.66,75.74881337,2997.941143,17.1741029,36.72754889,4.692804253,16.88855136,30,-31.588,66.574,0,66.574,-3,0,Conventional,63.4,4.9,1.5,317.07,475.605,Cut with Feed,66.574,Face Milling
676.46,G04,X1.0000,,,,,,4.55,0.95,0,2998,2.0625,7.3125,4.739583333,22.625,30,-31.588,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
677.41,X31.5880,Y-28.4130,,,,,,38.68,2.83,75.73239437,2998,12.07746479,41.09859155,13.61971831,20.79225352,31.588,-28.413,1.588,3.175,3.549981549,-3,0,Conventional,4.6,3.4,1.5,10.91,16.365,Cut with Feed,3.549981549,Face Milling
680.24,G04,X1.0000,,,,,,1.22,0.93,0,3001.638298,4.64893617,8.957446809,1.29787234,26.06382979,31.588,-28.413,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
681.17,X-31.5880,,,,,,,385.94,16.9,224.5310467,4477.083383,24.01182732,26.94382022,22.82318155,22.30987581,-31.588,-28.413,-63.176,0,63.176,-3,0,Climb,63.2,3,1.5,186.33,279.495,Cut with Feed,63.176,Face Milling
698.07,G04,X1.0000,,,,,,3.26,0.97,0,4500,3.091836735,8.153061224,3.326530612,26.2755102,-31.588,-28.413,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
699.04,Y-25.2380,,,,,,,4.36,0.95,226.6145833,4500,19.36458333,19.59375,4.541666667,19.33333333,-31.588,-25.238,0,3.175,3.175,-3,0,Climb,4.5,3.1,1.5,10.55,15.825,Cut with Feed,3.175,Face Milling
699.99,G04,X1.0000,,,,,,0.32,0.93,0,4500,6.14893617,10.5212766,0.340425532,23.92553191,-31.588,-25.238,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
700.92,X31.5880,,,,,,,36.83,16.71,228.8630383,4500,22.5041866,59.58074163,2.202751196,19.12320574,31.588,-25.238,63.176,0,63.176,-3,0,Conventional,63.2,3.2,1.5,192.65,288.975,Cut with Feed,63.176,Face Milling
717.63,G04,X1.0000,,,,,,0.22,0.92,0,4500,3.397849462,8.408602151,0.23655914,28.32258065,31.588,-25.238,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
718.55,Y-22.0630,,,,,,,37.35,0.94,199.8315789,4500.105263,16.98947368,16.89473684,39.31578947,24.97894737,31.588,-22.063,0,3.175,3.175,-3,0,Conventional,4.6,3.1,1.5,10.73,16.095,Cut with Feed,3.175,Face Milling
719.49,G04,X1.0000,,,,,,0.65,0.95,0,4503.229167,5.979166667,6.5,0.677083333,25,31.588,-22.063,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
720.44,X-31.5880,,,,,,,261.09,12.79,289.9882813,4500,25.2296875,34.996875,20.39765625,22.79609375,-31.588,-22.063,-63.176,0,63.176,-3,0,Climb,63.2,3.2,1.5,192.47,288.705,Cut with Feed,63.176,Face Milling
733.23,G04,X1.0000,,,,,,7.82,1.25,0,4500,3.182539683,8.595238095,6.206349206,27.17460317,-31.588,-22.063,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
734.48,Y-18.8880,,,,,,,0.33,0.31,295.46875,4500.3125,25.4375,80.78125,1.03125,18.1875,-31.588,-18.888,0,3.175,3.175,-3,0,Climb,4.4,3.1,1.5,10.33,15.495,Cut with Feed,3.175,Face Milling
734.79,G04,X1.0000,,,,,,1.55,0.92,0,4503.333333,5.795698925,13.43010753,1.666666667,23.98924731,-31.588,-18.888,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
735.71,X31.5880,,,,,,,34.45,12.67,297.3028391,4500,25.06309148,57.11119874,2.716876972,17.40141956,31.588,-18.888,63.176,0,63.176,-3,0,Conventional,63.2,3.2,1.5,192.87,289.305,Cut with Feed,63.176,Face Milling
748.38,G04,X1.0000,,,,,,0.38,0.97,0,4500,3.112244898,7.93877551,0.387755102,28.28571429,31.588,-18.888,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
749.35,Y-15.7130,,,,,,,3.16,0.63,300.234375,4500.15625,19.453125,3.484375,4.9375,23.5,31.588,-15.713,0,3.175,3.175,-3,0,Conventional,4.5,3,1.5,10.49,15.735,Cut with Feed,3.175,Face Milling
749.98,G04,X1.0000,,,,,,2.25,0.96,0,4503.298969,6.649484536,4.350515464,2.319587629,25.67010309,31.588,-15.713,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
750.94,X-31.5880,,,,,,,353.84,10.18,369.0353288,4500,27.19332679,30.06084396,34.72423945,22.61629048,-31.588,-15.713,-63.176,0,63.176,-3,0,Climb,63.2,3.1,1.5,186.36,279.54,Cut with Feed,63.176,Face Milling
761.12,G04,X1.0000,,,,,,5.1,0.95,0,4500,3.072916667,9.375,5.3125,27.625,-31.588,-15.713,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
