Timestamp (s),Code,Code,Code,Code,Code,Code,Code,Energy (J),Duration (s),Feed rate (mm/min),Spindle speed (RPM),Spindle Load,X Load,Y Load,Z Load,X (mm),Y (mm),dX (code) (mm),dY (code) (mm),Length of Cut XY (code) (mm),Z (mm),dZ (mm),Cutting Strategy,IdX (mm),IdY (mm),Depth of Cut(mm),Area of Cut (mm^2),Volume of Cut (mm^3),Cut / No Cut,Length of Cut XYZ (code) (mm),Modal G-Code
19.19,G04,X1.0000,,,,,,2.21,0.94,0,1499,4.663157895,5.673684211,2.326315789,19.51578947,-36.574,-31.588,0,0,0,1,0,,0,0,0,0,0,Dwell,0,Face Milling
20.13,Z-3.0000,,,,,,,8.11,3.11,75.75641026,1499,4,5.08974359,2.599358974,9.814102564,-36.574,-31.588,0,0,0,-3,-4,,0,0,0,71.25573925,0,Air-Cut in Z while plunging,0,Face Milling
23.24,G04,X1.0000,,,,,,2.74,1.01,0,1499,4,4.215686275,2.68627451,17.49019608,-36.574,-31.588,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
24.25,X30.0000,,,,,,,264.08,52.5,75.52237669,1502.207008,27.5873167,36.35993144,5.029137307,15.85583698,30,-31.588,66.574,0,66.574,-3,0,Conventional,63.4,4.9,3,317.07,951.21,Cut with Feed,66.574,Face Milling
76.75,G04,X1.0000,,,,,,0.01,0.94,0,1499,3.021052632,6.357894737,0.010526316,24.66315789,30,-31.588,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
77.69,X31.5880,Y-28.4130,,,,,,22.42,3.15,67.12658228,1500.962025,16.28481013,25.14556962,7.094936709,16.69620253,31.588,-28.413,1.588,3.175,3.549981549,-3,0,Conventional,4.6,3.4,3,10.91,32.73,Cut with Feed,3.549981549,Face Milling
80.84,G04,X1.0000,,,,,,2.27,0.97,0,1499,4.153061224,4.153061224,2.316326531,25.60204082,31.588,-28.413,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
81.81,X-31.5880,,,,,,,131.69,49.8,75.98474202,1503.20799,18.42682192,27.42180285,2.643846617,18.12106003,-31.588,-28.413,-63.176,0,63.176,-3,0,Climb,63.2,3,3,186.33,558.99,Cut with Feed,63.176,Face Milling
131.61,G04,X1.0000,,,,,,2.96,0.95,0,1499,3.03125,8,3.083333333,25.98958333,-31.588,-28.413,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
132.56,Y-25.2380,,,,,,,17.64,2.51,75.6984127,1504,18.03571429,6.277777778,7,15.67460317,-31.588,-25.238,0,3.175,3.175,-3,0,Climb,4.5,3.1,3,10.55,31.65,Cut with Feed,3.175,Face Milling
135.07,G04,X1.0000,,,,,,3.93,0.97,0,1502.367347,6.37755102,19.01020408,4.010204082,23.6122449,-31.588,-25.238,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
136.04,X31.5880,,,,,,,85.59,50.08,75.58953883,1503.048712,18.4759433,32.17408664,1.708724296,15.18087443,31.588,-25.238,63.176,0,63.176,-3,0,Conventional,63.2,3.2,3,192.65,577.95,Cut with Feed,63.176,Face Milling
186.12,G04,X1.0000,,,,,,1.73,0.94,0,1499,3.042105263,7.421052632,1.821052632,24.31578947,31.588,-25.238,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
187.06,Y-22.0630,,,,,,,21.42,2.52,75.69960474,1501.529644,18.24505929,7.201581028,8.466403162,15.75494071,31.588,-22.063,0,3.175,3.175,-3,0,Conventional,4.6,3.1,3,10.73,32.19,Cut with Feed,3.175,Face Milling
189.58,G04,X1.0000,,,,,,0.33,0.93,0,1502.404255,5.117021277,1.276595745,0.35106383,24.28723404,31.588,-22.063,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
190.51,X-31.5880,,,,,,,71.97,37.49,101.1296,1503.096,22.43786667,27.44453333,1.9192,16.8192,-31.588,-22.063,-63.176,0,63.176,-3,0,Climb,63.2,3.2,3,192.47,577.41,Cut with Feed,63.176,Face Milling
228,G04,X1.0000,,,,,,4.83,0.95,0,1499,3.041666667,8.40625,5.03125,25.01041667,-31.588,-22.063,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
228.95,Y-18.8880,,,,,,,14.27,1.9,101.4659686,1499.052356,20.95811518,8.816753927,7.471204188,15.67539267,-31.588,-18.888,0,3.175,3.175,-3,0,Climb,4.4,3.1,3,10.33,30.99,Cut with Feed,3.175,Face Milling
230.85,G04,X1.0000,,,,,,2.94,0.97,0,1502.367347,8.357142857,16.87755102,3,22.92857143,-31.588,-18.888,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
231.82,X31.5880,,,,,,,55.8,37.64,100.3237716,1502.043825,22.57662683,35.20956175,1.482071713,15.73652058,31.588,-18.888,63.176,0,63.176,-3,0,Conventional,63.2,3.2,3,192.87,578.61,Cut with Feed,63.176,Face Milling
269.46,G04,X1.0000,,,,,,0.69,0.93,0,1499,3.053191489,7.063829787,0.734042553,24.9893617,31.588,-18.888,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
270.39,Y-15.7130,,,,,,,29.71,1.87,101.4574468,1504,21.63297872,12.13829787,15.80319149,15.86170213,31.588,-15.713,0,3.175,3.175,-3,0,Conventional,4.5,3,3,10.49,31.47,Cut with Feed,3.175,Face Milling
272.26,G04,X1.0000,,,,,,0.01,0.93,0,1502.191489,5.946808511,1.319148936,0.010638298,25.37234043,31.588,-15.713,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
273.19,X-31.5880,,,,,,,52.92,30.24,124.8105785,1502.795041,26.24892562,26.55933884,1.749421488,17.4631405,-31.588,-15.713,-63.176,0,63.176,-3,0,Climb,63.2,3.1,3,186.36,559.08,Cut with Feed,63.176,Face Milling
303.43,G04,X1.0000,,,,,,4.25,0.96,0,1499,3.082474227,7.628865979,4.381443299,25.26804124,-31.588,-15.713,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
304.39,Y-12.5380,,,,,,,12.05,1.59,126.20625,1499.0625,26.13125,3.2,7.53125,13.63125,-31.588,-12.538,0,3.175,3.175,-3,0,Climb,4.5,3.1,3,10.55,31.65,Cut with Feed,3.175,Face Milling
305.98,G04,X1.0000,,,,,,3.25,0.97,0,1502.367347,4.887755102,17.37755102,3.316326531,25.2244898,-31.588,-12.538,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
306.95,X31.5880,,,,,,,66.55,29.84,126.9574539,1503.525963,27.46365159,37.76716918,2.229480737,16.08140704,31.588,-12.538,63.176,0,63.176,-3,0,Conventional,63.2,3.2,3,192.65,577.95,Cut with Feed,63.176,Face Milling
336.79,G04,X1.0000,,,,,,1.69,0.93,0,1499,3.010638298,8.978723404,1.79787234,25.68085106,31.588,-12.538,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
337.72,Y-9.3630,,,,,,,9.16,1.58,101.7421384,1505.037736,22.38993711,5.748427673,5.761006289,17.72327044,31.588,-9.363,0,3.175,3.175,-3,0,Conventional,4.6,3.1,3,10.73,32.19,Cut with Feed,3.175,Face Milling
339.3,G04,X1.0000,,,,,,2.17,1.3,12.51908397,1501.366412,9.854961832,1.076335878,1.65648855,23.7480916,31.588,-9.363,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
340.6,X-31.5880,,,,,,,84.81,24.71,151.9385113,1502.317152,30.96682848,24.07564725,3.430825243,20.84385113,-31.588,-9.363,-63.176,0,63.176,-3,0,Climb,63.2,3.2,3,192.47,577.41,Cut with Feed,63.176,Face Milling
365.31,G04,X1.0000,,,,,,5.46,1.27,0,1499,3.1015625,11.015625,4.265625,26.4296875,-31.588,-9.363,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
366.58,Y-6.1880,,,,,,,10.94,1.28,150.8217054,1499.077519,29.87596899,36.20155039,8.480620155,13.58914729,-31.588,-6.188,0,3.175,3.175,-3,0,Climb,4.4,3.1,3,10.33,30.99,Cut with Feed,3.175,Face Milling
367.86,G04,X1.0000,,,,,,4.31,0.92,0,1502.333333,4.548387097,16.80645161,4.634408602,25.58064516,-31.588,-6.188,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
368.78,X31.5880,,,,,,,75.18,25.1,151.9394663,1502.385106,30.45639188,43.18239745,2.994026284,17.0007965,31.588,-6.188,63.176,0,63.176,-3,0,Conventional,63.2,3.2,3,192.87,578.61,Cut with Feed,63.176,Face Milling
393.88,G04,X1.0000,,,,,,1.64,0.93,0,1499,3.085106383,7.042553191,1.744680851,25.95744681,31.588,-6.188,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
394.81,Y-3.0130,,,,,,,21.82,1.27,150.8125,1499.078125,26.4296875,35.3984375,17.046875,15.4140625,31.588,-3.013,0,3.175,3.175,-3,0,Conventional,4.5,3,3,10.49,31.47,Cut with Feed,3.175,Face Milling
396.08,G04,X1.0000,,,,,,1.61,0.94,0,1510.157895,6.863157895,1.2,1.694736842,25.64210526,31.588,-3.013,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
397.02,X-31.5880,,,,,,,124.93,25.12,150.0039793,2987.985277,17.78272981,25.22881019,4.971348985,18.64584162,-31.588,-3.013,-63.176,0,63.176,-3,0,Climb,63.2,3.1,3,186.36,559.08,Cut with Feed,63.176,Face Milling
422.14,G04,X1.0000,,,,,,2.36,0.96,0,2998,2.041237113,8.268041237,2.432989691,25.64948454,-31.588,-3.013,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
423.1,Y0.1630,,,,,,,14.33,1.25,150.7936508,2998,14.42063492,28.71428571,11.37301587,19.26190476,-31.588,0.163,0,3.176,3.176,-3,0,Climb,4.5,3.1,3,10.55,31.65,Cut with Feed,3.176,Face Milling
424.35,G04,X1.0000,,,,,,3.25,0.97,0,2998,4.571428571,17.56122449,3.316326531,24.74489796,-31.588,0.163,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
425.32,X31.5880,,,,,,,53.03,24.99,150.0544,2997,16.6272,43.8008,2.1212,17.642,31.588,0.163,63.176,0,63.176,-3,0,Conventional,63.2,3.2,3,192.65,577.95,Cut with Feed,63.176,Face Milling
450.31,G04,X1.0000,,,,,,1.31,1.26,0,2998,2.070866142,10.52755906,1.031496063,25.24409449,31.588,0.163,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
451.57,Y3.3380,,,,,,,2.44,1.24,150.784,2998,18.928,4.424,1.952,19.512,31.588,3.338,0,3.175,3.175,-3,0,Conventional,4.6,3.1,3,10.73,32.19,Cut with Feed,3.175,Face Milling
452.81,G04,X1.0000,,,,,,0.83,0.95,0,2997.895833,2.822916667,0.177083333,0.864583333,26.57291667,31.588,3.338,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
453.76,X-31.5880,,,,,,,202.59,18.8,202.8920787,2997.494949,25.6241361,28.03030303,10.77033493,21.99574694,-31.588,3.338,-63.176,0,63.176,-3,0,Climb,63.2,3.2,3,192.47,577.41,Cut with Feed,63.176,Face Milling
472.56,G04,X1.0000,,,,,,3.96,0.96,0,2997.896907,1.422680412,7.639175258,4.082474227,27.26804124,-31.588,3.338,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
473.52,Y6.5130,,,,,,,12.69,0.94,200.8631579,2991.578947,20.24210526,6.242105263,13.35789474,19.29473684,-31.588,6.513,0,3.175,3.175,-3,0,Climb,4.4,3.1,3,10.33,30.99,Cut with Feed,3.175,Face Milling
474.46,G04,X1.0000,,,,,,2.85,0.94,0,2998,6.252631579,14.05263158,3,25.34736842,-31.588,6.513,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
475.4,X31.5880,,,,,,,57.36,18.86,199.5574987,2998,27.12347642,65.98993111,3.039745628,15.23953365,31.588,6.513,63.176,0,63.176,-3,0,Conventional,63.2,3.2,3,192.87,578.61,Cut with Feed,63.176,Face Milling
494.26,G04,X1.0000,,,,,,0.17,0.93,0,2997.893617,1.021276596,9.340425532,0.180851064,27.65957447,31.588,6.513,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
495.19,Y9.6880,,,,,,,27.71,1.26,143.2362205,2993.03937,22.18110236,8.362204724,21.81889764,20.80314961,31.588,9.688,0,3.175,3.175,-3,0,Conventional,4.5,3.1,3,10.51,31.53,Cut with Feed,3.175,Face Milling
496.45,G04,X1.0000,,,,,,0.81,0.93,0,2997.893617,3.265957447,1.936170213,0.861702128,26.91489362,31.588,9.688,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
497.38,X-31.5880,,,,,,,241.07,14.99,253.8306667,2997.386667,37.122,40.68533333,16.07133333,21.416,-31.588,9.688,-63.176,0,63.176,-3,0,Climb,63.2,3.2,3,192.68,578.04,Cut with Feed,63.176,Face Milling
512.37,G04,X1.0000,,,,,,4.59,0.94,0,2997.894737,1.389473684,8.757894737,4.831578947,28.70526316,-31.588,9.688,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
513.31,Y12.8630,,,,,,,13.36,0.93,251.2978723,2988.106383,25.82978723,42.64893617,14.21276596,18.41489362,-31.588,12.863,0,3.175,3.175,-3,0,Climb,4.4,3,3,10.09,30.27,Cut with Feed,3.175,Face Milling
514.24,G04,X1.0000,,,,,,2.95,0.95,0,2997.895833,5.135416667,14.95833333,3.072916667,26.58333333,-31.588,12.863,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
515.19,X31.5880,,,,,,,82.75,15.09,253.4503311,2997.788079,34.21721854,77.7218543,5.48013245,16.51324503,31.588,12.863,63.176,0,63.176,-3,0,Conventional,63.2,3.2,3,186.77,560.31,Cut with Feed,63.176,Face Milling
530.28,G04,X1.0000,,,,,,1.08,0.93,0,2997.893617,1.414893617,8.64893617,1.14893617,27.63829787,31.588,12.863,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
531.21,Y16.0380,,,,,,,25.83,0.95,213.8854167,2988.104167,26.58333333,23.875,26.90625,22.15625,31.588,16.038,0,3.175,3.175,-3,0,Conventional,4.6,3.1,3,10.73,32.19,Cut with Feed,3.175,Face Milling
532.16,G04,X1.0000,,,,,,1.67,0.96,0,2997.896907,4.567010309,2.81443299,1.721649485,27.6185567,31.588,16.038,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
533.12,X-31.5880,,,,,,,162.26,12.62,304.7585115,2996.012668,39.47585115,38.08788599,12.84718923,22.18527316,-31.588,16.038,-63.176,0,63.176,-3,0,Climb,63.2,3.2,3,192.47,577.41,Cut with Feed,63.176,Face Milling
545.74,G04,X1.0000,,,,,,3.98,0.92,0,2998,1.494623656,7.924731183,4.279569892,28.23655914,-31.588,16.038,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
546.66,Y19.2130,,,,,,,4.52,0.63,300.234375,2998.15625,27.546875,19.25,7.0625,19.046875,-31.588,19.213,0,3.175,3.175,-3,0,Climb,4.4,3.1,3,10.33,30.99,Cut with Feed,3.175,Face Milling
547.29,G04,X1.0000,,,,,,3.13,0.93,0,3001.297872,8.989361702,14.68085106,3.329787234,25.34042553,-31.588,19.213,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
548.22,X31.5880,,,,,,,77.72,12.56,297.2354813,2995.247414,38.62052506,71.52267303,6.182975338,16.51233095,31.588,19.213,63.176,0,63.176,-3,0,Conventional,63.2,3.2,3,192.87,578.61,Cut with Feed,63.176,Face Milling
560.78,G04,X1.0000,,,,,,1.09,1.23,0,2998,1.39516129,11.42741935,0.879032258,27.43548387,31.588,19.213,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
562.01,Y22.3880,,,,,,,13.42,0.63,300.234375,2998,30.65625,14.703125,20.96875,20.609375,31.588,22.388,0,3.175,3.175,-3,0,Conventional,4.5,3.1,3,10.51,31.53,Cut with Feed,3.175,Face Milling
562.64,G04,X1.0000,,,,,,0.35,0.94,0,2997.894737,5.905263158,2,0.368421053,26.97894737,31.588,22.388,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
563.58,X-31.5880,,,,,,,161.22,12.76,290.7494127,2996.512138,39.08065779,33.21299922,12.62490211,22.88880188,-31.588,22.388,-63.176,0,63.176,-3,0,Climb,63.2,3.2,3,192.68,578.04,Cut with Feed,63.176,Face Milling
576.34,G04,X1.0000,,,,,,4.24,0.96,0,2997.896907,1.226804124,8.12371134,4.371134021,27.86597938,-31.588,22.388,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
577.3,Y25.5630,,,,,,,9.52,0.62,300.1587302,2988.15873,32.34920635,10.26984127,15.11111111,15.17460317,-31.588,25.563,0,3.175,3.175,-3,0,Climb,4.4,3,3,10.09,30.27,Cut with Feed,3.175,Face Milling
577.92,G04,X1.0000,,,,,,3.17,0.95,0,2997.895833,5.90625,11.375,3.302083333,26.21875,-31.588,25.563,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
578.87,X31.5880,,,,,,,47.01,12.51,304.7563898,2996.226837,39.35942492,78.23003195,3.754792332,14.55750799,31.588,25.563,63.176,0,63.176,-3,0,Conventional,63.2,3.2,3,186.77,560.31,Cut with Feed,63.176,Face Milling
591.38,G04,X1.0000,,,,,,0.5,0.95,0,2997.895833,1.34375,10.63541667,0.520833333,27.32291667,31.588,25.563,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
592.33,Y28.7380,,,,,,,22.48,0.94,199.0526316,2994.631579,8.831578947,6.715789474,23.66315789,24.37894737,31.588,28.738,0,3.175,3.175,-3,0,Conventional,4.6,1.4,3,6.08,18.24,Cut with Feed,3.175,Face Milling
593.27,G04,X1.0000,,,,,,3.14,0.92,0,2998,2.397849462,8.602150538,3.376344086,23,31.588,28.738,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
594.19,X-31.5880,,,,,,,60.38,12.67,299.6253943,2998,10.02050473,33.17586751,4.761829653,23.12223975,-31.588,28.738,-63.176,0,63.176,-3,0,Climb,59.5,1.4,3,82.86,248.58,Cut with Feed,63.176,Face Milling
606.86,G04,X1.0000,,,,,,1.07,0.94,0,2998,1,7.905263158,1.126315789,22.33684211,-31.588,28.738,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
607.8,X-30.0000,Y31.5880,,,,,,7.95,0.63,300.234375,2998,1,29.71875,12.421875,22.5,-30,31.588,1.588,2.85,3.262551762,-3,0,Both,0,0,3,0,0,Air-Cut,3.262551762,Face Milling
608.43,G04,X1.0000,,,,,,5.81,0.96,0,2998,1,8.268041237,5.989690722,23,-30,31.588,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
609.39,X36.5740,,,,,,,61.64,13.41,303.8219076,2998,1,30.44411326,4.59314456,21.30253353,36.574,31.588,66.574,0,66.574,-3,0,Both,0,0,3,0,0,Air-Cut,66.574,Face Milling
622.8,G04,X1.0000,,,,,,3.76,0.93,0,2998,1,7,4,20.17021277,36.574,31.588,0,0,0,-3,0,,0,0,0,0,0,Dwell,0,Face Milling
623.73,Z0,,,,,,,2.6,0.64,300.3076923,2998,1,7,4,35.90769231,36.574,31.588,0,0,0,0,3,,0,0,0,0,0,Air-cut in Z while retracting,3,Face Milling
624.37,G04,X1.0000,,,,,,4.26,0.94,208.6315789,2998,1,7.757894737,4.484210526,27.98947368,36.574,31.588,0,0,0,0,0,,0,0,0,0,0,Dwell,0,Face Milling
625.31,G00,X-36.5740,Y-31.5880,,,,,16.13,0.32,19219.39394,2998,1,107.3030303,48.87878788,28.06060606,-36.574,-31.588,-73.148,-63.176,96.65317832,0,0,,0,0,0,0,0,No Cut - Rapid motion,96.65317832,Face Milling
625.63,G04,X1.0000,,,,,,6.55,0.93,0,2998,1,10.59574468,6.968085106,29.9787234,-36.574,-31.588,0,0,0,0,0,,0,0,0,0,0,Dwell,0,Face Milling
626.56,Z-6.0000,,,,,,,20.57,4.97,71.11646586,2998,1,3.931726908,4.130522088,11.75702811,-36.574,-31.588,0,0,3,-6,-6,,0,0,3,71.25573925,213.7672177,Plunge with feed,3,Face Milling
631.53,G04,X1.0000,,,,,,3.17,0.94,0,2998,1,3.273684211,3.336842105,18.44210526,-36.574,-31.588,0,0,0,-6,0,,0,0,0,0,0,Dwell,0,Face Milling
632.47,X30.0000,,,,,,,285,52.53,75.82622764,2997.824895,26.24095927,40.76703464,5.424438523,16.80414922,30,-31.588,66.574,0,66.574,-6,0,Conventional,63.4,4.9,3,317.07,951.21,Cut with Feed,66.574,Face Milling
685,G04,X1.0000,,,,,,2.57,0.94,0,2998,1.989473684,5.4,2.705263158,28.31578947,30,-31.588,0,0,0,-6,0,,0,0,0,0,0,Dwell,0,Face Milling
685.94,X31.5880,Y-28.4130,,,,,,49.98,3.15,68.30379747,2997.018987,15.89873418,36.00632911,15.8164557,21.81012658,31.588,-28.413,1.588,3.175,3.549981549,-6,0,Conventional,4.6,3.4,3,10.91,32.73,Cut with Feed,3.549981549,Face Milling
689.09,G04,X1.0000,,,,,,0.69,0.93,0,3011.946809,2.968085106,8.425531915,0.734042553,27.90425532,31.588,-28.413,0,0,0,-6,0,,0,0,0,0,0,Dwell,0,Face Milling
690.02,X-31.5880,,,,,,,551.1,16.49,228.8654545,4495.992121,36.36242424,31.2,33.4,22.91515152,-31.588,-28.413,-63.176,0,63.176,-6,0,Climb,63.2,3,3,186.33,558.99,Cut with Feed,63.176,Face Milling
706.51,G04,X1.0000,,,,,,7.85,1.28,0,4500,2.139534884,12.95348837,6.085271318,28.9379845,-31.588,-28.413,0,0,0,-6,0,,0,0,0,0,0,Dwell,0,Face Milling
707.79,Y-25.2380,,,,,,,5.32,0.65,227.5909091,4500.151515,27.15151515,104.6212121,8.060606061,17.60606061,-31.588,-25.238,0,3.175,3.175,-6,0,Climb,4.5,3.1,3,10.55,31.65,Cut with Feed,3.175,Face Milling
708.44,G04,X1.0000,,,,,,1.27,1.25,36.35714286,4502.539683,10.07142857,14.65079365,1.007936508,25.88888889,-31.588,-25.238,0,0,0,-6,0,,0,0,0,0,0,Dwell,0,Face Milling
709.69,X31.5880,,,,,,,158.94,16.52,228.861464,4500,35.90441621,84.42528736,9.615245009,17.04416213,31.588,-25.238,63.176,0,63.176,-6,0,Conventional,63.2,3.2,3,192.65,577.95,Cut with Feed,63.176,Face Milling
726.21,G04,X1.0000,,,,,,2.09,0.95,0,4500,2.020833333,9.489583333,2.177083333,29.375,31.588,-25.238,0,0,0,-6,0,,0,0,0,0,0,Dwell,0,Face Milling
727.16,Y-22.0630,,,,,,,32.82,0.94,147.0421053,4500.105263,21.58947368,11.97894737,34.54736842,21.50526316,31.588,-22.063,0,3.175,3.175,-6,0,Conventional,4.6,3.1,3,10.73,32.19,Cut with Feed,3.175,Face Milling
728.1,G04,X1.0000,,,,,,8.74,1.22,0,4502.439024,8.406504065,5.081300813,7.105691057,27.96747967,31.588,-22.063,0,0,0,-6,0,,0,0,0,0,0,Dwell,0,Face Milling
729.32,X-31.5880,,,,,,,376.26,12.49,304.756,4500,40.7528,29.9664,30.1008,23.816,-31.588,-22.063,-63.176,0,63.176,-6,0,Climb,63.2,3.2,3,192.47,577.41,Cut with Feed,63.176,Face Milling
741.81,G04,X1.0000,,,,,,6.95,0.95,0,4500,2.15625,8.25,7.239583333,29.67708333,-31.588,-22.063,0,0,0,-6,0,,0,0,0,0,0,Dwell,0,Face Milling
742.76,Y-18.8880,,,,,,,9.01,0.62,300.1587302,4500.15873,27.85714286,48.22222222,14.3015873,24.50793651,-31.588,-18.888,0,3.175,3.175,-6,0,Climb,4.4,3.1,3,10.33,30.99,Cut with Feed,3.175,Face Milling
743.38,G04,X1.0000,,,,,,1.58,0.94,0,4503.157895,8.747368421,11.16842105,1.663157895,27.71578947,-31.588,-18.888,0,0,0,-6,0,,0,0,0,0,0,Dwell,0,Face Milling
744.32,X31.5880,,,,,,,72.77,12.71,297.0872642,4500,39.91194969,95.01650943,5.72091195,21.86242138,31.588,-18.888,63.176,0,63.176,-6,0,Conventional,63.2,3.2,3,192.87,578.61,Cut with Feed,63.176,Face Milling
757.03,G04,X1.0000,,,,,,1.25,0.94,0,4500,2.147368421,7.284210526,1.315789474,29.26315789,31.588,-18.888,0,0,0,-6,0,,0,0,0,0,0,Dwell,0,Face Milling
757.97,Y-15.7130,,,,,,,8.68,0.62,300.1587302,4500.15873,26.01587302,2.53968254,13.77777778,21.53968254,31.588,-15.713,0,3.175,3.175,-6,0,Conventional,4.5,3,3,10.49,31.47,Cut with Feed,3.175,Face Milling
758.59,G04,X1.0000,,,,,,3.29,1.29,0,4502.384615,10.53076923,4.061538462,2.530769231,28.03076923,31.588,-15.713,0,0,0,-6,0,,0,0,0,0,0,Dwell,0,Face Milling
759.88,X-31.5880,,,,,,,369.36,9.87,380.6143725,4500.303644,45.20748988,23.56781377,37.38461538,23.55060729,-31.588,-15.713,-63.176,0,63.176,-6,0,Climb,63.2,3.1,3,186.36,559.08,Cut with Feed,63.176,Face Milling
769.75,G04,X1.0000,,,,,,5.77,0.96,0,4500,2.113402062,10.17525773,5.948453608,30.29896907,-31.588,-15.713,0,0,0,-6,0,,0,0,0,0,0,Dwell,0,Face Milling
